,eccen_num,height_num,blackand_num,p_black_num,class_cat,mean_tr_num
3355,23.818,11,1951,0.251,1,1.85
3356,12.0,11,639,0.189,1,2.04
3357,21.0,8,1222,0.32,1,1.76
3358,1.125,8,36,0.278,1,2.86
3359,3.875,8,182,0.347,1,1.79
3360,10.286,7,426,0.405,1,1.85
3361,1.75,8,88,0.42,1,1.88
3362,4.333,9,249,0.308,1,1.69
3363,2.3,10,191,0.37,1,2.3
3364,4.429,7,187,0.396,1,2.1
3365,2.0,7,92,0.408,1,2.5
3366,1.286,7,42,0.429,1,3.0
3367,4.125,8,219,0.375,1,1.9
3368,2.571,7,120,0.413,1,1.86
3369,0.429,7,21,0.571,1,3.0
3370,3.5,8,223,0.397,1,2.07
3371,2.0,8,124,0.367,1,1.88
3372,0.75,8,38,0.313,1,3.0
3373,3.9,10,304,0.31,1,1.95
3374,2.2,10,157,0.332,1,2.15
3375,23.818,11,1643,0.238,1,1.84
3376,3.625,8,181,0.341,1,1.93
3377,4.5,10,263,0.296,1,2.05
3378,0.857,7,40,0.548,1,2.56
3379,4.429,7,200,0.461,1,2.13
3380,3.0,5,69,0.56,1,2.21
3381,26.1,10,1771,0.264,1,1.77
3382,10.0,10,724,0.267,1,1.82
3383,9.3,10,729,0.268,1,1.78
3384,5.9,10,450,0.251,1,1.7
3385,7.8,10,586,0.255,1,1.76
3386,3.125,8,118,0.3,1,2.22
3387,4.3,10,304,0.256,1,1.8
3388,1.111,9,80,0.389,1,1.94
3389,0.375,8,24,0.5,1,3.0
3390,4.5,8,225,0.323,1,1.86
3391,2.25,8,66,0.174,1,2.5
3392,0.875,8,54,0.339,1,1.36
3393,1.75,8,112,0.402,1,1.55
3394,5.75,8,352,0.356,1,1.79
3395,3.143,7,154,0.396,1,1.85
3396,2.857,7,138,0.464,1,2.32
3397,6.0,8,332,0.354,1,1.89
3398,1.286,7,56,0.46,1,2.42
3399,5.0,7,230,0.404,1,1.9
3400,1.143,7,40,0.411,1,2.3
3401,1.571,7,75,0.455,1,1.75
3402,3.571,7,129,0.349,1,2.26
3403,14.875,8,876,0.337,1,1.7
3404,4.875,8,236,0.304,1,1.38
3405,2.857,7,99,0.336,1,2.24
3406,0.571,7,28,0.393,1,2.2
3407,0.857,7,42,0.357,1,1.67
3408,3.5,10,55,0.091,1,2.67
3409,7.0,7,210,0.318,1,1.91
3410,0.429,7,21,0.571,1,4.0
3411,3.286,7,161,0.348,1,1.37
3412,4.6,5,105,0.452,1,1.79
3413,10.182,11,578,0.217,1,1.73
3414,2.875,8,165,0.321,1,1.51
3415,11.6,10,881,0.246,1,1.6
3416,2.5,10,193,0.332,1,1.89
3417,5.0,8,292,0.347,1,1.63
3418,4.8,10,267,0.3,1,2.15
3419,1.5,8,72,0.427,1,2.05
3420,2.25,8,109,0.354,1,1.65
3421,3.0,8,120,0.328,1,1.75
3422,2.0,8,100,0.383,1,1.69
3423,4.125,8,179,0.371,1,1.88
3424,6.625,8,388,0.38,1,1.87
3425,2.2,10,171,0.318,1,1.79
3426,17.6,10,1026,0.257,1,1.72
3427,1.714,7,83,0.405,1,1.62
3428,3.125,8,176,0.355,1,1.73
3429,5.143,7,217,0.409,1,1.84
3430,5.375,8,258,0.326,1,1.81
3431,1.714,7,80,0.452,1,2.0
3432,2.286,7,86,0.42,1,1.96
3433,2.2,10,131,0.277,1,1.74
3434,5.125,8,211,0.323,1,1.66
3435,1.333,6,35,0.458,1,2.44
3436,3.045,22,1354,0.221,1,2.91
3437,0.779,86,5386,0.164,5,2.37
3438,4.467,15,610,0.293,1,3.59
3439,5.75,12,690,0.407,1,3.15
3440,3.926,27,1368,0.261,1,5.45
3441,17.308,13,2612,0.253,1,3.27
3442,2.923,13,473,0.314,1,3.6
3443,7.375,24,3939,0.508,1,8.05
3444,11.667,24,6072,0.449,1,7.76
3445,7.4,25,4395,0.479,1,7.24
3446,11.64,25,6963,0.466,1,7.34
3447,8.111,9,556,0.376,1,2.63
3448,12.25,8,685,0.221,1,1.42
3449,12.333,9,768,0.188,1,1.49
3450,9.0,7,437,0.317,1,1.71
3451,0.98,101,7780,0.14,5,2.02
3452,1.143,28,654,0.459,1,5.96
3453,30.571,7,1346,0.449,1,2.77
3454,10.25,8,468,0.396,1,2.63
3455,19.889,9,1200,0.341,1,2.4
3456,13.25,8,592,0.358,1,2.29
3457,11.444,9,813,0.369,1,2.55
3458,13.667,9,819,0.346,1,2.21
3459,18.4,10,1152,0.325,1,2.58
3460,18.333,9,1059,0.337,1,2.54
3461,268.0,2,549,0.505,2,180.33
3462,44.125,8,825,0.07,1,1.19
3463,20.571,7,387,0.092,1,1.24
3464,1.571,7,42,0.234,1,2.57
3465,268.0,2,790,0.538,2,30.37
3466,29.125,8,1562,0.262,1,1.58
3467,5.333,6,171,0.286,1,1.41
3468,50.9,10,1974,0.097,1,1.23
3469,3.0,3,18,0.296,1,2.0
3470,13.0,1,13,0.769,1,5.0
3471,33.778,9,2049,0.202,1,1.32
3472,7.286,7,346,0.207,1,1.14
3473,1.857,7,85,0.286,1,1.63
3474,88.0,1,88,0.193,1,1.0
3475,14.667,9,823,0.168,1,1.34
3476,1.857,7,83,0.242,1,1.47
3477,29.778,9,1654,0.183,1,1.29
3478,56.556,9,2297,0.123,1,1.26
3479,1.857,7,80,0.264,1,1.85
3480,267.5,2,657,0.564,2,40.2
3481,16.2,5,392,0.311,1,1.3
3482,38.556,9,1351,0.111,1,1.26
3483,18.75,8,713,0.158,1,1.23
3484,2.0,6,72,0.278,1,2.22
3485,268.0,2,667,0.537,2,24.0
3486,13.0,7,621,0.334,1,1.76
3487,6.2,5,151,0.361,1,1.56
3488,56.667,9,2484,0.149,1,1.22
3489,1.714,7,66,0.226,1,1.9
3490,51.667,9,2694,0.157,1,1.24
3491,16.875,8,725,0.131,1,1.22
3492,1.571,7,72,0.234,1,1.64
3493,9.5,2,30,0.184,1,1.4
3494,35.0,1,35,0.2,1,1.17
3495,89.0,1,89,0.191,1,1.06
3496,40.0,1,40,0.175,1,1.17
3497,268.0,2,571,0.498,2,41.08
3498,1.75,4,16,0.286,1,8.0
3499,13.667,6,455,0.274,1,1.39
3500,35.0,8,1589,0.191,1,1.28
3501,8.625,8,190,0.098,1,1.38
3502,2.0,6,56,0.292,1,1.62
3503,38.111,9,2091,0.162,1,1.24
3504,11.429,7,262,0.102,1,1.39
3505,1.857,7,89,0.308,1,1.56
3506,60.0,1,60,0.217,1,1.08
3507,43.0,8,2307,0.216,1,1.22
3508,12.875,8,511,0.142,1,1.17
3509,2.167,6,63,0.282,1,1.57
3510,36.778,9,1570,0.126,1,1.21
3511,13.625,8,443,0.109,1,1.25
3512,1.857,7,77,0.198,1,2.25
3513,59.111,9,3073,0.154,1,1.29
3514,2.6,5,43,0.154,1,10.0
3515,56.667,9,2918,0.137,1,1.24
3516,2.167,6,76,0.256,1,1.54
3517,56.444,9,3154,0.164,1,1.22
3518,57.556,9,2001,0.096,1,1.25
3519,3.0,4,38,0.25,1,3.0
3520,18.125,8,897,0.156,1,1.24
3521,31.444,9,1852,0.186,1,1.22
3522,50.333,9,1478,0.08,1,1.21
3523,9.429,7,417,0.171,1,1.49
3524,267.5,2,984,0.648,2,11.75
3525,4.385,13,741,0.745,1,11.5
3526,17.385,13,2852,0.258,1,3.12
3527,2.923,13,484,0.33,1,3.88
3528,2.0,30,823,0.154,5,1.85
3529,19.6,5,313,0.341,1,2.14
3530,0.8,5,14,0.4,1,2.67
3531,7.333,24,4094,0.496,1,7.85
3532,11.667,24,6134,0.456,1,7.66
3533,0.8,5,8,0.4,1,8.0
3534,1.0,5,14,0.36,1,3.0
3535,7.44,25,4433,0.478,1,7.16
3536,11.64,25,6796,0.456,1,7.29
3537,9.125,8,511,0.433,1,2.75
3538,14.286,7,691,0.283,1,1.68
3539,9.0,7,437,0.288,1,1.61
3540,13.75,8,767,0.23,1,1.66
3541,1.107,28,647,0.492,3,7.49
3542,30.571,7,1296,0.461,1,2.95
3543,0.667,6,14,0.417,1,5.0
3544,1.0,4,8,0.5,1,8.0
3545,10.25,8,494,0.418,1,2.51
3546,0.8,5,12,0.35,1,2.33
3547,20.0,9,1230,0.374,1,2.86
3548,11.889,9,667,0.357,1,2.44
3549,12.75,8,758,0.403,1,2.7
3550,15.375,8,738,0.402,1,2.71
3551,1.0,4,7,0.438,1,7.0
3552,20.556,9,1303,0.398,1,2.79
3553,18.444,9,1120,0.392,1,3.08
3554,0.8,5,9,0.45,1,9.0
3555,268.0,2,598,0.532,2,30.0
3556,6.2,5,151,0.355,1,1.49
3557,10.5,8,463,0.229,1,1.4
3558,26.667,9,1307,0.179,1,1.26
3559,30.222,9,1303,0.137,1,1.33
3560,16.444,9,912,0.194,1,1.37
3561,59.444,9,2136,0.126,1,1.29
3562,56.444,9,2731,0.188,1,1.49
3563,74.143,7,1431,0.073,1,1.23
3564,59.444,9,1530,0.088,1,1.37
3565,50.8,10,1742,0.1,1,1.36
3566,23.286,7,948,0.212,1,1.31
3567,11.222,9,742,0.211,1,1.37
3568,56.444,9,2379,0.16,1,1.3
3569,57.778,9,1441,0.081,1,1.37
3570,267.5,2,673,0.545,2,24.29
3571,13.5,6,465,0.282,1,1.34
3572,18.5,8,858,0.208,1,1.24
3573,59.333,9,2419,0.134,1,1.34
3574,34.0,9,2069,0.192,1,1.4
3575,21.75,8,1002,0.161,1,1.3
3576,59.333,9,2482,0.131,1,1.31
3577,53.4,10,2771,0.132,1,1.28
3578,29.667,9,1242,0.131,1,1.35
3579,24.5,8,1010,0.142,1,1.4
3580,59.333,9,3524,0.184,1,1.34
3581,59.333,9,2005,0.102,1,1.4
3582,12.625,8,674,0.222,1,1.29
3583,30.556,9,1775,0.202,1,1.39
3584,28.143,7,450,0.072,1,1.5
3585,178.67,3,567,0.341,2,61.0
3586,3.313,32,1341,0.198,5,4.56
3587,21.286,14,2962,0.207,1,3.49
3588,2.923,13,462,0.332,1,4.0
3589,19.5,24,10359,0.472,1,7.69
3590,19.64,25,11502,0.454,1,7.21
3591,9.375,8,522,0.423,1,3.02
3592,13.571,7,653,0.296,1,1.64
3593,8.714,7,422,0.319,1,1.77
3594,12.0,9,756,0.222,1,1.73
3595,1.143,28,665,0.481,3,7.43
3596,26.75,8,1382,0.421,1,2.9
3597,10.375,8,492,0.404,1,2.58
3598,13.375,8,659,0.381,1,2.4
3599,20.0,9,1196,0.343,1,2.47
3600,27.556,9,1622,0.33,1,2.39
3601,11.444,9,765,0.383,1,2.75
3602,18.778,9,1129,0.353,1,2.53
3603,18.5,10,1272,0.36,1,2.81
3604,156.67,3,545,0.352,2,23.62
3605,32.0,2,77,0.43,2,3.93
3606,4.833,6,166,0.368,1,1.73
3607,18.75,8,753,0.205,1,1.32
3608,34.375,8,1621,0.209,1,1.31
3609,27.222,9,1338,0.16,1,1.39
3610,56.444,9,3224,0.184,1,1.31
3611,36.571,7,1081,0.135,1,1.36
3612,249.0,1,249,0.173,1,1.02
3613,59.333,9,3043,0.163,1,1.34
3614,50.8,10,2593,0.131,1,1.27
3615,63.5,8,1599,0.092,1,1.28
3616,7.667,9,502,0.209,1,1.38
3617,66.5,8,3066,0.192,1,1.28
3618,17.167,6,562,0.248,1,1.23
3619,34.25,8,1277,0.15,1,1.35
3620,21.429,7,813,0.178,1,1.36
3621,4.857,7,186,0.282,1,1.49
3622,59.222,9,2841,0.167,1,1.34
3623,10.333,6,317,0.234,1,1.36
3624,30.444,9,1431,0.158,1,1.31
3625,27.571,7,1099,0.206,1,1.37
3626,11.889,9,712,0.191,1,1.36
3627,51.556,9,2297,0.158,1,1.3
3628,32.0,8,1153,0.124,1,1.26
3629,263.0,1,263,0.152,1,1.03
3630,49.9,10,3150,0.147,1,1.27
3631,43.571,7,1069,0.109,1,1.21
3632,200.0,1,200,0.13,1,1.04
3633,277.0,1,277,1.0,2,277.0
3634,257.0,1,257,1.0,2,257.0
3635,21.0,7,984,0.215,1,1.28
3636,10.938,32,4497,0.142,5,3.96
3637,2.846,13,477,0.322,1,3.52
3638,18.84,25,10437,0.449,1,7.8
3639,19.8,25,11777,0.464,1,7.33
3640,7.375,8,412,0.381,1,2.77
3641,13.714,7,664,0.314,1,1.77
3642,7.75,8,431,0.296,1,1.81
3643,12.111,9,764,0.219,1,1.67
3644,1.069,29,653,0.463,3,6.93
3645,30.857,7,1294,0.458,1,3.11
3646,10.375,8,575,0.437,1,2.52
3647,20.222,9,1292,0.378,1,2.95
3648,12.0,9,672,0.329,1,2.27
3649,24.9,10,1584,0.294,1,2.32
3650,12.875,8,769,0.425,1,2.71
3651,20.778,9,1323,0.42,1,3.03
3652,18.889,9,1172,0.371,1,2.6
3653,268.5,2,567,0.507,2,181.33
3654,4.833,6,163,0.42,1,1.92
3655,19.0,8,823,0.199,1,1.27
3656,66.875,8,2566,0.164,1,1.35
3657,59.444,9,3214,0.173,1,1.36
3658,59.444,9,3793,0.191,1,1.36
3659,59.444,9,3052,0.146,1,1.32
3660,59.333,9,2491,0.14,1,1.32
3661,8.625,8,377,0.234,1,1.54
3662,15.333,9,890,0.155,1,1.34
3663,24.222,9,1141,0.148,1,1.43
3664,268.5,2,703,0.594,2,21.27
3665,12.667,6,438,0.353,1,1.49
3666,21.714,7,777,0.214,1,1.27
3667,31.556,9,1537,0.141,1,1.26
3668,32.571,7,875,0.154,1,1.4
3669,59.444,9,2323,0.118,1,1.31
3670,53.5,10,2448,0.113,1,1.36
3671,53.5,10,3646,0.166,1,1.32
3672,59.556,9,2904,0.154,1,1.36
3673,59.222,9,3853,0.166,1,1.3
3674,179.0,3,652,0.345,2,22.24
3675,38.778,9,1422,0.125,1,1.29
3676,268.5,2,574,0.51,2,49.82
3677,3.387,31,1485,0.242,5,4.89
3678,2.714,14,449,0.227,1,2.95
3679,17.538,13,2791,0.264,1,3.29
3680,19.625,24,10409,0.474,1,7.9
3681,19.76,25,11482,0.462,1,7.35
3682,7.75,8,435,0.361,1,3.03
3683,12.0,8,678,0.276,1,1.77
3684,7.75,8,470,0.308,1,1.91
3685,12.111,9,759,0.219,1,1.69
3686,1.143,28,666,0.488,3,7.05
3687,30.714,7,1500,0.548,1,3.35
3688,9.222,9,513,0.376,1,2.49
3689,20.111,9,1205,0.361,1,2.76
3690,13.375,8,628,0.363,1,2.24
3691,11.333,9,822,0.386,1,2.77
3692,27.778,9,1659,0.347,1,2.44
3693,20.556,9,1142,0.386,1,2.83
3694,18.778,9,1058,0.343,1,2.61
3695,49.0,2,128,0.48,2,9.4
3696,207.5,2,480,0.505,2,16.76
3697,31.5,2,64,0.341,2,10.75
3698,5.8,5,140,0.4,1,1.61
3699,16.778,9,679,0.184,1,1.4
3700,59.444,9,2887,0.163,1,1.4
3701,59.444,9,3257,0.184,1,1.49
3702,31.0,9,851,0.097,1,1.34
3703,29.125,8,1239,0.151,1,1.36
3704,56.667,9,2465,0.148,1,1.33
3705,65.625,8,1865,0.095,1,1.34
3706,59.556,9,3924,0.189,1,1.38
3707,59.556,9,1725,0.091,1,1.38
3708,33.222,9,1545,0.133,1,1.31
3709,24.111,9,1339,0.168,1,1.4
3710,11.333,9,738,0.183,1,1.27
3711,59.444,9,2399,0.136,1,1.39
3712,12.286,7,500,0.244,1,1.27
3713,56.111,9,2847,0.189,1,1.32
3714,237.5,2,517,0.504,2,95.8
3715,49.5,2,122,0.253,2,4.55
3716,12.5,6,438,0.356,1,1.47
3717,7.625,8,392,0.207,1,1.31
3718,33.6,10,2094,0.163,1,1.32
3719,22.143,7,666,0.178,1,1.46
3720,59.444,9,3063,0.165,1,1.38
3721,37.25,8,1412,0.138,1,1.18
3722,31.286,7,1224,0.182,1,1.26
3723,37.375,8,1643,0.186,1,1.32
3724,24.333,9,1060,0.109,1,1.43
3725,268.5,2,667,0.52,2,26.57
3726,24.75,8,1318,0.215,1,1.31
3727,2.6,5,47,0.338,1,2.2
3728,537.0,1,537,1.0,2,537.0
3729,3.387,31,1358,0.224,5,5.35
3730,17.538,13,2765,0.24,1,3.02
3731,2.846,13,449,0.306,1,3.59
3732,7.417,24,3987,0.483,1,8.0
3733,11.75,24,5944,0.443,1,7.8
3734,11.308,26,7010,0.453,1,7.6
3735,7.75,24,4413,0.505,1,7.4
3736,14.429,7,688,0.501,1,3.19
3737,13.714,7,660,0.274,1,1.6
3738,8.714,7,412,0.321,1,1.78
3739,13.625,8,745,0.2,1,1.39
3740,1.143,28,647,0.462,3,7.02
3741,26.875,8,1357,0.404,1,2.91
3742,10.375,8,465,0.393,1,2.42
3743,20.111,9,1260,0.35,1,2.64
3744,12.0,9,627,0.345,1,2.45
3745,11.444,9,801,0.357,1,2.47
3746,27.778,9,1600,0.305,1,2.18
3747,23.25,8,1208,0.399,1,2.53
3748,18.778,9,1104,0.333,1,2.3
3749,63.0,1,63,1.0,2,63.0
3750,186.0,1,186,0.828,2,9.06
3751,214.0,1,214,1.0,2,214.0
3752,5.8,5,138,0.317,1,1.39
3753,18.875,8,758,0.174,1,1.18
3754,25.1,10,1423,0.151,1,1.29
3755,37.429,7,1254,0.152,1,1.28
3756,23.0,9,1178,0.177,1,1.29
3757,29.111,9,1015,0.089,1,1.19
3758,31.111,9,1724,0.165,1,1.24
3759,26.125,8,1384,0.173,1,1.27
3760,11.444,9,715,0.164,1,1.22
3761,30.0,9,1204,0.111,1,1.27
3762,28.286,7,988,0.17,1,1.36
3763,42.875,8,1661,0.129,1,1.2
3764,25.0,7,1110,0.186,1,1.21
3765,54.667,9,2397,0.132,1,1.22
3766,19.333,9,1156,0.15,1,1.22
3767,143.0,1,143,0.133,1,1.06
3768,109.0,1,109,0.183,1,1.05
3769,59.444,9,2262,0.106,1,1.21
3770,8.6,10,548,0.145,1,1.21
3771,21.9,10,1317,0.153,1,1.24
3772,8.429,7,238,0.15,1,1.38
3773,123.0,1,123,0.163,1,1.05
3774,8.857,7,328,0.189,1,1.28
3775,34.889,9,1659,0.156,1,1.25
3776,11.429,7,391,0.155,1,1.18
3777,62.0,1,62,0.984,2,61.0
3778,148.0,1,148,0.986,2,73.0
3779,278.0,1,278,0.946,2,29.22
3780,15.0,5,367,0.269,1,1.22
3781,16.778,9,746,0.139,1,1.17
3782,25.1,10,1559,0.141,1,1.23
3783,20.143,7,777,0.163,1,1.16
3784,60.0,1,60,0.2,1,1.09
3785,14.111,9,821,0.174,1,1.28
3786,24.875,8,915,0.115,1,1.18
3787,89.0,1,89,0.169,1,1.07
3788,21.875,8,1235,0.156,1,1.2
3789,25.375,8,1246,0.149,1,1.27
3790,36.0,1,36,0.222,1,1.14
3791,8.625,8,426,0.159,1,1.29
3792,31.8,10,1625,0.128,1,1.18
3793,20.143,7,747,0.16,1,1.17
3794,25.0,10,1507,0.12,1,1.19
3795,28.286,7,498,0.055,1,1.23
3796,26.0,1,26,1.0,2,26.0
3797,13.0,1,13,1.0,2,13.0
3798,145.0,1,145,0.972,2,35.25
3799,36.0,1,36,0.306,2,1.83
3800,81.0,1,81,0.901,2,24.33
3801,187.0,1,187,0.963,2,25.71
3802,21.143,7,845,0.184,1,1.2
3803,1.194,31,637,0.189,5,2.07
3804,4.071,14,750,0.714,1,11.88
3805,10.615,13,1251,0.232,1,3.86
3806,8.0,13,945,0.246,1,4.05
3807,2.923,13,448,0.285,1,3.62
3808,7.12,25,3988,0.49,1,7.9
3809,7.792,24,4122,0.485,1,8.16
3810,3.5,24,1758,0.474,1,8.69
3811,7.48,25,4390,0.486,1,7.42
3812,11.76,25,6663,0.471,1,7.72
3813,10.75,8,650,0.494,1,2.64
3814,12.625,8,790,0.29,1,1.71
3815,7.875,8,481,0.321,1,1.82
3816,12.0,9,831,0.247,1,1.69
3817,1.143,28,667,0.501,1,7.02
3818,26.875,8,1389,0.416,1,2.94
3819,9.333,9,478,0.329,1,2.08
3820,20.333,9,1225,0.327,1,2.25
3821,12.222,9,621,0.311,1,2.08
3822,11.667,9,821,0.334,1,2.19
3823,27.667,9,1655,0.301,1,1.96
3824,21.222,9,1284,0.328,1,2.14
3825,18.667,9,1054,0.315,1,2.15
3826,269.0,2,736,0.519,2,34.88
3827,63.875,8,1380,0.084,1,1.31
3828,2.0,7,77,0.296,1,2.9
3829,269.0,2,756,0.637,2,29.78
3830,5.333,6,184,0.365,1,1.67
3831,17.6,10,972,0.181,1,1.36
3832,56.667,9,1323,0.075,1,1.44
3833,1.875,8,97,0.25,1,2.14
3834,30.9,10,2257,0.2,1,1.4
3835,23.375,8,1118,0.155,1,1.38
3836,1.75,8,99,0.286,1,2.67
3837,51.1,10,3238,0.161,1,1.43
3838,1.75,8,88,0.25,1,3.11
3839,5.0,8,279,0.281,1,1.45
3840,46.455,11,3023,0.17,1,1.42
3841,1.875,8,100,0.325,1,1.86
3842,51.1,10,2114,0.115,1,1.53
3843,1.875,8,92,0.267,1,2.29
3844,8.3,10,554,0.208,1,1.44
3845,47.4,10,2740,0.187,1,1.51
3846,6.429,7,256,0.254,1,1.4
3847,2.0,7,76,0.316,1,2.21
3848,13.7,10,949,0.191,1,1.4
3849,28.846,13,2531,0.154,1,1.44
3850,4.75,8,135,0.128,1,1.86
3851,14.333,9,751,0.169,1,1.41
3852,1.875,8,89,0.317,1,2.0
3853,9.125,8,469,0.235,1,1.47
3854,51.0,10,2741,0.162,1,1.47
3855,2.143,7,97,0.4,1,1.5
3856,11.889,9,749,0.209,1,1.38
3857,51.1,10,2772,0.141,1,1.36
3858,1.875,8,97,0.292,1,1.84
3859,268.5,2,596,0.538,2,82.57
3860,13.833,6,410,0.329,1,1.58
3861,19.444,9,983,0.177,1,1.26
3862,51.1,10,3194,0.158,1,1.35
3863,1.875,8,78,0.283,1,2.27
3864,50.8,10,3189,0.16,1,1.41
3865,54.444,9,1425,0.067,1,1.4
3866,1.75,8,96,0.295,1,1.83
3867,5.857,7,200,0.254,1,1.43
3868,51.0,10,2763,0.163,1,1.36
3869,21.667,9,673,0.126,1,1.53
3870,24.375,8,1506,0.175,1,1.24
3871,1.857,7,91,0.374,1,1.89
3872,34.5,2,70,0.087,1,1.2
3873,179.33,3,685,0.37,2,22.11
3874,14.25,8,372,0.116,1,1.45
3875,2.0,7,89,0.316,1,1.94
3876,179.0,3,587,0.353,2,71.13
3877,4.071,14,774,0.742,1,12.08
3878,16.214,14,2667,0.237,1,3.34
3879,2.923,13,462,0.324,1,3.81
3880,2.179,28,870,0.172,5,1.97
3881,24.5,4,384,0.523,1,2.14
3882,7.375,24,4082,0.514,1,8.02
3883,11.708,24,6088,0.468,1,7.95
3884,7.44,25,4379,0.485,1,7.39
3885,11.68,25,6967,0.479,1,7.58
3886,7.125,8,437,0.434,1,2.91
3887,12.333,9,809,0.218,1,1.7
3888,14.286,7,686,0.279,1,1.63
3889,9.0,7,440,0.338,1,1.8
3890,1.107,28,666,0.508,3,7.47
3891,30.714,7,1495,0.538,1,3.2
3892,9.111,9,473,0.383,1,2.62
3893,20.111,9,1202,0.375,1,2.9
3894,11.778,9,619,0.373,1,2.8
3895,11.333,9,820,0.404,1,2.81
3896,15.5,8,840,0.427,1,2.6
3897,20.556,9,1309,0.417,1,3.13
3898,18.444,9,1121,0.386,1,2.95
3899,268.5,2,802,0.621,2,16.68
3900,6.2,5,147,0.419,1,1.91
3901,4.857,7,178,0.265,1,1.4
3902,56.778,9,2339,0.164,1,1.42
3903,24.714,7,1042,0.207,1,1.34
3904,167.0,1,167,0.192,1,1.03
3905,10.5,2,27,0.167,1,1.4
3906,16.444,9,1025,0.198,1,1.33
3907,59.444,9,3167,0.192,1,1.42
3908,50.6,10,2980,0.15,1,1.34
3909,74.429,7,1409,0.091,1,1.28
3910,59.556,9,2377,0.126,1,1.34
3911,7.571,7,252,0.267,1,1.57
3912,39.111,9,2193,0.205,1,1.34
3913,19.0,9,884,0.121,1,1.35
3914,11.333,9,705,0.193,1,1.29
3915,21.556,9,1207,0.191,1,1.4
3916,28.444,9,1027,0.099,1,1.36
3917,60.0,1,60,0.2,1,1.09
3918,268.5,2,638,0.538,2,32.11
3919,13.333,6,461,0.352,1,1.51
3920,18.5,8,850,0.196,1,1.28
3921,56.667,9,2732,0.161,1,1.31
3922,27.25,8,1001,0.144,1,1.29
3923,139.5,2,304,0.075,1,1.05
3924,33.444,9,1881,0.178,1,1.3
3925,31.143,7,951,0.142,1,1.26
3926,59.333,9,3208,0.169,1,1.34
3927,23.667,9,1503,0.203,1,1.41
3928,20.429,7,529,0.113,1,1.47
3929,31.7,10,1535,0.124,1,1.32
3930,29.286,7,822,0.109,1,1.26
3931,21.556,9,1043,0.169,1,1.37
3932,35.0,7,1042,0.143,1,1.41
3933,65.0,1,65,0.2,1,1.08
3934,20.0,9,847,0.16,1,1.39
3935,19.111,9,1131,0.171,1,1.31
3936,9.0,8,424,0.198,1,1.25
3937,19.75,8,437,0.102,1,1.33
3938,13.143,7,459,0.143,1,1.46
3939,45.0,1,45,0.2,1,1.13
3940,12.75,8,721,0.212,1,1.25
3941,59.444,9,3312,0.156,1,1.35
3942,21.571,7,459,0.077,1,1.33
3943,40.333,9,1738,0.128,1,1.28
3944,268.5,2,704,0.556,2,24.88
3945,4.071,14,759,0.727,1,11.84
3946,10.714,14,1430,0.225,1,4.14
3947,8.0,13,864,0.198,1,3.44
3948,2.923,13,463,0.334,1,3.93
3949,2.033,30,884,0.157,5,1.88
3950,24.75,4,373,0.503,1,2.4
3951,7.12,25,3885,0.475,1,7.95
3952,7.44,25,4035,0.456,1,8.06
3953,3.36,25,1722,0.443,1,8.45
3954,7.75,24,4410,0.514,1,7.55
3955,11.68,25,6676,0.472,1,7.51
3956,12.444,9,842,0.213,1,1.59
3957,7.5,8,404,0.433,1,3.01
3958,12.5,8,690,0.245,1,1.58
3959,9.0,7,415,0.338,1,1.94
3960,1.103,29,668,0.476,3,7.25
3961,27.0,8,1290,0.408,1,3.18
3962,10.25,8,492,0.434,1,2.91
3963,20.111,9,1201,0.369,1,2.99
3964,11.889,9,626,0.371,1,2.59
3965,11.444,9,770,0.399,1,2.98
3966,13.778,9,787,0.367,1,2.85
3967,20.667,9,1315,0.425,1,3.24
3968,18.556,9,1093,0.378,1,2.88
3969,268.5,2,654,0.537,2,22.19
3970,15.0,7,301,0.127,1,1.39
3971,45.0,7,546,0.056,1,1.13
3972,1.857,7,84,0.33,1,1.76
3973,269.0,2,641,0.518,2,29.32
3974,5.333,6,146,0.286,1,1.41
3975,7.75,8,320,0.214,1,1.43
3976,30.889,9,1485,0.176,1,1.28
3977,27.0,8,883,0.156,1,1.33
3978,1.857,7,76,0.363,1,1.57
3979,54.667,9,3457,0.209,1,1.33
3980,37.889,9,935,0.072,1,1.35
3981,2.333,6,76,0.393,1,1.57
3982,52.0,2,110,0.063,1,1.08
3983,11.0,9,664,0.189,1,1.4
3984,41.778,9,2960,0.225,1,1.34
3985,13.333,9,812,0.176,1,1.29
3986,2.167,6,77,0.372,1,1.71
3987,56.778,9,3670,0.225,1,1.38
3988,31.556,9,1165,0.137,1,1.41
3989,19.111,9,1050,0.167,1,1.28
3990,2.0,7,93,0.347,1,1.79
3991,28.778,9,1624,0.189,1,1.31
3992,20.429,7,527,0.105,1,1.28
3993,2.167,6,66,0.346,1,2.7
3994,63.75,8,2166,0.144,1,1.32
3995,2.0,7,92,0.327,1,1.88
3996,19.667,9,1195,0.196,1,1.38
3997,39.222,9,2013,0.187,1,1.45
3998,16.0,9,793,0.123,1,1.33
3999,2.333,6,74,0.321,1,1.8
4000,51.1,10,2701,0.141,1,1.3
4001,2.8,5,57,0.257,1,3.6
4002,56.667,9,3190,0.171,1,1.27
4003,54.222,9,1508,0.074,1,1.28
4004,2.167,6,78,0.359,1,1.87
4005,11.0,9,693,0.21,1,1.39
4006,34.0,9,2222,0.213,1,1.38
4007,18.111,9,978,0.148,1,1.28
