,binaryClass_cat,Sex_cat,Length_num,Diameter_num,Height_num,Whole weight_num,Shucked weight_num,Viscera weight_num,Shell weight_num
1296,P,M,0.525,0.42,0.155,0.842,0.428,0.1415,0.2045
1297,P,I,0.53,0.415,0.13,0.694,0.3905,0.111,0.167
1298,N,I,0.53,0.42,0.155,0.81,0.4725,0.111,0.192
1299,P,I,0.53,0.415,0.11,0.5745,0.2525,0.1235,0.189
1300,P,I,0.53,0.425,0.13,0.7675,0.419,0.1205,0.21
1301,P,I,0.535,0.4,0.135,0.6025,0.2895,0.121,0.154
1302,P,I,0.535,0.415,0.15,0.5765,0.3595,0.135,0.225
1303,P,F,0.535,0.41,0.13,0.7145,0.335,0.144,0.2075
1304,P,M,0.535,0.435,0.15,0.717,0.3475,0.1445,0.194
1305,N,F,0.54,0.42,0.145,0.8655,0.4315,0.163,0.2175
1306,P,I,0.54,0.42,0.14,0.7265,0.3205,0.1445,0.229
1307,P,I,0.545,0.435,0.135,0.7715,0.372,0.148,0.227
1308,P,F,0.545,0.445,0.15,0.8,0.3535,0.163,0.207
1309,N,I,0.545,0.43,0.15,0.7285,0.302,0.1315,0.2545
1310,P,I,0.545,0.405,0.135,0.5945,0.27,0.1185,0.185
1311,N,I,0.55,0.43,0.145,0.7895,0.3745,0.171,0.223
1312,P,F,0.55,0.405,0.125,0.651,0.2965,0.137,0.2
1313,P,M,0.55,0.43,0.15,0.8745,0.413,0.1905,0.248
1314,N,I,0.55,0.435,0.14,0.7535,0.3285,0.1555,0.2325
1315,P,I,0.55,0.425,0.135,0.7305,0.3325,0.1545,0.215
1316,P,M,0.555,0.44,0.14,0.8705,0.407,0.156,0.255
1317,N,I,0.555,0.43,0.155,0.7395,0.3135,0.1435,0.28
1318,P,I,0.555,0.43,0.14,0.7665,0.341,0.165,0.23
1319,P,I,0.555,0.425,0.145,0.7905,0.3485,0.1765,0.225
1320,P,I,0.56,0.425,0.135,0.8205,0.3715,0.185,0.236
1321,P,I,0.56,0.425,0.145,0.688,0.3095,0.1305,0.2165
1322,N,F,0.56,0.445,0.155,1.224,0.5565,0.3225,0.2695
1323,P,I,0.56,0.455,0.145,0.974,0.547,0.1615,0.235
1324,N,I,0.565,0.44,0.175,0.8735,0.414,0.21,0.21
1325,P,F,0.565,0.45,0.145,0.8495,0.4215,0.1685,0.225
1326,P,M,0.565,0.445,0.15,0.796,0.3635,0.184,0.219
1327,N,M,0.565,0.39,0.125,0.744,0.352,0.13,0.1685
1328,N,I,0.57,0.45,0.145,0.751,0.2825,0.2195,0.2215
1329,P,I,0.57,0.45,0.135,0.794,0.3815,0.1415,0.245
1330,P,F,0.57,0.46,0.135,0.9795,0.397,0.2525,0.2655
1331,N,M,0.57,0.435,0.17,0.873,0.382,0.183,0.2705
1332,N,I,0.57,0.44,0.13,0.7665,0.347,0.1785,0.202
1333,P,M,0.57,0.435,0.125,0.8965,0.383,0.1835,0.275
1334,N,F,0.575,0.42,0.135,0.857,0.461,0.147,0.2125
1335,P,F,0.575,0.48,0.165,1.078,0.511,0.2095,0.306
1336,N,M,0.575,0.46,0.155,0.892,0.4415,0.176,0.22
1337,N,M,0.58,0.46,0.155,1.4395,0.6715,0.273,0.2955
1338,N,M,0.58,0.455,0.135,0.7955,0.405,0.167,0.204
1339,P,F,0.58,0.445,0.15,0.858,0.4,0.156,0.253
1340,P,M,0.585,0.465,0.155,0.9145,0.4555,0.1965,0.235
1341,N,M,0.585,0.49,0.185,1.171,0.522,0.2535,0.335
1342,N,I,0.585,0.475,0.16,1.0505,0.48,0.234,0.285
1343,N,M,0.585,0.46,0.165,1.1135,0.5825,0.2345,0.274
1344,N,M,0.585,0.47,0.165,1.409,0.8,0.229,0.295
1345,N,M,0.585,0.475,0.15,1.065,0.5315,0.199,0.2885
1346,P,M,0.585,0.45,0.18,0.7995,0.336,0.1855,0.237
1347,P,I,0.59,0.445,0.135,0.7715,0.328,0.1745,0.23
1348,P,M,0.59,0.47,0.18,1.187,0.5985,0.227,0.31
1349,N,M,0.59,0.455,0.155,0.8855,0.388,0.188,0.275
1350,N,F,0.595,0.465,0.15,0.98,0.4115,0.196,0.2255
1351,N,F,0.595,0.465,0.155,1.026,0.4645,0.112,0.305
1352,N,M,0.6,0.475,0.17,1.1315,0.508,0.272,0.309
1353,N,M,0.6,0.48,0.155,1.014,0.451,0.1885,0.325
1354,N,I,0.6,0.475,0.15,1.12,0.565,0.2465,0.27
1355,N,F,0.6,0.465,0.155,1.04,0.4755,0.25,0.28
1356,N,F,0.6,0.455,0.145,0.8895,0.419,0.1715,0.269
1357,N,M,0.6,0.46,0.155,0.9595,0.4455,0.189,0.295
1358,N,I,0.605,0.485,0.15,1.238,0.6315,0.226,0.33
1359,N,M,0.605,0.49,0.14,0.9755,0.419,0.206,0.315
1360,N,I,0.605,0.435,0.13,0.9025,0.432,0.174,0.26
1361,P,F,0.605,0.475,0.175,1.076,0.463,0.2195,0.335
1362,N,F,0.605,0.47,0.16,1.0835,0.5405,0.2215,0.275
1363,N,M,0.61,0.45,0.15,0.871,0.407,0.1835,0.25
1364,N,M,0.61,0.48,0.165,1.244,0.6345,0.257,0.305
1365,N,M,0.61,0.475,0.17,1.0265,0.435,0.2335,0.3035
1366,P,I,0.61,0.465,0.15,0.9605,0.4495,0.1725,0.286
1367,N,M,0.61,0.48,0.17,1.137,0.4565,0.29,0.347
1368,N,M,0.61,0.46,0.16,1.0,0.494,0.197,0.275
1369,N,F,0.615,0.475,0.155,1.004,0.4475,0.193,0.2895
1370,N,M,0.615,0.47,0.165,1.128,0.4465,0.2195,0.34
1371,N,M,0.615,0.5,0.17,1.054,0.4845,0.228,0.295
1372,N,F,0.615,0.475,0.165,1.023,0.4905,0.1955,0.3035
1373,N,M,0.615,0.475,0.17,1.129,0.4795,0.302,0.3
1374,P,M,0.615,0.48,0.175,1.118,0.446,0.3195,0.3
1375,N,F,0.615,0.475,0.155,1.115,0.484,0.2115,0.355
1376,N,M,0.62,0.51,0.175,1.2815,0.5715,0.2385,0.39
1377,N,M,0.62,0.495,0.18,1.2555,0.5765,0.254,0.355
1378,N,F,0.62,0.5,0.15,1.293,0.596,0.3135,0.354
1379,N,F,0.62,0.475,0.16,1.1295,0.463,0.2685,0.33
1380,P,M,0.625,0.455,0.17,1.082,0.4955,0.2345,0.315
1381,N,F,0.625,0.505,0.175,1.15,0.5475,0.256,0.3045
1382,P,F,0.625,0.515,0.16,1.264,0.5715,0.326,0.321
1383,N,F,0.625,0.48,0.155,1.2035,0.5865,0.239,0.3185
1384,P,F,0.63,0.485,0.17,1.3205,0.5945,0.345,0.345
1385,N,I,0.63,0.505,0.18,1.272,0.6025,0.295,0.315
1386,N,M,0.63,0.485,0.145,1.062,0.5065,0.1785,0.3365
1387,N,I,0.63,0.475,0.145,1.0605,0.5165,0.2195,0.28
1388,N,M,0.63,0.495,0.16,1.093,0.497,0.221,0.315
1389,N,M,0.635,0.49,0.16,1.101,0.534,0.1865,0.3455
1390,P,F,0.635,0.5,0.165,1.4595,0.705,0.2645,0.39
1391,P,F,0.635,0.495,0.175,1.211,0.707,0.2725,0.323
1392,N,M,0.635,0.475,0.17,1.1935,0.5205,0.2695,0.3665
1393,N,M,0.635,0.51,0.155,0.986,0.405,0.2255,0.31
1394,N,M,0.64,0.565,0.23,1.521,0.644,0.372,0.406
1395,N,M,0.64,0.525,0.18,1.3135,0.4865,0.2995,0.4075
1396,N,M,0.645,0.51,0.16,1.1835,0.556,0.2385,0.345
1397,N,M,0.645,0.5,0.195,1.401,0.6165,0.3515,0.3725
1398,N,M,0.645,0.525,0.16,1.5075,0.7455,0.245,0.4325
1399,N,F,0.65,0.505,0.165,1.16,0.4785,0.274,0.349
1400,N,F,0.65,0.59,0.22,1.662,0.77,0.378,0.435
1401,N,M,0.65,0.525,0.175,1.5365,0.6865,0.3585,0.405
1402,P,M,0.65,0.51,0.19,1.542,0.7155,0.3735,0.375
1403,N,F,0.65,0.51,0.17,1.567,0.7245,0.349,0.391
1404,N,F,0.655,0.525,0.19,1.3595,0.564,0.3215,0.3985
1405,N,M,0.655,0.535,0.205,1.6445,0.7305,0.3595,0.46
1406,N,F,0.655,0.52,0.19,1.4545,0.6,0.3865,0.383
1407,N,M,0.655,0.49,0.175,1.3585,0.6395,0.294,0.365
1408,N,F,0.66,0.495,0.21,1.548,0.724,0.3525,0.3925
1409,N,F,0.66,0.515,0.17,1.337,0.615,0.3125,0.3575
1410,N,F,0.665,0.53,0.18,1.491,0.6345,0.342,0.435
1411,N,F,0.67,0.53,0.225,1.5615,0.63,0.487,0.3725
1412,N,F,0.67,0.505,0.175,1.0145,0.4375,0.271,0.3745
1413,N,M,0.675,0.545,0.185,1.7375,0.876,0.3135,0.469
1414,P,M,0.685,0.545,0.205,1.7925,0.8145,0.416,0.461
1415,N,F,0.695,0.565,0.19,1.7635,0.7465,0.399,0.4975
1416,N,F,0.7,0.545,0.13,1.556,0.6725,0.374,0.195
1417,N,M,0.705,0.565,0.515,2.21,1.1075,0.4865,0.512
1418,N,M,0.705,0.555,0.215,2.141,1.0465,0.383,0.528
1419,N,F,0.705,0.57,0.18,1.5345,0.96,0.4195,0.43
1420,N,F,0.71,0.55,0.17,1.614,0.743,0.345,0.45
1421,N,F,0.72,0.575,0.17,1.9335,0.913,0.389,0.51
1422,N,M,0.72,0.575,0.215,2.173,0.9515,0.564,0.5365
1423,N,F,0.725,0.6,0.2,1.737,0.697,0.3585,0.595
1424,N,F,0.73,0.58,0.19,1.7375,0.6785,0.4345,0.52
1425,N,F,0.735,0.565,0.205,2.1275,0.949,0.46,0.565
1426,P,F,0.745,0.57,0.215,2.25,1.1565,0.446,0.558
1427,N,F,0.75,0.61,0.235,2.5085,1.232,0.519,0.612
1428,N,F,0.815,0.65,0.25,2.255,0.8905,0.42,0.7975
1429,P,I,0.14,0.105,0.035,0.014,0.0055,0.0025,0.004
1430,P,I,0.23,0.165,0.06,0.0515,0.019,0.0145,0.036
1431,P,I,0.365,0.265,0.135,0.2215,0.105,0.047,0.0605
1432,P,I,0.365,0.255,0.08,0.1985,0.0785,0.0345,0.053
1433,P,I,0.37,0.27,0.095,0.232,0.1325,0.041,0.0615
1434,P,I,0.375,0.28,0.085,0.3155,0.187,0.046,0.067
1435,P,I,0.385,0.3,0.09,0.247,0.1225,0.044,0.0675
1436,P,I,0.395,0.295,0.09,0.3025,0.143,0.0665,0.0765
1437,P,I,0.4,0.29,0.11,0.329,0.188,0.0455,0.0825
1438,P,I,0.4,0.3,0.09,0.2815,0.1185,0.061,0.08
1439,P,I,0.405,0.31,0.095,0.3425,0.1785,0.064,0.0855
1440,P,I,0.405,0.29,0.09,0.2825,0.112,0.075,0.0815
1441,P,I,0.405,0.3,0.105,0.304,0.1455,0.061,0.0805
1442,P,I,0.41,0.32,0.095,0.2905,0.141,0.063,0.073
1443,P,M,0.415,0.315,0.115,0.3895,0.2015,0.065,0.103
1444,P,I,0.425,0.34,0.105,0.389,0.2015,0.0905,0.088
1445,P,I,0.43,0.34,0.105,0.4405,0.2385,0.0745,0.1075
1446,P,I,0.44,0.34,0.105,0.369,0.164,0.08,0.1015
1447,P,M,0.44,0.32,0.12,0.4565,0.2435,0.092,0.1025
1448,P,I,0.44,0.365,0.11,0.4465,0.213,0.089,0.1135
1449,P,M,0.45,0.335,0.125,0.4475,0.2165,0.126,0.11
1450,P,I,0.455,0.335,0.135,0.501,0.274,0.0995,0.1065
1451,P,I,0.46,0.355,0.11,0.436,0.1975,0.096,0.125
1452,P,I,0.47,0.345,0.14,0.4615,0.229,0.1105,0.116
1453,P,I,0.47,0.35,0.125,0.4315,0.19,0.1165,0.1175
1454,P,I,0.47,0.355,0.12,0.3685,0.126,0.0835,0.1365
1455,P,M,0.475,0.37,0.125,0.649,0.347,0.136,0.142
1456,P,I,0.475,0.365,0.115,0.459,0.2175,0.093,0.1165
1457,P,F,0.475,0.365,0.115,0.566,0.281,0.117,0.1335
1458,P,I,0.48,0.36,0.125,0.542,0.2795,0.1025,0.147
1459,P,I,0.485,0.38,0.12,0.4725,0.2075,0.1075,0.147
1460,P,M,0.485,0.39,0.085,0.6435,0.2945,0.103,0.198
1461,P,M,0.485,0.37,0.13,0.526,0.2485,0.105,0.1555
1462,P,F,0.495,0.38,0.12,0.573,0.2655,0.1285,0.144
1463,P,M,0.505,0.385,0.105,0.5525,0.239,0.1245,0.1555
1464,P,F,0.505,0.38,0.135,0.6855,0.361,0.1565,0.161
1465,P,I,0.515,0.395,0.125,0.556,0.2695,0.096,0.17
1466,P,M,0.515,0.425,0.145,0.9365,0.497,0.181,0.2185
1467,P,I,0.515,0.4,0.125,0.5625,0.25,0.1245,0.17
1468,P,M,0.52,0.4,0.125,0.559,0.254,0.139,0.149
1469,P,M,0.525,0.4,0.14,0.7205,0.3685,0.145,0.1735
1470,P,I,0.53,0.43,0.13,0.7045,0.346,0.1415,0.189
1471,P,M,0.53,0.4,0.125,0.7575,0.398,0.151,0.175
1472,P,F,0.545,0.41,0.14,0.7405,0.3565,0.1775,0.203
1473,P,F,0.55,0.43,0.14,0.84,0.375,0.218,0.1945
1474,P,M,0.55,0.425,0.16,0.793,0.343,0.2035,0.215
1475,P,F,0.56,0.43,0.15,0.8745,0.453,0.161,0.22
1476,P,F,0.56,0.435,0.15,0.8715,0.4755,0.1835,0.1835
1477,P,M,0.57,0.445,0.15,0.9875,0.504,0.207,0.249
1478,P,M,0.575,0.465,0.15,1.08,0.595,0.2065,0.238
1479,P,M,0.575,0.46,0.165,0.9155,0.4005,0.2465,0.2385
1480,P,F,0.58,0.46,0.175,1.165,0.65,0.2205,0.3055
1481,P,F,0.58,0.435,0.14,0.953,0.475,0.2165,0.2095
1482,P,M,0.585,0.455,0.15,0.906,0.4095,0.23,0.2335
1483,P,M,0.59,0.44,0.15,0.8725,0.387,0.215,0.245
1484,P,F,0.59,0.465,0.15,1.151,0.613,0.239,0.2515
1485,P,F,0.59,0.46,0.145,0.9905,0.453,0.2205,0.275
1486,P,F,0.595,0.455,0.16,1.04,0.452,0.2655,0.288
1487,P,M,0.6,0.455,0.155,0.945,0.4365,0.2085,0.25
1488,P,M,0.6,0.465,0.2,1.259,0.6405,0.1985,0.357
1489,N,F,0.605,0.485,0.165,0.9515,0.4535,0.193,0.2765
1490,P,F,0.605,0.485,0.16,1.201,0.417,0.2875,0.38
1491,P,F,0.605,0.515,0.17,1.289,0.6,0.2945,0.3315
1492,N,F,0.61,0.485,0.17,1.1005,0.5125,0.229,0.305
1493,P,I,0.615,0.475,0.13,0.8425,0.353,0.1915,0.251
1494,N,M,0.62,0.485,0.155,1.049,0.462,0.231,0.25
1495,P,F,0.62,0.435,0.155,1.012,0.477,0.236,0.275
1496,P,M,0.62,0.48,0.165,1.0725,0.4815,0.235,0.312
1497,N,M,0.625,0.52,0.175,1.4105,0.691,0.322,0.3465
1498,N,M,0.625,0.47,0.18,1.136,0.451,0.3245,0.305
1499,P,M,0.63,0.47,0.145,1.1005,0.52,0.26,0.276
1500,N,F,0.63,0.5,0.175,1.1105,0.467,0.268,0.329
1501,P,M,0.63,0.455,0.15,1.1315,0.481,0.2745,0.305
1502,N,M,0.63,0.48,0.15,1.271,0.6605,0.2425,0.31
1503,N,F,0.63,0.49,0.225,1.336,0.6805,0.259,0.3245
1504,N,F,0.635,0.505,0.145,1.1345,0.505,0.2655,0.315
1505,P,M,0.635,0.51,0.185,1.308,0.544,0.318,0.377
1506,P,F,0.64,0.515,0.205,1.5335,0.6635,0.3345,0.4025
1507,N,F,0.645,0.515,0.175,1.546,0.7035,0.365,0.415
1508,N,M,0.645,0.51,0.155,1.539,0.6405,0.3585,0.43
1509,N,F,0.645,0.505,0.165,1.318,0.55,0.3015,0.335
1510,N,F,0.65,0.545,0.175,1.5245,0.59,0.326,0.495
1511,N,M,0.65,0.515,0.175,1.466,0.677,0.3045,0.4
1512,P,F,0.65,0.5,0.16,1.3825,0.702,0.304,0.3195
1513,P,M,0.65,0.485,0.14,1.175,0.475,0.2435,0.215
1514,N,F,0.655,0.54,0.215,1.5555,0.695,0.296,0.444
1515,N,M,0.655,0.51,0.215,1.7835,0.8885,0.4095,0.4195
1516,N,M,0.66,0.505,0.165,1.374,0.589,0.351,0.345
1517,N,F,0.665,0.515,0.18,1.389,0.5945,0.324,0.395
1518,N,M,0.67,0.545,0.2,1.7025,0.833,0.374,0.41
1519,N,M,0.67,0.51,0.175,1.5265,0.651,0.4475,0.345
1520,N,M,0.67,0.5,0.19,1.519,0.616,0.388,0.415
1521,N,F,0.68,0.5,0.185,1.741,0.7665,0.3255,0.4685
1522,N,M,0.68,0.515,0.17,1.6115,0.8415,0.306,0.395
1523,N,M,0.69,0.525,0.2,1.7825,0.9165,0.3325,0.461
1524,N,F,0.7,0.55,0.17,1.684,0.7535,0.3265,0.32
1525,N,M,0.7,0.555,0.2,1.858,0.73,0.3665,0.595
1526,N,M,0.705,0.56,0.165,1.675,0.797,0.4095,0.388
1527,N,M,0.72,0.565,0.2,2.1055,1.017,0.363,0.494
1528,N,M,0.725,0.575,0.24,2.21,1.351,0.413,0.5015
1529,N,M,0.74,0.57,0.18,1.8725,0.9115,0.427,0.446
1530,N,M,0.75,0.55,0.18,1.893,0.942,0.397,0.445
1531,P,I,0.21,0.17,0.045,0.0475,0.019,0.011,0.013
1532,P,I,0.285,0.21,0.055,0.101,0.0415,0.017,0.0335
1533,P,I,0.295,0.215,0.07,0.121,0.047,0.0155,0.0405
1534,P,I,0.3,0.23,0.085,0.117,0.05,0.0175,0.0415
1535,P,I,0.305,0.225,0.09,0.1465,0.063,0.034,0.0415
1536,P,I,0.335,0.255,0.08,0.168,0.079,0.0355,0.05
1537,P,I,0.35,0.26,0.075,0.18,0.09,0.0245,0.055
1538,P,I,0.355,0.27,0.075,0.1775,0.079,0.0315,0.054
1539,P,I,0.355,0.26,0.09,0.1985,0.0715,0.0495,0.058
1540,P,I,0.36,0.27,0.095,0.2,0.073,0.056,0.061
1541,P,I,0.36,0.275,0.075,0.2205,0.0985,0.044,0.066
1542,P,I,0.36,0.265,0.075,0.1845,0.083,0.0365,0.055
1543,P,I,0.365,0.27,0.085,0.2225,0.0935,0.0525,0.066
1544,P,I,0.37,0.27,0.095,0.2175,0.097,0.046,0.065
1545,P,I,0.375,0.28,0.08,0.2165,0.0935,0.0925,0.07
1546,P,I,0.38,0.285,0.095,0.243,0.0895,0.0665,0.075
1547,P,I,0.38,0.29,0.1,0.237,0.108,0.0395,0.082
1548,P,I,0.385,0.29,0.09,0.2365,0.1,0.0505,0.076
1549,P,I,0.385,0.28,0.095,0.257,0.119,0.059,0.07
1550,P,I,0.385,0.3,0.09,0.308,0.1525,0.056,0.0835
1551,P,I,0.39,0.3,0.09,0.252,0.1065,0.053,0.08
1552,P,I,0.39,0.285,0.1,0.281,0.1275,0.062,0.077
1553,P,I,0.39,0.29,0.1,0.2225,0.095,0.0465,0.073
1554,P,I,0.41,0.3,0.09,0.304,0.129,0.071,0.0955
1555,P,I,0.41,0.3,0.09,0.28,0.141,0.0575,0.075
1556,P,I,0.415,0.325,0.1,0.313,0.139,0.0625,0.0965
1557,P,I,0.425,0.325,0.11,0.317,0.135,0.048,0.09
1558,P,I,0.425,0.315,0.08,0.303,0.131,0.0585,0.095
1559,P,I,0.435,0.335,0.1,0.3295,0.129,0.07,0.11
1560,P,I,0.435,0.325,0.11,0.367,0.1595,0.08,0.105
1561,P,I,0.45,0.34,0.095,0.3245,0.1385,0.064,0.105
1562,P,I,0.45,0.335,0.11,0.4195,0.181,0.085,0.1345
1563,N,I,0.455,0.36,0.115,0.457,0.2085,0.0855,0.147
1564,P,I,0.46,0.35,0.11,0.4,0.176,0.083,0.1205
1565,P,I,0.46,0.355,0.11,0.4255,0.2015,0.081,0.13
1566,P,I,0.465,0.37,0.12,0.4365,0.188,0.0815,0.147
1567,P,I,0.465,0.345,0.11,0.393,0.1825,0.0735,0.12
1568,P,I,0.47,0.355,0.125,0.499,0.21,0.0985,0.155
1569,P,I,0.475,0.36,0.145,0.6325,0.2825,0.137,0.19
1570,P,M,0.475,0.36,0.1,0.4285,0.1965,0.099,0.112
1571,P,I,0.475,0.36,0.125,0.4905,0.205,0.1305,0.125
1572,P,I,0.48,0.37,0.125,0.474,0.179,0.1035,0.175
1573,P,I,0.48,0.37,0.12,0.536,0.251,0.114,0.15
1574,P,M,0.48,0.355,0.16,0.464,0.221,0.106,0.239
1575,P,I,0.485,0.375,0.13,0.6025,0.2935,0.1285,0.16
1576,P,I,0.49,0.375,0.115,0.4615,0.204,0.0945,0.143
1577,P,I,0.49,0.4,0.135,0.624,0.3035,0.1285,0.169
1578,P,I,0.495,0.37,0.125,0.4715,0.2075,0.091,0.15
1579,P,I,0.495,0.4,0.105,0.602,0.2505,0.1265,0.19
1580,P,I,0.5,0.4,0.12,0.616,0.261,0.143,0.1935
1581,P,I,0.5,0.39,0.12,0.5955,0.2455,0.147,0.173
1582,P,I,0.5,0.375,0.14,0.559,0.2375,0.135,0.169
1583,P,I,0.51,0.395,0.13,0.6025,0.281,0.143,0.162
1584,P,F,0.515,0.375,0.11,0.6065,0.3005,0.131,0.15
1585,P,I,0.515,0.36,0.125,0.4725,0.1815,0.125,0.138
1586,N,I,0.515,0.35,0.105,0.4745,0.213,0.123,0.1275
1587,P,I,0.515,0.395,0.125,0.6635,0.32,0.14,0.17
1588,P,I,0.515,0.39,0.125,0.5705,0.238,0.1265,0.185
1589,P,I,0.52,0.41,0.145,0.646,0.2965,0.1595,0.165
1590,P,I,0.52,0.39,0.13,0.5545,0.2355,0.1095,0.1895
1591,P,M,0.525,0.415,0.145,0.845,0.3525,0.1635,0.2875
1592,P,I,0.525,0.39,0.12,0.664,0.3115,0.147,0.178
1593,P,I,0.525,0.38,0.135,0.615,0.261,0.159,0.175
1594,P,I,0.525,0.4,0.14,0.654,0.305,0.16,0.169
1595,P,M,0.525,0.4,0.155,0.707,0.282,0.1605,0.225
1596,P,I,0.53,0.42,0.12,0.5965,0.2555,0.141,0.177
1597,N,I,0.53,0.43,0.135,0.6255,0.245,0.1455,0.2135
1598,P,I,0.53,0.4,0.145,0.555,0.1935,0.1305,0.195
1599,N,I,0.53,0.42,0.13,0.8365,0.3745,0.167,0.249
1600,P,I,0.535,0.4,0.13,0.657,0.2835,0.162,0.175
1601,P,I,0.54,0.43,0.17,0.836,0.3725,0.1815,0.24
1602,P,I,0.54,0.425,0.14,0.742,0.32,0.1395,0.25
1603,P,I,0.54,0.43,0.14,0.8195,0.3935,0.1725,0.2295
1604,N,M,0.54,0.455,0.14,0.972,0.419,0.255,0.269
1605,P,I,0.54,0.42,0.14,0.6275,0.2505,0.1175,0.235
1606,N,I,0.54,0.425,0.13,0.7205,0.2955,0.169,0.225
1607,P,I,0.54,0.425,0.135,0.686,0.3475,0.1545,0.213
1608,P,I,0.545,0.4,0.13,0.686,0.3285,0.1455,0.18
1609,P,I,0.545,0.375,0.12,0.543,0.2375,0.1155,0.1725
1610,P,I,0.545,0.42,0.125,0.717,0.358,0.112,0.22
1611,N,M,0.55,0.435,0.14,0.7625,0.327,0.1685,0.259
1612,P,I,0.55,0.425,0.15,0.639,0.269,0.1345,0.217
1613,N,I,0.55,0.42,0.135,0.816,0.3995,0.1485,0.23
1614,P,I,0.55,0.415,0.145,0.7815,0.373,0.16,0.2215
1615,P,I,0.55,0.425,0.15,0.7665,0.339,0.176,0.21
1616,P,I,0.555,0.395,0.13,0.5585,0.222,0.1245,0.17
1617,P,I,0.555,0.435,0.14,0.765,0.3945,0.15,0.206
1618,N,I,0.555,0.46,0.145,0.9005,0.3845,0.158,0.2765
1619,N,I,0.56,0.445,0.15,0.8225,0.3685,0.187,0.236
1620,P,I,0.56,0.44,0.13,0.7235,0.349,0.149,0.2
1621,N,M,0.56,0.425,0.135,0.849,0.3265,0.221,0.2645
1622,P,I,0.565,0.42,0.155,0.743,0.31,0.186,0.231
1623,P,F,0.565,0.44,0.15,0.863,0.435,0.149,0.27
1624,P,M,0.565,0.44,0.125,0.802,0.3595,0.1825,0.215
1625,N,M,0.565,0.43,0.15,0.831,0.4245,0.1735,0.219
1626,P,F,0.57,0.45,0.135,0.7805,0.3345,0.185,0.21
1627,P,M,0.57,0.45,0.14,0.795,0.3385,0.148,0.245
1628,P,I,0.57,0.435,0.17,0.848,0.4,0.166,0.25
1629,N,I,0.57,0.43,0.145,0.833,0.354,0.144,0.2815
1630,P,I,0.57,0.445,0.155,0.867,0.3705,0.1705,0.28
1631,N,I,0.57,0.445,0.145,0.7405,0.306,0.172,0.1825
1632,P,M,0.575,0.455,0.165,0.867,0.3765,0.1805,0.268
1633,N,I,0.575,0.425,0.135,0.7965,0.364,0.196,0.239
1634,N,F,0.575,0.47,0.155,1.116,0.509,0.238,0.34
1635,P,I,0.575,0.45,0.125,0.78,0.3275,0.188,0.235
1636,N,M,0.575,0.47,0.185,0.985,0.3745,0.2175,0.355
1637,P,F,0.575,0.465,0.195,0.9965,0.417,0.247,0.47
1638,P,I,0.575,0.445,0.17,0.8015,0.3475,0.1465,0.25
1639,N,I,0.575,0.45,0.135,0.807,0.3615,0.176,0.254
1640,P,F,0.575,0.435,0.15,1.0305,0.4605,0.218,0.36
1641,P,M,0.575,0.445,0.16,0.839,0.4005,0.198,0.239
1642,N,M,0.575,0.44,0.16,0.9615,0.483,0.166,0.275
1643,P,F,0.58,0.435,0.15,0.834,0.428,0.1515,0.23
1644,N,M,0.58,0.46,0.155,1.0335,0.469,0.2225,0.295
1645,N,M,0.58,0.43,0.13,0.798,0.365,0.173,0.2285
1646,P,I,0.58,0.445,0.125,0.7095,0.303,0.1405,0.235
1647,N,F,0.585,0.445,0.14,0.913,0.4305,0.2205,0.253
1648,N,M,0.59,0.49,0.165,1.207,0.559,0.235,0.309
1649,N,I,0.59,0.45,0.145,1.022,0.428,0.268,0.265
1650,N,I,0.59,0.46,0.145,0.9015,0.419,0.1785,0.26
1651,P,F,0.595,0.435,0.15,0.9,0.4175,0.17,0.265
1652,N,M,0.595,0.45,0.14,0.838,0.3965,0.194,0.217
1653,N,M,0.595,0.45,0.145,0.959,0.463,0.2065,0.2535
1654,P,I,0.595,0.46,0.15,0.8335,0.377,0.1925,0.235
1655,P,F,0.6,0.46,0.155,0.9735,0.427,0.2045,0.3
1656,P,F,0.6,0.475,0.15,1.13,0.575,0.196,0.305
1657,P,M,0.6,0.48,0.165,0.9165,0.4135,0.1965,0.2725
1658,P,I,0.6,0.48,0.17,0.9175,0.38,0.2225,0.29
1659,N,F,0.6,0.48,0.18,1.0645,0.4495,0.2455,0.325
1660,P,M,0.6,0.47,0.165,1.059,0.504,0.241,0.275
1661,N,M,0.6,0.47,0.16,1.194,0.5625,0.3045,0.2635
1662,P,F,0.605,0.455,0.145,0.9775,0.468,0.1775,0.275
1663,P,M,0.605,0.475,0.145,0.884,0.3835,0.1905,0.27
1664,P,I,0.605,0.47,0.145,0.8025,0.379,0.2265,0.22
1665,P,F,0.605,0.48,0.14,0.991,0.4735,0.2345,0.24
1666,P,F,0.605,0.47,0.155,0.974,0.393,0.224,0.3345
1667,N,F,0.605,0.505,0.18,1.434,0.7285,0.264,0.431
1668,N,M,0.61,0.475,0.155,0.983,0.4565,0.228,0.266
1669,N,F,0.61,0.465,0.16,1.0725,0.4835,0.2515,0.28
1670,N,F,0.61,0.485,0.15,1.2405,0.6025,0.2915,0.3085
1671,P,M,0.61,0.47,0.16,1.022,0.449,0.2345,0.2945
1672,N,F,0.61,0.475,0.16,1.1155,0.3835,0.223,0.379
1673,P,I,0.61,0.465,0.125,0.9225,0.436,0.19,0.26
1674,P,M,0.61,0.47,0.17,1.1185,0.5225,0.2405,0.31
