,bknwy_cat,stlmt_cat,bkon8_cat,rkxwp_cat,skach_cat,skrxp_cat,rimmx_cat,wkpos_cat,reskd_cat,simpl_cat,thrsk_cat,qxmsq_cat,spcop_cat,wkovl_cat,wkcti_cat,skewr_cat,bkona_cat,hdchk_cat
1797,t,f,f,f,f,f,f,f,t,t,f,f,f,f,t,t,f,f
1798,f,f,f,f,f,f,f,f,f,t,f,f,f,f,f,t,f,f
1799,f,f,f,f,f,f,f,f,f,t,f,f,f,f,f,t,f,f
1800,f,f,f,f,f,f,f,f,f,t,f,f,f,f,t,t,f,f
1801,f,f,f,f,f,f,f,f,f,t,f,f,f,f,t,t,f,f
1802,t,f,f,f,f,f,f,f,f,f,f,f,f,t,t,t,f,f
1803,f,f,f,f,f,f,f,f,f,f,f,f,f,f,t,t,f,f
1804,f,f,f,f,f,f,f,f,f,f,f,f,f,f,t,t,f,f
1805,t,f,f,f,f,f,f,f,f,f,f,f,f,t,t,t,f,f
1806,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,t,f,f
1807,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,t,f,f
1808,f,f,f,f,f,f,f,f,f,f,f,f,f,f,t,t,f,f
1809,f,f,f,f,f,f,f,t,t,t,f,f,f,f,t,t,f,f
1810,f,f,f,f,f,f,f,t,t,t,f,f,f,f,t,t,f,f
1811,f,f,f,f,f,f,f,t,t,t,f,f,f,f,t,t,t,f
1812,f,f,f,f,f,f,f,t,f,t,f,f,f,f,t,t,f,f
1813,f,f,f,f,f,f,f,t,f,t,f,f,f,f,t,t,t,f
1814,f,f,f,f,f,f,f,t,t,t,f,f,f,f,t,t,f,f
1815,f,f,f,f,f,f,f,t,t,t,f,f,f,f,t,t,t,f
1816,f,f,f,f,f,f,f,t,f,t,f,f,f,f,t,t,f,f
1817,f,f,f,t,f,f,f,t,t,t,f,f,f,f,t,t,f,f
1818,f,f,f,t,f,f,f,t,f,t,f,f,f,f,t,t,f,f
1819,f,f,f,t,f,f,f,t,t,t,f,f,f,f,t,t,f,f
1820,f,f,f,t,f,f,f,t,f,t,f,f,f,f,t,t,f,f
1821,f,f,f,t,f,f,f,t,f,t,f,f,f,f,t,t,f,f
1822,f,f,f,f,f,f,f,t,f,f,f,f,f,t,t,t,f,f
1823,f,f,f,f,f,f,f,t,f,f,f,f,f,t,t,t,t,f
1824,f,f,f,t,f,f,f,t,f,f,f,f,f,t,t,t,f,f
1825,f,f,f,t,f,f,f,t,f,f,f,f,f,f,t,t,f,f
1826,f,f,f,t,f,f,f,t,f,f,f,f,f,f,f,t,f,f
1827,f,f,f,t,f,f,f,t,f,f,f,f,f,f,t,t,f,f
1828,f,f,f,f,f,f,f,t,f,t,f,f,f,f,f,t,f,f
1829,f,f,f,f,f,f,f,f,f,f,f,f,f,f,t,t,f,f
1830,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,t,f,f
1831,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,t,f,f
1832,f,f,f,t,f,f,f,f,f,f,f,f,f,t,f,t,f,f
1833,f,f,f,t,f,f,f,f,f,f,f,f,f,t,f,t,f,f
1834,f,f,f,t,f,f,f,f,f,f,f,f,f,t,f,t,f,f
1835,f,f,f,t,f,f,f,f,f,f,f,f,f,t,t,t,f,f
1836,f,f,f,f,f,f,f,t,f,f,f,f,f,f,f,t,f,f
1837,f,f,f,f,f,f,f,t,f,f,f,f,f,f,t,t,t,f
1838,f,f,f,t,f,f,f,t,f,f,f,f,f,t,f,t,t,f
1839,f,f,f,t,f,f,f,t,f,f,f,f,f,t,f,t,f,f
1840,f,f,f,t,f,f,f,t,f,f,f,f,f,t,f,t,t,f
1841,f,f,f,f,f,f,f,t,f,t,f,f,f,f,f,t,t,f
1842,f,f,f,f,f,f,f,t,f,t,f,f,f,f,f,t,t,f
1843,f,f,f,f,f,f,f,t,f,t,f,f,f,t,f,t,f,f
1844,f,f,f,f,f,f,f,t,f,f,f,f,f,t,f,t,f,f
1845,f,f,f,f,f,f,f,t,f,f,f,f,f,f,f,t,f,f
1846,f,f,f,f,f,f,f,f,f,f,f,f,f,t,f,t,f,f
1847,f,f,f,f,f,f,f,f,f,f,f,f,f,t,f,t,f,f
1848,f,f,f,f,f,f,f,t,f,t,f,f,f,f,f,t,t,f
1849,f,f,f,f,f,f,f,t,f,f,f,f,f,t,f,t,f,f
1850,f,f,f,f,f,f,f,t,f,f,f,f,f,f,f,t,f,f
1851,f,f,f,f,f,f,f,f,f,t,f,f,f,t,f,t,f,f
1852,f,f,f,f,f,f,f,f,f,t,f,f,f,f,f,t,f,f
1853,f,f,f,f,f,f,f,f,f,t,f,f,f,f,f,t,f,f
1854,f,f,f,f,f,f,f,f,f,t,f,f,f,f,f,t,f,f
1855,f,f,f,f,f,f,f,t,f,t,f,f,f,f,f,t,f,f
1856,f,f,f,f,f,f,f,t,f,t,f,f,f,f,f,t,t,f
1857,f,f,f,f,f,f,f,t,f,t,f,f,f,f,f,t,f,f
1858,f,f,f,f,f,f,f,t,f,t,f,f,f,f,t,t,t,f
1859,f,f,f,f,f,f,f,t,f,t,f,f,f,f,f,t,t,f
1860,f,f,f,f,f,f,f,t,f,t,f,f,f,f,f,t,f,f
1861,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,t,f,f
1862,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,t,f,f
1863,f,f,f,f,f,f,f,t,f,f,f,f,f,f,f,t,f,f
1864,f,f,f,f,f,f,f,t,f,f,f,f,f,f,f,t,f,f
1865,f,f,f,f,f,f,f,t,f,t,f,f,f,t,f,t,f,f
1866,f,f,f,f,f,f,f,t,f,t,f,t,f,t,f,t,f,f
1867,f,f,f,f,f,f,f,t,f,f,f,t,f,t,t,t,f,f
1868,f,f,f,t,f,f,f,t,f,t,f,f,f,t,f,f,f,f
1869,f,f,f,f,f,f,f,t,f,t,f,f,f,f,f,f,f,f
1870,t,f,t,f,f,f,f,t,f,t,f,f,f,f,f,f,f,f
1871,t,f,f,f,f,f,f,t,f,t,f,f,f,f,f,f,t,f
1872,f,f,f,t,f,f,f,t,f,f,f,f,f,t,f,f,t,f
1873,f,f,f,f,f,f,f,t,f,t,f,f,f,f,f,f,t,f
1874,f,f,f,f,f,f,f,t,f,t,f,f,f,f,f,f,f,f
1875,f,f,f,f,f,f,f,t,f,t,f,t,f,t,f,t,f,f
1876,f,f,f,f,f,f,f,t,f,f,f,t,f,t,f,t,f,f
1877,f,f,f,t,f,f,f,t,f,f,f,t,f,t,f,t,f,f
1878,f,f,f,f,f,f,f,f,f,t,f,f,f,t,f,t,f,f
1879,f,f,f,f,f,f,f,f,f,f,f,f,f,t,f,t,f,f
1880,f,f,f,t,f,f,f,f,f,f,f,f,f,t,f,t,f,f
1881,f,f,f,t,f,f,f,t,f,t,f,f,f,t,f,f,f,f
1882,f,f,f,t,f,f,f,f,f,f,f,f,f,t,f,t,f,f
1883,f,f,f,f,f,f,f,f,f,t,f,f,f,t,t,t,f,f
1884,f,f,f,f,f,f,f,f,f,t,t,f,f,t,t,t,f,f
1885,f,f,f,f,f,f,f,f,f,t,f,f,f,f,t,t,f,f
1886,f,f,f,f,f,f,f,f,f,t,f,f,f,t,f,t,f,f
1887,f,f,f,f,f,f,f,t,f,t,f,t,f,t,f,t,f,f
1888,f,f,f,f,f,f,f,f,f,f,f,f,f,t,f,t,f,f
1889,f,f,f,t,f,f,f,f,f,f,f,f,f,t,f,t,f,f
1890,f,f,f,f,f,t,f,f,f,t,f,f,f,t,t,t,f,f
1891,f,f,f,f,f,f,f,f,f,f,f,f,f,t,f,t,f,f
1892,f,f,f,f,f,f,f,f,f,t,f,f,f,f,t,t,f,f
1893,f,f,f,f,f,f,f,f,f,f,f,f,f,f,t,t,f,f
1894,f,f,f,f,f,f,f,t,f,t,f,t,f,t,t,t,f,f
1895,f,f,f,f,f,f,f,t,f,t,f,t,f,t,t,t,f,f
1896,f,f,f,t,f,f,f,t,f,t,f,t,f,t,t,t,f,f
1897,f,f,f,f,f,f,f,t,f,f,f,t,f,t,t,t,f,f
1898,f,f,f,f,f,f,f,t,f,f,f,t,f,t,t,t,f,f
1899,f,f,f,t,f,f,f,t,f,f,f,t,f,t,t,t,f,f
1900,f,f,f,t,f,f,f,t,f,f,f,t,f,t,t,t,f,f
1901,f,f,f,f,f,f,f,t,f,f,f,t,f,f,t,t,f,f
1902,f,f,f,t,f,f,f,t,f,f,f,t,f,f,t,t,f,f
1903,f,f,f,t,f,f,f,f,f,f,f,f,f,t,f,t,f,f
1904,f,f,f,f,f,f,f,f,f,t,f,f,f,t,f,t,f,f
1905,f,f,f,f,f,f,f,f,f,t,f,f,f,t,t,t,f,f
1906,f,f,f,f,f,f,f,f,f,t,f,f,f,t,f,t,f,f
1907,f,f,f,f,f,f,f,f,f,f,f,f,f,t,f,t,f,f
1908,f,f,f,t,f,f,f,t,f,f,f,f,f,t,f,t,f,f
1909,f,f,f,f,f,f,f,t,f,t,f,t,f,t,f,t,f,f
1910,f,f,f,t,f,f,f,t,f,t,f,t,f,t,f,t,f,f
1911,f,f,f,f,f,f,f,t,f,f,f,t,f,t,f,t,f,f
1912,f,f,f,t,f,f,f,t,f,f,f,t,f,t,f,t,f,f
1913,f,f,f,f,f,f,f,f,f,f,f,f,f,t,f,t,f,f
1914,f,f,f,t,f,f,f,f,f,f,f,f,f,t,f,t,f,f
1915,f,f,f,f,f,f,f,f,f,t,f,f,f,f,f,t,f,f
1916,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,t,f,f
1917,t,f,t,f,f,f,f,t,f,t,f,f,f,f,f,t,f,f
1918,f,f,t,f,f,f,f,t,f,t,f,f,f,f,f,t,f,f
1919,t,f,f,f,f,f,f,t,f,f,f,f,f,f,f,t,t,f
1920,t,f,f,f,f,f,f,t,f,t,f,f,f,f,f,t,f,f
1921,f,f,f,f,f,f,f,t,f,t,f,f,f,t,f,t,f,f
1922,f,f,f,f,f,f,f,t,f,t,f,f,f,f,f,t,t,f
1923,f,f,f,f,f,t,f,t,f,t,f,f,f,t,f,f,f,f
1924,f,f,f,t,f,f,f,t,f,t,f,f,f,t,f,f,f,f
1925,f,f,f,t,f,t,f,t,f,t,f,f,f,t,f,f,f,f
1926,f,f,f,t,f,f,f,t,f,t,f,f,f,t,f,f,f,f
1927,f,f,f,f,f,f,f,t,f,t,f,f,f,t,f,f,f,f
1928,f,f,f,t,f,f,f,t,f,t,f,f,f,t,f,f,f,f
1929,f,f,f,t,f,t,f,t,f,t,f,f,f,t,f,f,f,f
1930,f,f,f,f,f,f,f,t,f,f,f,f,f,t,f,f,f,f
1931,f,f,f,t,f,f,f,t,f,f,f,f,f,t,f,f,f,f
1932,f,f,f,f,f,f,f,t,f,f,f,t,f,t,f,f,f,f
1933,f,f,f,t,f,f,f,t,f,f,f,t,f,t,f,f,f,f
1934,f,f,t,f,f,f,f,t,f,t,f,f,f,f,f,f,f,f
1935,f,f,f,f,f,f,f,t,f,t,f,f,f,f,f,f,t,f
1936,f,f,t,f,f,f,f,t,f,t,f,f,f,f,f,f,f,f
1937,f,f,f,t,f,f,f,t,f,t,f,f,f,t,f,f,f,f
1938,f,f,f,f,f,f,f,t,f,f,f,f,f,f,f,f,t,f
1939,f,f,f,t,f,f,f,t,f,f,f,f,f,t,f,f,f,f
1940,f,f,f,f,f,f,f,t,f,t,f,f,f,f,f,f,t,f
1941,f,f,f,f,f,f,f,t,f,t,f,f,f,t,f,f,f,f
1942,f,f,f,f,f,f,f,t,f,t,f,f,f,f,f,f,t,f
1943,f,f,f,f,f,f,f,t,f,f,f,f,f,t,f,f,f,f
1944,f,f,f,f,f,f,f,t,f,f,f,f,f,f,f,f,t,f
1945,f,f,f,t,f,f,f,t,f,f,f,f,f,t,f,f,f,f
1946,f,f,f,f,f,f,f,t,f,t,f,f,f,f,f,f,t,f
1947,f,f,t,f,f,f,f,t,f,t,f,f,f,f,f,t,f,f
1948,f,f,f,f,f,f,f,t,f,t,f,f,f,f,f,t,f,f
1949,f,f,f,f,f,f,f,t,f,t,f,f,f,f,f,t,t,f
1950,f,f,f,f,f,f,f,t,f,t,t,f,f,f,f,f,f,f
1951,t,f,f,f,f,f,f,t,f,f,f,f,f,f,f,f,f,f
1952,f,f,f,f,f,f,f,t,f,f,f,f,f,f,f,f,f,f
1953,f,f,f,f,f,f,f,t,f,f,f,t,f,t,f,f,f,f
1954,t,f,t,f,f,f,f,t,f,t,f,f,f,f,f,f,f,f
1955,t,f,f,f,f,f,f,t,f,t,f,f,f,f,f,f,t,f
1956,f,f,t,f,f,f,f,t,f,t,f,f,f,f,f,f,f,f
1957,f,f,t,f,f,f,f,t,f,t,f,f,f,f,f,f,f,f
1958,t,f,f,f,f,f,f,t,f,f,f,f,f,f,f,f,t,f
1959,f,f,f,t,f,f,f,t,f,f,f,f,f,f,f,f,f,f
1960,f,f,t,f,f,f,f,t,f,t,f,f,f,f,f,f,f,f
1961,f,f,f,f,f,f,f,t,f,t,f,f,f,f,f,f,t,f
1962,f,f,f,f,f,f,f,t,f,t,f,f,f,f,f,f,t,f
1963,f,f,t,f,f,f,f,t,f,t,f,f,f,f,f,f,f,f
1964,f,f,f,t,f,f,f,t,f,t,f,f,f,f,f,f,f,f
1965,f,f,f,t,f,f,f,t,f,t,f,f,f,f,f,f,f,f
1966,f,f,f,t,f,f,f,t,f,t,f,f,f,f,f,f,f,f
1967,f,f,f,f,f,f,f,t,f,t,f,f,f,f,f,f,t,f
1968,f,f,f,f,f,f,f,t,f,t,f,f,f,t,f,f,f,f
1969,f,f,f,f,f,f,f,t,f,t,f,f,f,f,f,f,t,f
1970,f,f,f,f,f,f,f,t,f,f,f,f,f,f,f,f,f,f
1971,f,f,f,f,f,f,f,t,f,f,f,f,f,f,f,f,t,f
1972,f,f,f,f,f,f,f,t,f,t,f,f,f,f,f,f,f,f
1973,f,f,f,f,f,f,f,t,f,t,f,f,f,f,f,f,t,f
1974,f,f,f,t,f,f,f,t,f,t,f,f,f,t,f,f,f,f
1975,f,f,f,t,f,f,f,t,f,f,f,f,f,t,f,f,f,f
1976,f,f,f,f,f,f,f,t,f,t,t,f,f,t,f,t,f,f
1977,f,f,f,f,f,f,f,t,f,t,t,f,f,f,f,t,f,f
1978,f,f,f,f,f,t,f,t,f,t,f,f,f,t,f,f,f,f
1979,f,f,f,t,f,f,f,t,f,t,f,f,f,t,f,f,f,f
1980,f,f,f,t,f,f,f,t,f,f,f,f,f,t,f,f,f,f
1981,f,f,f,t,f,f,f,t,f,t,f,f,f,t,f,f,f,f
1982,f,f,f,t,f,f,f,t,f,f,f,f,f,t,f,f,f,f
1983,f,f,f,f,f,f,t,t,f,f,f,f,f,t,f,t,t,f
1984,f,f,f,f,f,f,t,t,f,f,f,t,f,t,f,t,f,f
1985,f,f,f,f,f,f,t,t,f,t,f,f,f,t,f,t,f,f
1986,f,f,f,f,f,f,t,t,f,t,f,f,f,t,f,t,f,f
1987,f,f,f,f,f,f,t,t,f,t,f,f,f,t,f,t,f,f
1988,f,f,f,f,f,f,t,t,f,f,f,t,f,t,f,t,f,f
1989,f,f,f,f,f,f,t,t,f,f,f,t,f,t,f,t,f,f
1990,f,f,f,f,f,f,t,t,f,f,f,t,f,t,f,t,f,f
1991,f,f,f,f,f,f,t,t,f,f,f,f,f,t,f,t,t,f
1992,f,f,f,f,f,f,t,t,f,f,f,f,f,t,f,t,t,f
1993,f,f,f,f,f,f,t,t,f,f,f,f,f,t,f,t,t,f
1994,f,f,f,f,f,f,t,t,f,f,f,f,f,t,f,t,f,f
1995,f,f,f,f,f,f,t,t,f,f,f,f,f,t,f,t,f,f
1996,f,f,f,f,f,f,t,t,f,f,f,t,f,t,f,t,f,f
1997,f,f,f,f,f,f,t,t,f,t,f,f,f,t,f,f,f,f
1998,f,f,f,f,f,f,t,t,f,f,f,f,f,t,f,f,t,f
1999,f,f,f,f,f,f,t,t,f,f,f,f,f,t,f,f,f,f
2000,f,f,f,f,f,f,t,f,f,t,f,f,f,t,f,t,f,f
2001,f,f,f,f,f,f,t,f,f,t,f,f,f,t,t,t,f,f
2002,f,f,f,f,f,f,t,f,f,t,f,f,f,t,t,t,f,f
2003,f,f,f,f,f,f,t,f,f,t,f,f,f,f,t,t,f,f
2004,f,f,f,f,f,f,t,f,f,f,f,f,f,t,t,t,f,f
2005,f,f,f,f,f,f,t,f,f,f,f,f,f,t,t,t,f,f
2006,f,f,f,f,f,f,t,f,f,f,f,f,f,f,t,t,f,f
2007,f,f,f,f,f,f,t,f,f,f,f,f,f,t,f,t,f,f
2008,f,f,f,f,f,f,t,t,f,t,f,f,f,t,t,t,f,f
2009,f,f,f,f,f,f,t,t,f,t,f,f,f,t,t,t,f,f
2010,f,f,f,f,f,f,t,t,f,t,f,f,f,t,t,t,f,f
2011,f,f,f,f,f,f,t,t,f,f,f,f,f,t,t,t,f,f
2012,f,f,f,f,f,f,t,t,f,f,f,f,f,t,t,t,f,f
2013,f,f,f,f,f,f,t,t,f,f,f,f,f,t,t,t,f,f
2014,f,f,f,f,f,f,t,t,f,f,f,f,f,t,t,t,f,f
2015,t,f,f,f,f,f,t,f,f,t,f,f,f,t,t,t,f,f
2016,t,f,f,f,f,f,t,f,f,f,f,f,f,t,t,t,f,f
2017,t,f,f,f,f,f,t,f,f,f,f,f,f,t,t,t,f,f
2018,f,f,f,f,f,f,t,f,f,t,f,f,f,f,f,t,f,f
2019,f,f,f,f,f,f,t,f,f,f,f,f,f,f,f,t,f,f
2020,f,f,f,f,f,f,t,f,f,f,f,f,f,f,f,t,t,f
2021,f,f,f,f,f,f,t,f,f,f,f,f,f,f,f,t,f,f
2022,f,f,f,f,f,f,t,t,f,t,f,f,f,f,t,t,f,f
2023,t,f,f,f,f,f,t,t,f,t,f,f,f,f,t,t,f,f
2024,f,f,f,f,f,f,t,t,f,f,f,f,f,f,f,t,f,f
2025,f,f,f,f,f,f,t,t,f,f,f,f,f,f,t,t,f,f
2026,t,f,f,f,f,f,t,t,f,f,f,f,f,f,t,t,f,f
2027,f,f,f,f,f,f,t,t,f,f,f,f,f,t,f,t,t,f
2028,f,f,f,f,f,f,t,t,f,t,f,f,f,t,f,t,f,f
2029,f,f,f,f,f,f,t,t,f,t,f,f,f,t,f,t,f,f
2030,f,f,f,f,f,f,t,f,f,t,f,f,f,f,f,t,f,f
2031,f,f,f,f,f,f,t,t,f,t,f,f,f,f,f,t,f,f
2032,f,f,t,f,f,t,t,t,f,t,f,f,f,f,t,t,f,f
2033,f,f,f,f,f,f,t,f,f,t,f,f,f,t,t,t,f,f
2034,f,f,f,f,f,f,t,f,f,t,f,f,f,t,t,t,f,f
2035,f,f,f,f,f,f,t,f,f,t,f,f,f,f,t,t,f,f
2036,f,f,f,f,f,f,t,f,f,t,f,f,f,t,f,t,f,f
2037,f,f,f,f,f,f,t,f,f,f,f,f,f,t,t,t,f,f
2038,f,f,f,f,f,f,t,f,f,f,f,f,f,t,t,t,f,f
2039,f,f,f,f,f,f,t,f,f,f,f,f,f,f,t,t,f,f
2040,f,f,f,f,f,f,t,t,f,t,f,f,f,t,t,t,f,f
2041,f,f,f,f,f,f,t,t,f,t,f,f,f,t,f,t,f,f
2042,f,f,f,f,f,f,t,t,f,t,f,f,f,t,f,t,f,f
2043,f,f,f,f,f,f,t,t,f,f,f,f,f,t,t,t,f,f
2044,f,f,f,f,f,f,t,t,f,f,f,f,f,t,t,t,f,f
2045,f,f,f,f,f,f,t,t,f,f,f,f,f,t,t,t,f,f
2046,f,f,f,f,f,f,t,t,f,f,f,f,f,t,t,t,t,f
2047,f,f,f,f,f,f,t,t,f,f,f,f,f,t,t,t,f,f
2048,t,f,f,f,f,f,t,f,f,f,f,f,f,t,t,t,f,f
2049,t,f,f,f,f,f,t,t,f,t,f,f,f,f,t,t,t,f
2050,f,f,f,f,f,f,t,t,f,f,f,f,f,f,t,t,f,f
2051,t,f,f,f,f,f,t,t,f,f,f,f,f,f,t,t,f,f
2052,f,f,f,f,f,f,t,t,f,f,f,f,f,f,t,t,t,f
2053,f,f,f,f,f,f,t,t,f,f,f,f,f,t,f,t,t,f
2054,f,f,f,f,f,f,t,t,f,f,f,f,f,t,f,t,t,f
2055,f,f,f,f,f,f,t,t,f,t,f,f,f,t,f,t,t,f
2056,f,f,f,f,f,f,t,t,f,f,f,f,f,f,t,t,t,f
2057,f,f,f,f,f,f,t,t,f,f,f,t,f,t,f,t,f,f
2058,f,f,f,f,f,f,t,t,f,f,f,t,f,t,f,t,f,f
2059,f,f,f,f,f,f,t,t,f,f,f,f,f,t,f,f,f,f
2060,f,f,f,f,f,f,t,t,f,f,f,f,f,t,f,f,f,f
2061,f,f,f,f,f,f,t,f,f,f,f,f,f,t,f,t,f,f
2062,f,f,t,f,f,f,t,f,f,t,f,f,f,t,f,t,f,f
2063,f,f,f,f,f,f,t,t,f,f,f,f,f,t,f,t,f,f
2064,f,f,f,f,f,f,t,f,f,f,f,f,f,f,f,t,t,f
2065,f,f,f,f,f,f,t,t,f,f,f,t,f,t,f,t,f,f
2066,f,f,f,f,f,f,t,t,f,f,f,f,f,f,f,t,f,f
2067,f,f,f,f,f,f,t,t,f,f,f,t,f,t,f,t,f,f
2068,f,f,f,f,f,f,t,t,f,f,f,f,f,t,f,f,f,f
2069,f,f,f,f,f,f,t,t,f,t,f,f,f,t,f,f,f,f
2070,f,f,f,f,f,t,t,t,f,t,f,f,f,t,f,f,f,f
2071,f,f,f,f,f,t,t,t,f,f,f,f,f,t,f,f,f,f
2072,f,f,f,f,f,t,t,t,f,f,f,f,f,t,f,f,f,f
2073,f,f,f,f,f,f,t,t,f,f,f,f,f,t,f,f,f,f
2074,f,f,f,f,f,f,t,t,f,f,f,t,f,t,f,f,f,f
2075,f,f,f,f,f,f,t,t,f,t,f,f,f,t,f,f,f,f
2076,f,f,f,f,f,t,t,t,f,t,f,f,f,t,f,f,f,f
2077,f,f,f,f,f,f,t,t,f,t,f,f,f,t,f,f,f,f
2078,f,f,f,f,f,f,t,t,f,t,f,f,f,t,f,f,f,f
2079,f,f,f,f,f,f,t,t,f,f,f,f,f,t,f,f,f,f
2080,f,f,f,f,f,f,t,t,f,f,f,f,f,t,f,f,f,f
2081,f,f,f,f,f,t,t,t,f,f,f,f,f,t,f,f,f,f
2082,f,f,f,f,f,t,t,t,f,f,f,f,f,t,f,f,t,f
2083,f,f,f,f,f,f,t,t,f,f,f,f,f,t,f,f,f,f
2084,f,f,f,f,f,f,t,t,f,f,f,f,f,t,f,f,t,f
2085,f,f,f,f,f,f,t,t,f,f,f,f,f,t,f,f,f,f
2086,f,f,f,f,f,f,t,t,f,f,f,f,f,t,f,f,f,f
2087,f,f,f,f,f,t,t,t,f,f,f,f,f,t,f,f,f,f
2088,f,f,f,f,f,f,t,t,f,f,f,f,f,t,f,f,t,f
2089,t,f,f,f,f,f,t,t,f,t,f,f,f,f,f,f,f,f
2090,f,f,f,f,f,f,t,t,f,t,f,f,f,f,f,f,f,f
2091,f,f,f,f,f,f,t,t,f,f,f,f,f,f,f,f,f,f
2092,t,f,f,f,f,f,t,t,f,f,f,f,f,t,f,f,f,f
2093,t,f,f,f,f,f,t,t,f,f,f,f,f,f,f,f,f,f
2094,f,f,f,f,f,t,t,t,f,f,f,f,f,t,f,f,f,f
2095,f,f,f,f,f,t,t,t,f,f,f,f,f,t,f,f,f,f
2096,f,f,f,f,f,f,t,t,f,f,t,f,f,f,f,f,f,f
2097,f,f,f,f,f,f,t,t,f,f,t,f,f,f,f,f,f,f
2098,f,f,f,f,f,f,t,t,f,f,f,f,f,f,f,f,f,f
2099,f,f,f,f,f,f,t,t,f,t,f,f,f,t,f,f,f,f
2100,f,f,t,f,f,f,t,t,f,t,f,f,f,f,f,f,f,f
2101,f,f,f,f,f,f,t,t,f,f,f,f,f,t,f,f,t,f
2102,f,f,f,f,f,f,t,t,f,f,f,f,f,t,f,f,f,f
2103,f,f,f,f,f,f,t,t,f,t,f,f,f,t,f,f,f,f
2104,f,f,f,f,f,f,t,t,f,t,f,f,f,f,f,f,f,f
2105,t,f,f,f,f,f,t,t,f,t,f,f,f,t,f,f,f,f
2106,f,f,f,f,f,f,t,t,f,t,f,f,f,t,f,f,f,f
2107,f,f,f,f,f,f,t,t,f,t,f,f,f,f,f,f,f,f
2108,f,f,f,f,f,f,t,t,f,t,f,f,f,t,f,f,t,f
2109,f,f,f,f,f,f,t,t,f,f,f,f,f,t,f,f,f,f
2110,t,f,f,f,f,f,t,t,f,f,f,f,f,t,f,f,f,f
2111,t,f,f,f,f,f,t,t,f,f,f,f,f,f,f,f,f,f
2112,f,f,f,f,f,f,t,t,f,f,f,f,f,f,f,f,t,f
2113,f,f,f,f,f,t,t,t,f,f,f,f,f,t,f,f,t,f
2114,f,f,f,f,f,f,t,t,f,f,f,f,f,f,f,f,f,f
2115,f,f,f,f,f,f,t,t,f,f,f,f,f,f,f,f,t,f
2116,f,f,f,f,f,f,t,t,f,f,f,f,f,t,f,f,t,f
2117,f,f,f,f,f,f,t,t,f,f,f,f,f,f,f,f,t,f
2118,f,f,f,f,f,f,t,t,f,f,f,f,f,t,f,f,f,f
2119,f,f,f,f,f,t,t,t,f,f,f,f,f,t,f,f,f,f
2120,f,f,f,f,f,f,t,t,f,f,f,f,f,t,f,f,f,f
2121,f,f,f,f,f,f,t,t,f,f,f,f,f,t,f,f,f,f
2122,f,f,f,f,f,f,t,t,f,f,f,f,f,t,f,t,f,f
2123,f,f,f,f,f,f,t,t,f,t,f,f,f,t,f,f,f,f
2124,f,f,f,f,f,f,t,t,f,f,f,f,f,t,f,f,f,f
2125,t,f,f,f,f,f,t,t,f,t,f,f,f,t,f,f,f,f
2126,t,f,f,f,f,f,t,t,f,t,f,f,f,f,f,f,f,f
2127,f,f,f,f,f,f,t,t,f,t,t,f,f,f,f,f,f,f
2128,f,f,f,f,f,t,t,t,f,f,f,f,f,t,f,f,f,f
2129,f,f,f,f,f,f,t,t,f,f,t,f,f,f,f,f,f,f
2130,f,f,f,f,f,f,t,t,f,f,f,f,f,t,f,f,f,f
2131,f,f,f,f,f,f,t,t,f,f,f,f,f,f,f,f,f,f
2132,f,f,f,f,f,f,t,t,f,t,f,f,f,t,f,f,f,f
2133,f,f,f,f,f,f,t,t,f,f,f,f,f,t,f,f,f,f
2134,f,f,f,f,f,f,t,t,f,t,t,f,f,t,f,f,f,f
2135,f,f,f,t,f,f,t,f,f,t,f,f,f,t,t,t,f,f
2136,f,f,f,t,f,f,t,f,f,t,f,f,f,t,t,t,f,f
2137,f,f,f,t,f,f,t,f,f,t,f,f,f,t,t,t,f,f
2138,f,f,f,t,f,f,t,f,f,t,f,f,f,t,t,t,f,f
2139,f,f,f,t,f,f,t,f,f,t,f,f,f,t,t,t,f,f
2140,f,f,f,t,f,f,t,f,f,t,f,f,f,t,t,t,f,f
2141,f,f,f,t,f,f,t,f,f,t,f,f,f,t,t,t,f,f
2142,f,f,f,t,f,f,t,f,f,t,f,f,f,t,t,t,f,f
2143,f,f,f,t,f,f,t,f,f,f,f,f,f,t,t,t,f,f
2144,f,f,f,t,f,f,t,f,f,f,f,f,f,t,t,t,f,f
2145,f,f,f,t,f,f,t,f,f,f,f,f,f,t,t,t,f,f
2146,f,f,f,t,f,f,t,f,f,f,f,f,f,t,t,t,f,f
2147,f,f,f,t,f,f,t,f,f,f,f,f,f,t,t,t,f,f
2148,f,f,f,t,f,f,t,f,f,f,f,f,f,t,t,t,f,f
2149,f,f,f,t,f,f,t,f,f,f,f,f,f,t,t,t,f,f
2150,f,f,f,t,f,f,t,f,f,f,f,f,f,t,t,t,f,f
2151,f,f,f,t,f,f,t,t,f,t,f,f,f,t,t,t,f,f
