,spore-print-color_cat,veil-color_cat,cap-color_cat,stalk-surface-below-ring_cat,ring-type_cat,veil-type_cat,stalk-shape_cat,bruises%3F_cat,cap-surface_cat,ring-number_cat,gill-attachment_cat,gill-spacing_cat
2489,n,w,g,s,p,p,t,t,y,o,f,c
2490,n,w,g,s,p,p,t,t,y,o,f,c
2491,n,w,e,s,p,p,t,t,f,o,f,c
2492,k,w,g,s,p,p,t,t,y,o,f,c
2493,n,w,g,s,p,p,t,t,y,o,f,c
2494,k,w,e,s,p,p,t,t,f,o,f,c
2495,n,w,w,s,p,p,e,t,y,o,f,c
2496,n,w,n,s,p,p,t,t,f,o,f,c
2497,k,w,e,s,p,p,t,t,f,o,f,c
2498,n,w,e,s,p,p,t,t,f,o,f,c
2499,k,w,g,s,p,p,t,t,y,o,f,c
2500,k,w,w,f,e,p,t,f,s,o,f,w
2501,n,w,n,s,e,p,t,f,f,o,f,w
2502,k,w,n,s,p,p,t,t,f,o,f,c
2503,n,w,n,s,p,p,t,t,f,o,f,c
2504,n,w,e,s,p,p,t,t,y,o,f,c
2505,n,w,e,s,p,p,t,t,y,o,f,c
2506,n,w,e,s,p,p,t,t,y,o,f,c
2507,k,w,n,s,p,p,t,t,f,o,f,c
2508,k,w,g,s,p,p,t,t,f,o,f,c
2509,k,w,n,s,p,p,t,t,f,o,f,c
2510,n,w,e,s,p,p,t,t,f,o,f,c
2511,n,w,e,s,p,p,t,t,y,o,f,c
2512,n,w,w,s,p,p,e,f,s,o,f,w
2513,k,w,n,s,p,p,t,t,f,o,f,c
2514,n,w,g,s,p,p,t,t,f,o,f,c
2515,k,w,n,s,p,p,t,t,f,o,f,c
2516,k,w,n,s,p,p,t,t,y,o,f,c
2517,k,w,e,s,p,p,t,t,f,o,f,c
2518,n,w,w,s,e,p,t,f,s,o,f,w
2519,n,w,g,s,p,p,t,t,y,o,f,c
2520,k,w,e,s,p,p,t,t,f,o,f,c
2521,n,w,n,s,p,p,t,t,f,o,f,c
2522,k,w,n,s,p,p,t,t,f,o,f,c
2523,k,w,n,s,p,p,t,t,y,o,f,c
2524,n,w,g,s,p,p,t,t,y,o,f,c
2525,k,w,n,s,p,p,t,t,y,o,f,c
2526,n,w,g,s,p,p,t,t,f,o,f,c
2527,k,w,n,s,p,p,t,t,y,o,f,c
2528,k,w,n,s,p,p,t,t,y,o,f,c
2529,n,w,n,s,p,p,t,t,f,o,f,c
2530,n,w,g,s,p,p,t,t,y,o,f,c
2531,k,w,e,s,p,p,t,t,y,o,f,c
2532,k,w,n,s,p,p,t,t,y,o,f,c
2533,h,w,g,k,l,p,e,f,f,o,f,c
2534,k,w,g,s,p,p,t,t,f,o,f,c
2535,k,w,e,s,p,p,t,t,y,o,f,c
2536,h,w,g,k,l,p,e,f,f,o,f,c
2537,k,w,e,s,p,p,t,t,y,o,f,c
2538,k,w,e,s,p,p,t,t,f,o,f,c
2539,h,w,g,k,l,p,e,f,f,o,f,c
2540,n,w,p,s,p,p,e,f,f,o,f,w
2541,k,w,g,s,p,p,t,t,f,o,f,c
2542,n,w,g,s,p,p,t,t,f,o,f,c
2543,n,w,g,s,p,p,t,t,f,o,f,c
2544,k,w,g,s,p,p,t,t,y,o,f,c
2545,n,w,g,s,p,p,t,t,y,o,f,c
2546,n,w,g,s,p,p,t,t,f,o,f,c
2547,n,w,g,s,p,p,t,t,f,o,f,c
2548,k,w,e,s,p,p,t,t,f,o,f,c
2549,k,w,n,s,p,p,t,t,f,o,f,c
2550,k,w,n,s,p,p,t,t,y,o,f,c
2551,k,w,n,s,p,p,t,t,f,o,f,c
2552,n,w,n,s,p,p,t,t,f,o,f,c
2553,k,w,g,s,p,p,t,t,f,o,f,c
2554,k,w,g,s,p,p,t,t,f,o,f,c
2555,n,w,n,s,p,p,t,t,y,o,f,c
2556,n,w,e,s,p,p,t,t,y,o,f,c
2557,n,w,n,s,p,p,t,t,f,o,f,c
2558,n,w,g,s,p,p,t,t,y,o,f,c
2559,k,w,n,s,p,p,t,t,y,o,f,c
2560,k,w,w,s,p,p,e,f,f,o,f,c
2561,k,w,n,s,p,p,t,t,f,o,f,c
2562,n,w,e,s,p,p,t,t,y,o,f,c
2563,n,w,n,s,p,p,t,t,y,o,f,c
2564,k,w,g,s,p,p,t,t,f,o,f,c
2565,k,w,e,s,p,p,t,t,f,o,f,c
2566,h,w,g,k,l,p,e,f,f,o,f,c
2567,k,w,e,s,p,p,t,t,y,o,f,c
2568,n,w,g,s,p,p,t,t,f,o,f,c
2569,k,w,e,s,p,p,t,t,y,o,f,c
2570,n,w,e,s,p,p,t,t,f,o,f,c
2571,h,w,g,k,l,p,e,f,f,o,f,c
2572,n,w,n,s,p,p,t,t,y,o,f,c
2573,k,w,n,s,p,p,t,t,y,o,f,c
2574,k,w,n,s,p,p,t,t,y,o,f,c
2575,k,w,n,s,p,p,t,t,y,o,f,c
2576,n,w,g,s,p,p,t,t,y,o,f,c
2577,k,w,n,s,p,p,t,t,y,o,f,c
2578,k,w,g,s,p,p,t,t,f,o,f,c
2579,k,w,e,s,p,p,t,t,y,o,f,c
2580,k,w,e,s,p,p,t,t,y,o,f,c
2581,n,w,g,s,p,p,t,t,y,o,f,c
2582,n,w,e,s,p,p,t,t,f,o,f,c
2583,k,w,n,s,p,p,t,t,f,o,f,c
2584,n,w,n,s,p,p,t,t,f,o,f,c
2585,n,w,g,s,p,p,t,t,y,o,f,c
2586,n,w,g,s,p,p,t,t,y,o,f,c
2587,k,w,e,s,p,p,t,t,f,o,f,c
2588,n,w,n,s,p,p,t,t,f,o,f,c
2589,n,w,n,s,p,p,t,t,f,o,f,c
2590,k,w,e,s,p,p,t,t,y,o,f,c
2591,n,w,n,s,p,p,t,t,y,o,f,c
2592,k,w,n,s,p,p,t,t,f,o,f,c
2593,n,w,n,s,p,p,t,t,f,o,f,c
2594,h,w,g,k,l,p,e,f,f,o,f,c
2595,k,w,g,s,p,p,t,t,f,o,f,c
2596,n,w,n,s,p,p,t,t,y,o,f,c
2597,n,w,g,s,p,p,t,t,f,o,f,c
2598,n,w,g,s,p,p,t,t,f,o,f,c
2599,k,w,g,s,p,p,t,t,y,o,f,c
2600,k,w,n,s,p,p,t,t,f,o,f,c
2601,k,w,g,s,p,p,t,t,f,o,f,c
2602,k,w,n,s,p,p,t,t,y,o,f,c
2603,k,w,e,s,p,p,t,t,f,o,f,c
2604,n,w,n,s,p,p,t,t,f,o,f,c
2605,h,w,g,k,l,p,e,f,f,o,f,c
2606,n,w,e,s,p,p,t,t,f,o,f,c
2607,n,w,n,s,p,p,t,t,f,o,f,c
2608,k,w,e,s,p,p,t,t,f,o,f,c
2609,n,w,e,s,p,p,t,t,f,o,f,c
2610,k,w,e,s,p,p,t,t,y,o,f,c
2611,n,w,g,s,p,p,t,t,y,o,f,c
2612,n,w,n,s,p,p,t,t,f,o,f,c
2613,n,w,g,s,p,p,t,t,f,o,f,c
2614,k,w,g,s,p,p,t,t,f,o,f,c
2615,k,w,n,s,p,p,t,t,y,o,f,c
2616,n,w,g,s,p,p,t,t,y,o,f,c
2617,n,w,g,s,p,p,t,t,y,o,f,c
2618,n,w,n,s,p,p,t,t,f,o,f,c
2619,k,w,e,s,p,p,t,t,y,o,f,c
2620,n,w,n,s,p,p,t,t,f,o,f,c
2621,n,w,e,s,p,p,t,t,y,o,f,c
2622,n,w,n,s,p,p,t,t,f,o,f,c
2623,k,w,n,s,p,p,t,t,f,o,f,c
2624,n,w,e,s,p,p,t,t,y,o,f,c
2625,n,w,g,s,p,p,t,t,f,o,f,c
2626,n,w,n,s,p,p,t,t,y,o,f,c
2627,n,w,g,s,p,p,e,f,f,o,f,c
2628,n,w,g,s,p,p,t,t,f,o,f,c
2629,n,w,n,s,p,p,t,t,f,o,f,c
2630,k,w,n,f,e,p,t,f,s,o,f,w
2631,n,w,n,s,p,p,t,t,f,o,f,c
2632,n,w,g,s,p,p,t,t,y,o,f,c
2633,n,w,g,s,p,p,t,t,y,o,f,c
2634,n,w,g,s,p,p,t,t,y,o,f,c
2635,n,w,e,s,p,p,t,t,y,o,f,c
2636,n,w,g,s,p,p,t,t,y,o,f,c
2637,n,w,g,s,p,p,t,t,f,o,f,c
2638,n,w,g,s,p,p,t,t,f,o,f,c
2639,k,w,n,s,p,p,t,t,y,o,f,c
2640,k,w,n,s,p,p,t,t,f,o,f,c
2641,n,w,e,s,p,p,t,t,y,o,f,c
2642,k,w,e,s,p,p,t,t,y,o,f,c
2643,k,w,n,s,p,p,t,t,y,o,f,c
2644,n,w,n,s,p,p,t,t,y,o,f,c
2645,n,w,g,s,p,p,t,t,f,o,f,c
2646,k,w,g,s,p,p,t,t,f,o,f,c
2647,k,w,w,f,e,p,t,f,f,o,f,w
2648,n,w,n,s,p,p,t,t,y,o,f,c
2649,k,w,g,s,p,p,t,t,f,o,f,c
2650,n,w,e,s,p,p,t,t,y,o,f,c
2651,k,w,e,s,p,p,t,t,f,o,f,c
2652,n,w,n,s,p,p,t,t,y,o,f,c
2653,k,w,n,s,p,p,t,t,y,o,f,c
2654,k,w,g,s,p,p,t,t,y,o,f,c
2655,k,w,n,s,p,p,t,t,f,o,f,c
2656,k,w,e,s,p,p,t,t,y,o,f,c
2657,k,w,e,s,p,p,t,t,y,o,f,c
2658,k,w,e,s,p,p,t,t,y,o,f,c
2659,n,w,e,s,p,p,t,t,f,o,f,c
2660,n,w,e,s,p,p,t,t,f,o,f,c
2661,n,w,e,s,p,p,t,t,f,o,f,c
2662,n,w,n,s,p,p,t,t,f,o,f,c
2663,k,w,g,s,p,p,t,t,f,o,f,c
2664,k,w,g,s,p,p,t,t,f,o,f,c
2665,k,w,g,s,p,p,t,t,y,o,f,c
2666,n,w,n,s,p,p,t,t,y,o,f,c
2667,k,w,e,s,p,p,t,t,f,o,f,c
2668,n,w,e,s,p,p,t,t,f,o,f,c
2669,n,w,g,s,p,p,t,t,f,o,f,c
2670,n,w,e,s,p,p,t,t,f,o,f,c
2671,n,w,n,s,p,p,t,t,f,o,f,c
2672,n,w,e,s,p,p,t,t,f,o,f,c
2673,n,w,n,s,p,p,t,t,f,o,f,c
2674,k,w,n,s,p,p,t,t,f,o,f,c
2675,k,w,n,s,p,p,t,t,f,o,f,c
2676,k,w,g,s,p,p,t,t,f,o,f,c
2677,n,w,e,s,p,p,t,t,f,o,f,c
2678,n,w,e,s,p,p,t,t,y,o,f,c
2679,k,w,g,s,p,p,t,t,f,o,f,c
2680,n,w,n,s,p,p,t,t,f,o,f,c
2681,n,w,n,s,p,p,t,t,y,o,f,c
2682,k,w,n,s,p,p,t,t,f,o,f,c
2683,n,w,p,s,p,p,e,f,f,o,f,c
2684,k,w,e,s,p,p,t,t,f,o,f,c
2685,n,w,n,s,p,p,t,t,f,o,f,c
2686,n,w,e,s,p,p,t,t,y,o,f,c
2687,n,w,n,s,p,p,t,t,f,o,f,c
2688,k,w,n,s,p,p,t,t,f,o,f,c
2689,k,w,g,s,p,p,t,t,y,o,f,c
2690,n,w,n,s,e,p,t,f,s,o,f,w
2691,k,w,g,s,p,p,t,t,y,o,f,c
2692,n,w,n,s,p,p,t,t,y,o,f,c
2693,k,w,n,s,p,p,t,t,y,o,f,c
2694,n,w,g,s,p,p,t,t,f,o,f,c
2695,n,w,e,s,p,p,t,t,f,o,f,c
2696,k,w,n,s,p,p,t,t,f,o,f,c
2697,h,w,g,k,l,p,e,f,f,o,f,c
2698,n,w,e,s,p,p,t,t,y,o,f,c
2699,k,w,g,s,p,p,t,t,f,o,f,c
2700,n,w,e,s,p,p,t,t,f,o,f,c
2701,k,w,e,s,p,p,t,t,f,o,f,c
2702,k,w,e,s,p,p,t,t,y,o,f,c
2703,n,w,n,s,p,p,t,t,f,o,f,c
2704,k,w,n,s,p,p,t,t,f,o,f,c
2705,k,w,n,s,p,p,t,t,y,o,f,c
2706,n,w,e,s,p,p,t,t,f,o,f,c
2707,k,w,e,s,p,p,t,t,y,o,f,c
2708,k,w,n,s,p,p,t,t,y,o,f,c
2709,k,w,g,s,p,p,t,t,y,o,f,c
2710,k,w,n,s,p,p,t,t,y,o,f,c
2711,n,w,e,s,p,p,t,t,y,o,f,c
2712,n,w,e,s,p,p,t,t,f,o,f,c
2713,k,w,e,s,p,p,t,t,f,o,f,c
2714,n,w,e,s,p,p,t,t,y,o,f,c
2715,k,w,n,s,p,p,t,t,y,o,f,c
2716,n,w,e,s,p,p,t,t,f,o,f,c
2717,n,w,e,s,p,p,t,t,f,o,f,c
2718,k,w,n,s,p,p,t,t,f,o,f,c
2719,k,w,e,s,p,p,t,t,y,o,f,c
2720,n,w,n,s,p,p,t,t,f,o,f,c
2721,n,w,e,s,p,p,t,t,y,o,f,c
2722,n,w,g,s,p,p,t,t,f,o,f,c
2723,n,w,n,s,p,p,t,t,y,o,f,c
2724,k,w,e,s,p,p,t,t,y,o,f,c
2725,k,w,n,s,p,p,t,t,y,o,f,c
2726,n,w,e,s,p,p,t,t,y,o,f,c
2727,n,w,g,s,p,p,t,t,y,o,f,c
2728,k,w,g,s,p,p,t,t,y,o,f,c
2729,n,w,n,s,p,p,t,t,y,o,f,c
2730,k,w,g,s,e,p,t,f,s,o,f,w
2731,n,w,n,s,p,p,t,t,f,o,f,c
2732,n,w,g,s,p,p,t,t,y,o,f,c
2733,k,w,g,s,p,p,t,t,y,o,f,c
2734,k,w,n,s,p,p,t,t,f,o,f,c
2735,n,w,e,s,p,p,t,t,f,o,f,c
2736,k,w,e,s,p,p,t,t,y,o,f,c
2737,k,w,n,s,p,p,t,t,y,o,f,c
2738,k,w,e,s,p,p,t,t,f,o,f,c
2739,k,w,e,s,p,p,t,t,y,o,f,c
2740,n,w,n,s,p,p,t,t,y,o,f,c
2741,n,w,g,s,p,p,t,t,f,o,f,c
2742,k,w,e,s,p,p,t,t,f,o,f,c
2743,k,w,n,s,p,p,t,t,y,o,f,c
2744,n,w,n,s,p,p,t,t,y,o,f,c
2745,n,w,e,s,p,p,t,t,f,o,f,c
2746,k,w,g,s,p,p,t,t,f,o,f,c
2747,k,w,n,s,p,p,t,t,y,o,f,c
2748,n,w,g,s,p,p,t,t,y,o,f,c
2749,k,w,g,s,p,p,e,f,f,o,f,c
2750,n,w,n,s,p,p,t,t,y,o,f,c
2751,n,w,g,s,p,p,t,t,f,o,f,c
2752,k,w,n,s,p,p,t,t,y,o,f,c
2753,k,w,g,s,p,p,t,t,y,o,f,c
2754,n,w,n,s,p,p,t,t,y,o,f,c
2755,n,w,n,s,p,p,t,t,f,o,f,c
2756,k,w,n,s,p,p,t,t,f,o,f,c
2757,n,w,n,s,p,p,t,t,y,o,f,c
2758,k,w,n,s,p,p,t,t,f,o,f,c
2759,n,w,n,s,p,p,t,t,f,o,f,c
2760,k,w,g,s,p,p,t,t,y,o,f,c
2761,k,w,g,s,p,p,t,t,f,o,f,c
2762,k,w,g,s,p,p,t,t,y,o,f,c
2763,n,w,g,s,p,p,t,t,y,o,f,c
2764,n,w,n,s,p,p,t,t,f,o,f,c
2765,n,w,g,s,p,p,t,t,f,o,f,c
2766,h,w,g,k,l,p,e,f,f,o,f,c
2767,n,w,n,s,p,p,t,t,f,o,f,c
2768,k,w,g,s,p,p,t,t,y,o,f,c
2769,n,w,g,s,p,p,t,t,f,o,f,c
2770,h,w,g,k,l,p,e,f,f,o,f,c
2771,n,w,n,s,p,p,t,t,f,o,f,c
2772,n,w,e,s,p,p,t,t,y,o,f,c
2773,k,w,n,s,p,p,t,t,y,o,f,c
2774,k,w,e,s,p,p,t,t,f,o,f,c
2775,n,w,e,s,p,p,t,t,f,o,f,c
2776,n,w,n,s,p,p,t,t,y,o,f,c
2777,k,w,n,s,p,p,t,t,f,o,f,c
2778,n,w,e,s,p,p,t,t,f,o,f,c
2779,k,w,g,s,p,p,t,t,f,o,f,c
2780,k,w,n,s,p,p,t,t,f,o,f,c
2781,n,w,e,s,p,p,t,t,y,o,f,c
2782,k,w,g,s,p,p,t,t,f,o,f,c
2783,k,w,g,s,p,p,t,t,f,o,f,c
2784,k,w,g,s,p,p,t,t,f,o,f,c
2785,k,w,n,s,p,p,t,t,f,o,f,c
2786,n,w,n,s,p,p,t,t,f,o,f,c
2787,n,w,e,s,p,p,t,t,y,o,f,c
2788,k,w,g,f,e,p,t,f,s,o,f,w
2789,k,w,e,s,p,p,t,t,y,o,f,c
2790,n,w,g,s,p,p,t,t,f,o,f,c
2791,k,w,e,s,p,p,t,t,y,o,f,c
2792,n,w,g,s,p,p,t,t,f,o,f,c
2793,k,w,n,s,p,p,t,t,f,o,f,c
2794,n,w,e,s,p,p,t,t,f,o,f,c
2795,n,w,e,s,p,p,t,t,f,o,f,c
2796,k,w,g,s,p,p,t,t,f,o,f,c
2797,n,w,w,s,p,p,e,f,f,o,f,w
2798,n,w,e,s,p,p,t,t,y,o,f,c
2799,k,w,e,s,p,p,t,t,f,o,f,c
2800,n,w,n,s,p,p,t,t,y,o,f,c
2801,n,w,w,s,e,p,t,f,f,o,f,w
2802,n,w,g,s,p,p,t,t,f,o,f,c
2803,n,w,g,s,p,p,t,t,f,o,f,c
2804,n,w,g,s,p,p,t,t,f,o,f,c
2805,k,w,e,s,p,p,t,t,y,o,f,c
2806,k,w,e,s,p,p,t,t,f,o,f,c
2807,k,w,n,s,p,p,t,t,y,o,f,c
2808,n,w,e,s,p,p,t,t,y,o,f,c
2809,n,w,e,s,p,p,t,t,f,o,f,c
2810,k,w,e,s,p,p,t,t,y,o,f,c
2811,n,w,n,s,p,p,t,t,f,o,f,c
2812,n,w,g,s,p,p,t,t,y,o,f,c
2813,n,w,g,s,p,p,t,t,y,o,f,c
2814,n,w,g,s,p,p,t,t,f,o,f,c
2815,n,w,e,s,p,p,t,t,f,o,f,c
2816,k,w,n,s,p,p,t,t,f,o,f,c
2817,k,w,n,f,e,p,t,f,f,o,f,w
2818,n,w,e,s,p,p,t,t,f,o,f,c
2819,n,w,g,s,p,p,t,t,y,o,f,c
2820,k,w,n,s,p,p,t,t,y,o,f,c
2821,n,w,g,s,p,p,t,t,f,o,f,c
2822,n,w,e,s,p,p,t,t,y,o,f,c
2823,k,w,n,s,p,p,t,t,f,o,f,c
2824,k,w,g,s,p,p,t,t,y,o,f,c
2825,n,w,g,s,p,p,t,t,f,o,f,c
2826,k,w,e,s,p,p,t,t,f,o,f,c
2827,k,w,n,s,p,p,t,t,f,o,f,c
2828,n,w,g,s,p,p,t,t,y,o,f,c
2829,n,w,n,s,p,p,t,t,y,o,f,c
2830,k,w,e,s,p,p,t,t,y,o,f,c
2831,k,w,e,s,p,p,t,t,f,o,f,c
2832,n,w,n,s,p,p,t,t,f,o,f,c
2833,k,w,n,s,p,p,t,t,f,o,f,c
2834,k,w,g,s,p,p,t,t,y,o,f,c
2835,n,w,e,s,p,p,t,t,f,o,f,c
2836,n,w,n,s,p,p,t,t,f,o,f,c
2837,n,w,n,s,p,p,t,t,f,o,f,c
2838,k,w,e,s,p,p,t,t,y,o,f,c
2839,k,w,g,s,p,p,t,t,f,o,f,c
2840,k,w,g,s,p,p,t,t,f,o,f,c
2841,k,w,p,s,p,p,e,f,f,o,f,w
2842,n,w,n,s,p,p,t,t,y,o,f,c
2843,n,w,e,s,p,p,t,t,f,o,f,c
2844,n,w,n,f,e,p,t,f,s,o,f,w
2845,k,w,g,s,p,p,t,t,y,o,f,c
2846,k,w,g,s,p,p,t,t,y,o,f,c
2847,k,w,n,s,p,p,t,t,f,o,f,c
2848,n,w,g,s,p,p,t,t,f,o,f,c
2849,n,w,g,s,p,p,t,t,f,o,f,c
2850,k,w,n,s,p,p,t,t,y,o,f,c
2851,n,w,e,s,p,p,t,t,f,o,f,c
2852,n,w,n,s,p,p,t,t,f,o,f,c
2853,n,w,g,s,p,p,t,t,f,o,f,c
2854,n,w,n,s,p,p,t,t,f,o,f,c
2855,n,w,g,s,p,p,t,t,y,o,f,c
2856,n,w,e,s,p,p,t,t,y,o,f,c
2857,k,w,g,s,p,p,t,t,y,o,f,c
2858,k,w,g,s,p,p,t,t,f,o,f,c
2859,n,w,e,s,p,p,t,t,f,o,f,c
2860,k,w,p,s,p,p,e,f,s,o,f,w
2861,k,w,n,s,p,p,t,t,y,o,f,c
2862,k,w,e,s,p,p,t,t,y,o,f,c
2863,k,w,g,s,p,p,t,t,y,o,f,c
2864,k,w,g,s,p,p,t,t,y,o,f,c
2865,k,w,g,s,p,p,t,t,f,o,f,c
2866,n,w,e,s,p,p,t,t,f,o,f,c
2867,n,w,n,s,p,p,t,t,y,o,f,c
2868,n,w,g,s,p,p,t,t,y,o,f,c
2869,k,w,e,s,p,p,t,t,y,o,f,c
2870,k,w,n,s,p,p,t,t,y,o,f,c
2871,n,w,g,s,p,p,t,t,y,o,f,c
2872,n,w,n,s,p,p,t,t,y,o,f,c
2873,k,w,e,s,p,p,t,t,f,o,f,c
2874,n,w,e,s,p,p,t,t,f,o,f,c
2875,n,w,g,s,p,p,t,t,y,o,f,c
2876,k,w,g,s,p,p,t,t,f,o,f,c
2877,n,w,e,s,p,p,t,t,f,o,f,c
2878,n,w,g,s,p,p,t,t,f,o,f,c
2879,n,w,e,s,p,p,t,t,y,o,f,c
2880,n,w,e,s,p,p,t,t,y,o,f,c
2881,k,w,w,f,e,p,t,f,s,o,f,w
2882,k,w,n,s,p,p,t,t,y,o,f,c
2883,n,w,e,s,p,p,t,t,y,o,f,c
2884,k,w,e,s,p,p,t,t,f,o,f,c
2885,k,w,g,s,p,p,t,t,f,o,f,c
2886,k,w,n,s,p,p,t,t,f,o,f,c
2887,k,w,g,s,p,p,e,f,s,o,f,c
2888,k,w,e,s,p,p,t,t,y,o,f,c
2889,k,w,g,s,p,p,t,t,y,o,f,c
2890,k,w,n,s,e,p,t,f,f,o,f,w
2891,k,w,e,s,p,p,t,t,y,o,f,c
2892,n,w,w,s,p,p,e,f,f,o,f,w
2893,k,w,e,s,p,p,t,t,y,o,f,c
2894,k,w,g,s,p,p,t,t,f,o,f,c
2895,k,w,n,s,p,p,t,t,f,o,f,c
2896,k,w,n,s,p,p,t,t,y,o,f,c
2897,k,w,n,s,p,p,t,t,f,o,f,c
2898,n,w,g,s,p,p,t,t,f,o,f,c
2899,k,w,n,s,p,p,t,t,y,o,f,c
2900,n,w,g,s,p,p,t,t,y,o,f,c
2901,n,w,n,s,p,p,t,t,y,o,f,c
2902,n,w,g,s,p,p,t,t,f,o,f,c
2903,h,w,g,k,l,p,e,f,f,o,f,c
2904,n,w,g,s,p,p,t,t,y,o,f,c
2905,k,w,g,s,p,p,t,t,y,o,f,c
2906,k,w,g,s,p,p,t,t,f,o,f,c
2907,k,w,e,s,p,p,t,t,f,o,f,c
2908,k,w,g,s,p,p,t,t,f,o,f,c
2909,n,w,g,s,p,p,t,t,f,o,f,c
2910,n,w,g,s,p,p,t,t,f,o,f,c
2911,n,w,e,s,p,p,t,t,y,o,f,c
2912,n,w,g,s,p,p,t,t,f,o,f,c
2913,k,w,e,s,p,p,t,t,y,o,f,c
2914,k,w,n,s,p,p,t,t,f,o,f,c
2915,n,w,g,s,p,p,t,t,y,o,f,c
2916,n,w,e,s,p,p,t,t,y,o,f,c
2917,k,w,n,s,p,p,t,t,f,o,f,c
2918,k,w,e,s,p,p,t,t,f,o,f,c
2919,n,w,n,s,p,p,t,t,y,o,f,c
2920,k,w,n,s,p,p,t,t,y,o,f,c
2921,n,w,g,s,p,p,t,t,y,o,f,c
2922,k,w,e,s,p,p,t,t,f,o,f,c
2923,k,w,g,s,p,p,t,t,f,o,f,c
2924,k,w,g,s,p,p,t,t,y,o,f,c
2925,n,w,g,s,p,p,t,t,y,o,f,c
2926,h,w,g,k,l,p,e,f,f,o,f,c
2927,k,w,g,s,p,p,t,t,f,o,f,c
2928,n,w,g,s,p,p,t,t,f,o,f,c
2929,n,w,n,s,p,p,t,t,f,o,f,c
2930,n,w,g,s,p,p,t,t,f,o,f,c
2931,k,w,n,s,p,p,t,t,f,o,f,c
2932,k,w,n,s,p,p,t,t,y,o,f,c
2933,k,w,e,s,p,p,t,t,f,o,f,c
2934,k,w,n,s,p,p,t,t,y,o,f,c
2935,k,w,g,s,p,p,t,t,y,o,f,c
2936,n,w,g,s,p,p,t,t,f,o,f,c
2937,h,w,g,k,l,p,e,f,f,o,f,c
2938,n,w,n,s,p,p,t,t,f,o,f,c
2939,k,w,n,s,p,p,t,t,y,o,f,c
2940,n,w,e,s,p,p,t,t,f,o,f,c
2941,n,w,n,s,p,p,t,t,f,o,f,c
2942,n,w,n,s,p,p,t,t,f,o,f,c
2943,n,w,g,s,p,p,t,t,y,o,f,c
2944,k,w,n,s,p,p,t,t,y,o,f,c
2945,n,w,e,s,p,p,t,t,y,o,f,c
2946,k,w,g,s,p,p,t,t,f,o,f,c
2947,k,w,g,s,p,p,t,t,f,o,f,c
2948,n,w,e,s,p,p,t,t,y,o,f,c
2949,n,w,e,s,p,p,t,t,y,o,f,c
2950,k,w,g,s,p,p,t,t,f,o,f,c
2951,n,w,n,s,p,p,t,t,y,o,f,c
2952,k,w,e,s,p,p,t,t,f,o,f,c
2953,n,w,n,s,p,p,t,t,f,o,f,c
2954,n,w,e,s,p,p,t,t,f,o,f,c
2955,n,w,n,s,p,p,t,t,f,o,f,c
2956,k,w,e,s,p,p,t,t,y,o,f,c
2957,k,w,n,s,p,p,t,t,f,o,f,c
2958,n,w,e,s,p,p,t,t,f,o,f,c
2959,k,w,e,s,p,p,t,t,f,o,f,c
2960,k,w,n,s,p,p,t,t,f,o,f,c
2961,n,w,n,s,p,p,t,t,y,o,f,c
2962,n,w,e,s,p,p,t,t,y,o,f,c
2963,n,w,n,s,p,p,t,t,f,o,f,c
2964,k,w,n,s,p,p,t,t,y,o,f,c
2965,n,w,e,s,p,p,t,t,y,o,f,c
2966,n,w,g,s,e,p,t,f,f,o,f,w
2967,k,w,e,s,p,p,t,t,y,o,f,c
2968,n,w,e,s,p,p,t,t,y,o,f,c
2969,n,w,n,s,p,p,t,t,f,o,f,c
2970,k,w,n,s,p,p,t,t,f,o,f,c
2971,k,w,g,s,p,p,t,t,f,o,f,c
2972,k,w,g,s,p,p,t,t,y,o,f,c
2973,n,w,n,s,p,p,t,t,f,o,f,c
2974,n,w,n,s,p,p,t,t,f,o,f,c
2975,k,w,n,s,p,p,t,t,y,o,f,c
2976,k,w,g,s,p,p,t,t,y,o,f,c
2977,n,w,g,s,p,p,t,t,f,o,f,c
2978,k,w,e,s,p,p,t,t,y,o,f,c
2979,n,w,g,s,p,p,t,t,f,o,f,c
2980,n,w,e,s,p,p,t,t,y,o,f,c
2981,n,w,g,s,p,p,t,t,f,o,f,c
2982,n,w,e,s,p,p,t,t,f,o,f,c
2983,n,w,e,s,p,p,t,t,f,o,f,c
2984,k,w,e,s,p,p,t,t,f,o,f,c
2985,k,w,g,s,p,p,t,t,y,o,f,c
2986,k,w,g,s,p,p,t,t,f,o,f,c
2987,k,w,e,s,p,p,t,t,f,o,f,c
2988,n,w,g,s,p,p,t,t,f,o,f,c
2989,k,w,n,s,p,p,t,t,f,o,f,c
2990,h,w,g,k,l,p,e,f,f,o,f,c
2991,k,w,n,s,p,p,t,t,f,o,f,c
2992,n,w,g,s,p,p,t,t,y,o,f,c
2993,n,w,n,s,p,p,t,t,f,o,f,c
2994,k,w,e,s,p,p,t,t,f,o,f,c
2995,k,w,g,s,p,p,t,t,f,o,f,c
2996,k,w,n,s,p,p,t,t,y,o,f,c
2997,k,w,e,s,p,p,t,t,y,o,f,c
2998,k,w,e,s,p,p,t,t,y,o,f,c
2999,n,w,n,s,p,p,t,t,y,o,f,c
3000,k,w,n,s,p,p,t,t,y,o,f,c
3001,h,w,y,k,l,p,e,f,y,o,f,c
3002,n,w,n,s,p,p,t,t,y,o,f,c
