,spore-print-color_cat,class_cat,population_cat,gill-attachment_cat,stalk-color-above-ring_cat,veil-type_cat,cap-color_cat,stalk-surface-above-ring_cat,gill-color_cat,bruises%3F_cat,stalk-shape_cat,odor_cat
2156,n,e,y,f,p,p,n,s,n,t,t,n
2157,n,e,v,f,w,p,n,s,u,t,t,n
2158,n,e,y,f,p,p,n,s,w,t,t,n
2159,k,e,v,f,w,p,e,s,u,t,t,n
2160,k,e,y,f,w,p,n,s,u,t,t,n
2161,n,e,y,f,g,p,e,s,p,t,t,n
2162,k,e,v,f,g,p,g,s,p,t,t,n
2163,k,e,y,f,w,p,n,s,u,t,t,n
2164,n,e,y,f,w,p,n,s,u,t,t,n
2165,n,e,y,f,w,p,e,s,n,t,t,n
2166,n,e,y,f,p,p,e,s,w,t,t,n
2167,k,e,y,f,p,p,g,s,p,t,t,n
2168,k,e,y,f,g,p,g,s,n,t,t,n
2169,n,e,v,f,p,p,e,s,p,t,t,n
2170,k,e,v,f,g,p,g,s,p,t,t,n
2171,n,e,v,f,g,p,g,s,n,t,t,n
2172,n,e,v,f,g,p,g,s,n,t,t,n
2173,k,e,v,f,g,p,g,s,n,t,t,n
2174,n,e,y,f,w,p,e,s,n,t,t,n
2175,k,e,v,f,w,p,n,s,p,t,t,n
2176,k,e,y,f,g,p,n,s,w,t,t,n
2177,n,e,v,f,w,p,e,s,p,t,t,n
2178,h,p,y,f,n,p,g,k,p,f,e,f
2179,k,e,y,f,p,p,g,s,u,t,t,n
2180,n,e,y,f,p,p,e,s,w,t,t,n
2181,n,e,v,f,g,p,n,s,u,t,t,n
2182,n,e,y,f,g,p,n,s,p,t,t,n
2183,k,e,v,f,g,p,e,s,w,t,t,n
2184,k,e,v,f,g,p,n,s,p,t,t,n
2185,k,e,y,f,w,p,n,s,p,t,t,n
2186,k,e,y,f,w,p,g,s,p,t,t,n
2187,k,e,y,f,p,p,e,s,n,t,t,n
2188,k,e,v,f,g,p,g,s,w,t,t,n
2189,n,e,v,f,g,p,g,s,u,t,t,n
2190,k,e,v,f,p,p,n,s,u,t,t,n
2191,k,e,y,f,w,p,g,s,w,t,t,n
2192,n,e,s,f,w,p,g,s,k,f,t,n
2193,k,e,y,f,p,p,e,s,u,t,t,n
2194,k,e,y,f,p,p,g,s,p,t,t,n
2195,n,e,v,f,g,p,e,s,n,t,t,n
2196,k,e,v,f,g,p,g,s,n,t,t,n
2197,k,e,y,f,w,p,g,s,u,t,t,n
2198,n,e,v,f,p,p,g,s,n,t,t,n
2199,n,e,y,f,w,p,g,s,p,t,t,n
2200,n,e,a,f,w,p,w,s,p,f,t,n
2201,n,e,y,f,g,p,n,s,w,t,t,n
2202,k,e,v,f,p,p,n,s,w,t,t,n
2203,k,e,y,f,g,p,g,s,p,t,t,n
2204,k,e,y,f,w,p,g,s,w,t,t,n
2205,n,e,v,f,w,p,e,s,u,t,t,n
2206,k,e,v,f,g,p,e,s,u,t,t,n
2207,k,e,y,f,g,p,n,s,w,t,t,n
2208,k,e,y,f,w,p,g,s,w,t,t,n
2209,n,e,v,f,p,p,g,s,w,t,t,n
2210,n,p,s,f,w,p,p,s,g,f,e,c
2211,n,e,y,f,g,p,n,s,p,t,t,n
2212,k,e,v,f,p,p,g,s,n,t,t,n
2213,k,e,y,f,w,p,e,s,p,t,t,n
2214,n,e,v,f,p,p,n,s,p,t,t,n
2215,n,e,v,f,w,p,n,s,w,t,t,n
2216,n,e,y,f,g,p,g,s,w,t,t,n
2217,n,e,v,f,g,p,n,s,p,t,t,n
2218,k,e,v,f,p,p,n,s,n,t,t,n
2219,k,e,v,f,p,p,n,s,w,t,t,n
2220,n,e,v,f,p,p,e,s,w,t,t,n
2221,k,e,v,f,w,p,g,s,p,t,t,n
2222,n,e,v,f,w,p,e,s,n,t,t,n
2223,n,e,v,f,g,p,e,s,u,t,t,n
2224,n,e,y,f,p,p,n,s,w,t,t,n
2225,k,e,v,f,w,p,e,s,p,t,t,n
2226,n,e,y,f,p,p,e,s,n,t,t,n
2227,n,e,s,f,w,p,w,f,k,f,t,n
2228,k,e,y,f,g,p,g,s,p,t,t,n
2229,k,e,v,f,g,p,e,s,p,t,t,n
2230,n,e,v,f,p,p,g,s,p,t,t,n
2231,k,e,v,f,w,p,e,s,w,t,t,n
2232,n,e,y,f,w,p,g,s,p,t,t,n
2233,n,e,v,f,w,p,e,s,p,t,t,n
2234,k,e,v,f,p,p,g,s,p,t,t,n
2235,k,e,y,f,p,p,e,s,p,t,t,n
2236,n,e,y,f,w,p,g,s,p,t,t,n
2237,k,e,s,f,w,p,g,s,h,f,t,n
2238,h,p,y,f,b,p,g,k,g,f,e,f
2239,k,e,y,f,g,p,e,s,p,t,t,n
2240,n,e,y,f,w,p,e,s,w,t,t,n
2241,k,p,v,f,w,p,w,s,w,t,e,p
2242,k,e,y,f,w,p,n,s,u,t,t,n
2243,n,e,y,f,p,p,e,s,n,t,t,n
2244,k,e,v,f,p,p,e,s,n,t,t,n
2245,k,e,v,f,g,p,g,s,n,t,t,n
2246,n,e,v,f,g,p,g,s,p,t,t,n
2247,n,e,a,f,w,p,g,f,n,f,t,n
2248,n,e,y,f,g,p,n,s,u,t,t,n
2249,k,e,y,f,g,p,e,s,n,t,t,n
2250,n,e,y,f,g,p,g,s,u,t,t,n
2251,k,e,y,f,g,p,n,s,w,t,t,n
2252,n,e,s,f,w,p,g,f,h,f,t,n
2253,n,e,v,f,p,p,g,s,p,t,t,n
2254,k,e,v,f,w,p,n,s,w,t,t,n
2255,k,e,y,f,p,p,g,s,p,t,t,n
2256,n,e,y,f,w,p,n,s,u,t,t,n
2257,n,e,v,f,p,p,g,s,w,t,t,n
2258,n,e,v,f,p,p,e,s,u,t,t,n
2259,n,e,v,f,p,p,n,s,n,t,t,n
2260,n,e,a,f,w,p,g,f,n,f,t,n
2261,k,e,y,f,w,p,n,s,w,t,t,n
2262,k,e,y,f,w,p,n,s,n,t,t,n
2263,n,e,y,f,p,p,e,s,w,t,t,n
2264,k,e,y,f,p,p,e,s,w,t,t,n
2265,k,e,y,f,p,p,n,s,n,t,t,n
2266,k,e,a,f,w,p,w,s,h,f,t,n
2267,n,e,v,f,g,p,n,s,p,t,t,n
2268,k,e,y,f,w,p,e,s,p,t,t,n
2269,n,e,v,f,p,p,g,s,p,t,t,n
2270,n,e,v,f,p,p,g,s,n,t,t,n
2271,k,e,s,f,w,p,n,s,n,f,t,n
2272,k,e,v,f,w,p,g,s,n,t,t,n
2273,k,e,y,f,g,p,e,s,u,t,t,n
2274,k,e,v,f,w,p,g,s,n,t,t,n
2275,n,e,y,f,w,p,n,s,u,t,t,n
2276,k,e,y,f,p,p,e,s,u,t,t,n
2277,n,e,y,f,w,p,n,s,w,t,t,n
2278,n,e,v,f,w,p,g,s,n,t,t,n
2279,n,e,v,f,g,p,g,s,w,t,t,n
2280,k,e,y,f,p,p,n,s,p,t,t,n
2281,n,e,y,f,p,p,n,s,u,t,t,n
2282,n,e,v,f,w,p,e,s,p,t,t,n
2283,k,e,y,f,w,p,g,s,n,t,t,n
2284,k,e,y,f,w,p,n,s,p,t,t,n
2285,k,p,v,f,w,p,p,s,n,f,e,c
2286,k,e,y,f,g,p,g,s,w,t,t,n
2287,n,e,y,f,w,p,n,s,p,t,t,n
2288,k,p,s,f,w,p,n,s,p,t,e,p
2289,k,e,y,f,w,p,n,s,u,t,t,n
2290,k,e,y,f,g,p,g,s,u,t,t,n
2291,k,e,v,f,g,p,e,s,n,t,t,n
2292,n,e,v,f,p,p,e,s,n,t,t,n
2293,k,e,v,f,w,p,e,s,p,t,t,n
2294,n,e,y,f,p,p,g,s,p,t,t,n
2295,k,e,s,f,w,p,w,s,n,f,t,n
2296,n,e,v,f,w,p,g,s,p,t,t,n
2297,n,e,s,f,w,p,n,s,p,f,t,n
2298,n,e,y,f,g,p,n,s,w,t,t,n
2299,k,e,v,f,p,p,g,s,p,t,t,n
2300,n,e,v,f,w,p,e,s,p,t,t,n
2301,k,e,v,f,g,p,n,s,u,t,t,n
2302,n,e,v,f,p,p,g,s,w,t,t,n
2303,k,e,y,f,p,p,g,s,w,t,t,n
2304,k,e,v,f,p,p,g,s,w,t,t,n
2305,n,e,y,f,p,p,g,s,n,t,t,n
2306,n,e,v,f,g,p,g,s,p,t,t,n
2307,k,e,v,f,w,p,e,s,p,t,t,n
2308,k,e,y,f,g,p,e,s,n,t,t,n
2309,n,e,v,f,p,p,n,s,w,t,t,n
2310,n,e,y,f,p,p,n,s,w,t,t,n
2311,k,e,v,f,g,p,n,s,n,t,t,n
2312,n,e,y,f,p,p,n,s,p,t,t,n
2313,n,e,v,f,p,p,g,s,u,t,t,n
2314,k,e,y,f,w,p,e,s,w,t,t,n
2315,k,e,v,f,p,p,n,s,w,t,t,n
2316,k,e,v,f,w,p,e,s,p,t,t,n
2317,k,e,y,f,w,p,n,s,w,t,t,n
2318,k,e,y,f,w,p,g,s,p,t,t,n
2319,n,e,v,f,p,p,n,s,n,t,t,n
2320,k,e,y,f,g,p,g,s,w,t,t,n
2321,k,e,v,f,p,p,e,s,w,t,t,n
2322,k,e,y,f,w,p,n,s,p,t,t,n
2323,k,e,y,f,w,p,g,s,w,t,t,n
2324,n,e,y,f,w,p,e,s,u,t,t,n
2325,k,e,v,f,p,p,n,s,u,t,t,n
2326,n,e,y,f,g,p,n,s,w,t,t,n
2327,n,e,v,f,p,p,g,s,u,t,t,n
2328,k,e,v,f,p,p,n,s,w,t,t,n
2329,k,e,y,f,p,p,e,s,w,t,t,n
2330,k,e,v,f,p,p,n,s,w,t,t,n
2331,k,e,v,f,g,p,n,s,w,t,t,n
2332,k,e,y,f,w,p,n,s,n,t,t,n
2333,n,e,y,f,w,p,e,s,u,t,t,n
2334,n,e,y,f,p,p,e,s,u,t,t,n
2335,n,e,v,f,g,p,g,s,w,t,t,n
2336,n,e,v,f,w,p,g,s,p,t,t,n
2337,n,e,v,f,w,p,e,s,u,t,t,n
2338,n,e,y,f,w,p,n,s,w,t,t,n
2339,n,e,y,f,p,p,e,s,n,t,t,n
2340,n,e,v,f,p,p,g,s,u,t,t,n
2341,k,e,y,f,w,p,g,s,u,t,t,n
2342,n,e,v,f,p,p,e,s,u,t,t,n
2343,n,e,v,f,w,p,n,s,w,t,t,n
2344,n,e,y,f,p,p,n,s,p,t,t,n
2345,k,e,v,f,g,p,g,s,u,t,t,n
2346,n,e,s,f,w,p,w,s,h,f,t,n
2347,n,e,y,f,g,p,g,s,w,t,t,n
2348,n,e,s,f,w,p,g,f,n,f,t,n
2349,n,e,y,f,g,p,n,s,u,t,t,n
2350,k,e,y,f,w,p,e,s,w,t,t,n
2351,n,p,s,f,w,p,w,s,w,t,e,p
2352,k,e,v,f,w,p,g,s,n,t,t,n
2353,k,e,y,f,w,p,n,s,w,t,t,n
2354,n,e,y,f,g,p,g,s,w,t,t,n
2355,k,e,v,f,p,p,e,s,n,t,t,n
2356,k,e,v,f,g,p,g,s,n,t,t,n
2357,n,e,y,f,p,p,n,s,p,t,t,n
2358,k,e,y,f,p,p,e,s,n,t,t,n
2359,n,e,v,f,p,p,n,s,n,t,t,n
2360,n,e,y,f,w,p,n,s,n,t,t,n
2361,k,e,y,f,g,p,n,s,p,t,t,n
2362,k,e,y,f,g,p,g,s,u,t,t,n
2363,k,e,y,f,w,p,n,s,n,t,t,n
2364,k,e,v,f,w,p,e,s,w,t,t,n
2365,k,e,y,f,p,p,n,s,p,t,t,n
2366,k,e,v,f,w,p,e,s,n,t,t,n
2367,n,e,a,f,w,p,w,s,k,f,t,n
2368,k,e,v,f,g,p,n,s,n,t,t,n
2369,k,e,y,f,g,p,g,s,w,t,t,n
2370,k,e,y,f,p,p,n,s,w,t,t,n
2371,n,e,y,f,g,p,e,s,p,t,t,n
2372,k,e,y,f,g,p,n,s,n,t,t,n
2373,n,e,v,f,w,p,n,s,u,t,t,n
2374,n,e,y,f,w,p,n,s,p,t,t,n
2375,n,p,v,f,w,p,w,s,w,t,e,p
2376,k,e,v,f,g,p,g,s,w,t,t,n
2377,k,e,s,f,w,p,w,s,k,f,t,n
2378,n,e,s,f,w,p,g,s,p,f,t,n
2379,k,e,v,f,p,p,g,s,p,t,t,n
2380,k,e,y,f,p,p,n,s,n,t,t,n
2381,k,e,v,f,g,p,e,s,n,t,t,n
2382,k,e,v,f,p,p,g,s,n,t,t,n
2383,k,e,y,f,w,p,n,s,u,t,t,n
2384,n,e,v,f,p,p,n,s,w,t,t,n
2385,h,p,y,f,n,p,g,k,h,f,e,f
2386,k,e,y,f,g,p,e,s,w,t,t,n
2387,k,e,a,f,w,p,n,s,h,f,t,n
2388,n,p,v,f,w,p,w,s,n,t,e,p
2389,n,e,y,f,p,p,g,s,p,t,t,n
2390,n,e,v,f,w,p,n,s,n,t,t,n
2391,k,e,y,f,g,p,n,s,p,t,t,n
2392,k,e,v,f,p,p,g,s,u,t,t,n
2393,k,e,v,f,p,p,g,s,w,t,t,n
2394,n,e,v,f,p,p,n,s,u,t,t,n
2395,k,e,y,f,g,p,n,s,u,t,t,n
2396,k,e,v,f,w,p,g,s,u,t,t,n
2397,n,e,y,f,g,p,g,s,n,t,t,n
2398,n,e,y,f,g,p,e,s,u,t,t,n
2399,k,e,y,f,w,p,e,s,n,t,t,n
2400,k,p,v,f,w,p,w,s,n,t,e,p
2401,k,e,v,f,w,p,g,s,n,t,t,n
2402,k,e,v,f,g,p,g,s,p,t,t,n
2403,k,e,v,f,w,p,e,s,w,t,t,n
2404,k,e,v,f,p,p,g,s,p,t,t,n
2405,n,e,v,f,w,p,n,s,w,t,t,n
2406,n,e,y,f,g,p,e,s,w,t,t,n
2407,n,e,y,f,w,p,e,s,w,t,t,n
2408,k,e,y,f,g,p,e,s,w,t,t,n
2409,n,e,y,f,p,p,g,s,n,t,t,n
2410,k,e,v,f,w,p,g,s,p,t,t,n
2411,n,e,v,f,w,p,n,s,p,t,t,n
2412,n,e,v,f,p,p,n,s,p,t,t,n
2413,k,e,v,f,p,p,g,s,n,t,t,n
2414,n,e,v,f,p,p,g,s,u,t,t,n
2415,k,e,y,f,p,p,n,s,p,t,t,n
2416,n,e,v,f,g,p,n,s,w,t,t,n
2417,k,e,y,f,g,p,n,s,u,t,t,n
2418,k,e,y,f,p,p,n,s,p,t,t,n
2419,k,e,v,f,p,p,n,s,p,t,t,n
2420,n,e,y,f,p,p,n,s,u,t,t,n
2421,n,e,v,f,g,p,n,s,p,t,t,n
2422,k,e,y,f,g,p,n,s,p,t,t,n
2423,n,e,y,f,p,p,g,s,n,t,t,n
2424,n,e,y,f,w,p,e,s,u,t,t,n
2425,n,e,v,f,g,p,n,s,p,t,t,n
2426,k,p,v,f,w,p,p,s,g,f,e,c
2427,n,e,y,f,p,p,e,s,u,t,t,n
2428,k,e,y,f,p,p,n,s,w,t,t,n
2429,k,e,y,f,p,p,n,s,w,t,t,n
2430,n,e,v,f,p,p,e,s,u,t,t,n
2431,k,e,y,f,w,p,e,s,n,t,t,n
2432,n,e,y,f,w,p,g,s,w,t,t,n
2433,n,e,y,f,p,p,g,s,n,t,t,n
2434,k,e,v,f,g,p,g,s,p,t,t,n
2435,n,e,y,f,p,p,g,s,u,t,t,n
2436,n,e,y,f,w,p,g,s,p,t,t,n
2437,n,e,v,f,w,p,e,s,u,t,t,n
2438,k,e,y,f,p,p,n,s,p,t,t,n
2439,k,e,v,f,g,p,e,s,u,t,t,n
2440,n,e,y,f,w,p,g,s,u,t,t,n
2441,k,e,y,f,p,p,g,s,w,t,t,n
2442,k,e,y,f,p,p,g,s,n,t,t,n
2443,h,p,y,f,b,p,g,k,h,f,e,f
2444,k,e,v,f,w,p,n,s,u,t,t,n
2445,n,e,y,f,g,p,e,s,p,t,t,n
2446,k,e,v,f,p,p,n,s,w,t,t,n
2447,n,e,y,f,w,p,n,s,p,t,t,n
2448,k,e,v,f,p,p,n,s,p,t,t,n
2449,k,e,y,f,w,p,g,s,n,t,t,n
2450,n,e,y,f,p,p,g,s,p,t,t,n
2451,n,e,y,f,p,p,g,s,w,t,t,n
2452,n,e,a,f,w,p,g,s,k,f,t,n
2453,k,e,y,f,w,p,g,s,n,t,t,n
2454,k,e,y,f,w,p,e,s,p,t,t,n
2455,k,e,v,f,p,p,n,s,p,t,t,n
2456,n,e,y,f,g,p,e,s,n,t,t,n
2457,n,e,v,f,w,p,g,s,p,t,t,n
2458,k,e,y,f,g,p,n,s,p,t,t,n
2459,n,e,v,f,w,p,e,s,w,t,t,n
2460,k,e,v,f,w,p,n,s,w,t,t,n
2461,k,e,y,f,w,p,g,s,p,t,t,n
2462,k,e,y,f,g,p,g,s,n,t,t,n
2463,k,e,v,f,w,p,g,s,u,t,t,n
2464,n,e,y,f,p,p,n,s,u,t,t,n
2465,k,e,v,f,g,p,g,s,p,t,t,n
2466,n,e,v,f,g,p,n,s,p,t,t,n
2467,k,e,v,f,p,p,e,s,p,t,t,n
2468,k,e,y,f,p,p,n,s,u,t,t,n
2469,k,e,v,f,g,p,g,s,w,t,t,n
2470,k,e,v,f,w,p,g,s,p,t,t,n
2471,n,e,v,f,w,p,g,s,p,t,t,n
2472,k,e,v,f,g,p,n,s,w,t,t,n
2473,n,e,v,f,p,p,g,s,w,t,t,n
2474,n,e,y,f,w,p,g,s,p,t,t,n
2475,n,e,v,f,w,p,e,s,n,t,t,n
2476,k,e,v,f,p,p,n,s,w,t,t,n
2477,k,e,y,f,w,p,g,s,u,t,t,n
2478,k,p,s,f,w,p,n,s,k,t,e,p
2479,n,e,s,f,w,p,g,f,n,f,t,n
2480,k,e,v,f,g,p,g,s,u,t,t,n
2481,k,e,y,f,w,p,e,s,n,t,t,n
2482,n,p,s,f,w,p,p,s,u,f,e,c
2483,k,e,y,f,p,p,n,s,w,t,t,n
2484,k,e,v,f,w,p,e,s,p,t,t,n
2485,n,e,y,f,w,p,n,s,p,t,t,n
2486,k,e,v,f,p,p,e,s,u,t,t,n
2487,n,e,s,f,w,p,w,s,k,f,t,n
2488,n,e,v,f,g,p,g,s,p,t,t,n
2489,n,e,v,f,g,p,g,s,n,t,t,n
2490,n,e,v,f,p,p,g,s,n,t,t,n
2491,n,e,y,f,g,p,e,s,n,t,t,n
2492,k,e,v,f,p,p,g,s,n,t,t,n
2493,n,e,v,f,w,p,g,s,w,t,t,n
2494,k,e,y,f,g,p,e,s,p,t,t,n
2495,n,p,v,f,w,p,w,s,p,t,e,p
2496,n,e,y,f,w,p,n,s,u,t,t,n
2497,k,e,y,f,g,p,e,s,w,t,t,n
2498,n,e,v,f,p,p,e,s,n,t,t,n
2499,k,e,v,f,w,p,g,s,p,t,t,n
2500,k,e,s,f,w,p,w,f,h,f,t,n
2501,n,e,a,f,w,p,n,f,k,f,t,n
2502,k,e,v,f,p,p,n,s,w,t,t,n
2503,n,e,v,f,p,p,n,s,n,t,t,n
2504,n,e,y,f,w,p,e,s,p,t,t,n
2505,n,e,y,f,p,p,e,s,u,t,t,n
2506,n,e,y,f,p,p,e,s,p,t,t,n
2507,k,e,y,f,w,p,n,s,w,t,t,n
2508,k,e,v,f,w,p,g,s,w,t,t,n
2509,k,e,v,f,w,p,n,s,w,t,t,n
2510,n,e,y,f,w,p,e,s,n,t,t,n
2511,n,e,v,f,p,p,e,s,w,t,t,n
2512,n,p,s,f,w,p,w,s,p,f,e,c
2513,k,e,y,f,p,p,n,s,u,t,t,n
2514,n,e,y,f,p,p,g,s,p,t,t,n
2515,k,e,v,f,w,p,n,s,u,t,t,n
2516,k,e,v,f,p,p,n,s,p,t,t,n
2517,k,e,y,f,g,p,e,s,w,t,t,n
2518,n,e,s,f,w,p,w,f,n,f,t,n
2519,n,e,y,f,p,p,g,s,u,t,t,n
2520,k,e,v,f,p,p,e,s,p,t,t,n
2521,n,e,v,f,w,p,n,s,n,t,t,n
2522,k,e,v,f,w,p,n,s,p,t,t,n
2523,k,e,y,f,g,p,n,s,n,t,t,n
2524,n,e,y,f,w,p,g,s,n,t,t,n
2525,k,e,v,f,w,p,n,s,n,t,t,n
2526,n,e,y,f,p,p,g,s,u,t,t,n
2527,k,e,y,f,w,p,n,s,w,t,t,n
2528,k,e,v,f,w,p,n,s,p,t,t,n
2529,n,e,y,f,p,p,n,s,p,t,t,n
2530,n,e,v,f,w,p,g,s,n,t,t,n
2531,k,e,y,f,p,p,e,s,w,t,t,n
2532,k,e,y,f,p,p,n,s,n,t,t,n
2533,h,p,y,f,n,p,g,k,g,f,e,f
2534,k,e,v,f,p,p,g,s,u,t,t,n
2535,k,e,v,f,g,p,e,s,u,t,t,n
2536,h,p,v,f,p,p,g,k,h,f,e,f
2537,k,e,v,f,w,p,e,s,n,t,t,n
2538,k,e,v,f,w,p,e,s,n,t,t,n
2539,h,p,y,f,b,p,g,k,h,f,e,f
2540,n,p,s,f,w,p,p,s,n,f,e,c
2541,k,e,v,f,w,p,g,s,u,t,t,n
2542,n,e,y,f,p,p,g,s,p,t,t,n
2543,n,e,v,f,w,p,g,s,u,t,t,n
2544,k,e,y,f,w,p,g,s,w,t,t,n
2545,n,e,v,f,w,p,g,s,n,t,t,n
2546,n,e,y,f,g,p,g,s,n,t,t,n
2547,n,e,y,f,w,p,g,s,w,t,t,n
2548,k,e,v,f,g,p,e,s,p,t,t,n
2549,k,e,y,f,w,p,n,s,w,t,t,n
2550,k,e,v,f,p,p,n,s,u,t,t,n
2551,k,e,y,f,w,p,n,s,p,t,t,n
2552,n,e,v,f,p,p,n,s,u,t,t,n
2553,k,e,y,f,p,p,g,s,n,t,t,n
2554,k,e,y,f,w,p,g,s,p,t,t,n
2555,n,e,v,f,p,p,n,s,u,t,t,n
2556,n,e,v,f,p,p,e,s,w,t,t,n
2557,n,e,v,f,p,p,n,s,u,t,t,n
2558,n,e,v,f,p,p,g,s,n,t,t,n
2559,k,e,y,f,p,p,n,s,u,t,t,n
2560,k,p,v,f,w,p,w,s,g,f,e,c
2561,k,e,y,f,w,p,n,s,u,t,t,n
2562,n,e,v,f,p,p,e,s,w,t,t,n
2563,n,e,y,f,g,p,n,s,n,t,t,n
2564,k,e,v,f,p,p,g,s,n,t,t,n
2565,k,e,y,f,w,p,e,s,w,t,t,n
2566,h,p,y,f,b,p,g,k,p,f,e,f
2567,k,e,y,f,w,p,e,s,n,t,t,n
2568,n,e,v,f,g,p,g,s,p,t,t,n
2569,k,e,v,f,w,p,e,s,w,t,t,n
2570,n,e,v,f,p,p,e,s,p,t,t,n
2571,h,p,v,f,b,p,g,k,p,f,e,f
2572,n,e,y,f,w,p,n,s,w,t,t,n
2573,k,e,v,f,g,p,n,s,p,t,t,n
2574,k,e,v,f,g,p,n,s,p,t,t,n
2575,k,e,y,f,w,p,n,s,n,t,t,n
2576,n,e,y,f,w,p,g,s,u,t,t,n
2577,k,e,y,f,w,p,n,s,n,t,t,n
2578,k,e,y,f,g,p,g,s,p,t,t,n
2579,k,e,y,f,p,p,e,s,n,t,t,n
2580,k,e,v,f,p,p,e,s,n,t,t,n
2581,n,e,v,f,p,p,g,s,p,t,t,n
2582,n,e,v,f,w,p,e,s,n,t,t,n
2583,k,e,v,f,p,p,n,s,n,t,t,n
2584,n,e,v,f,w,p,n,s,w,t,t,n
2585,n,e,v,f,p,p,g,s,p,t,t,n
2586,n,e,y,f,p,p,g,s,w,t,t,n
2587,k,e,v,f,p,p,e,s,u,t,t,n
2588,n,e,v,f,g,p,n,s,w,t,t,n
2589,n,e,v,f,p,p,n,s,p,t,t,n
2590,k,e,y,f,g,p,e,s,p,t,t,n
2591,n,e,v,f,p,p,n,s,n,t,t,n
2592,k,e,y,f,w,p,n,s,p,t,t,n
2593,n,e,v,f,p,p,n,s,w,t,t,n
2594,h,p,v,f,b,p,g,k,g,f,e,f
2595,k,e,y,f,w,p,g,s,n,t,t,n
2596,n,e,y,f,g,p,n,s,w,t,t,n
2597,n,e,y,f,w,p,g,s,n,t,t,n
2598,n,e,y,f,p,p,g,s,n,t,t,n
2599,k,e,v,f,g,p,g,s,w,t,t,n
2600,k,e,y,f,w,p,n,s,u,t,t,n
2601,k,e,y,f,g,p,g,s,n,t,t,n
2602,k,e,v,f,p,p,n,s,n,t,t,n
2603,k,e,y,f,p,p,e,s,w,t,t,n
2604,n,e,v,f,g,p,n,s,n,t,t,n
2605,h,p,v,f,p,p,g,k,g,f,e,f
2606,n,e,v,f,p,p,e,s,p,t,t,n
2607,n,e,v,f,g,p,n,s,n,t,t,n
2608,k,e,y,f,w,p,e,s,n,t,t,n
2609,n,e,v,f,w,p,e,s,n,t,t,n
2610,k,e,y,f,p,p,e,s,p,t,t,n
2611,n,e,v,f,p,p,g,s,w,t,t,n
2612,n,e,y,f,w,p,n,s,u,t,t,n
2613,n,e,y,f,g,p,g,s,n,t,t,n
2614,k,e,v,f,p,p,g,s,p,t,t,n
2615,k,e,y,f,w,p,n,s,w,t,t,n
2616,n,e,y,f,w,p,g,s,p,t,t,n
2617,n,e,y,f,g,p,g,s,u,t,t,n
2618,n,e,y,f,w,p,n,s,w,t,t,n
2619,k,e,y,f,g,p,e,s,p,t,t,n
2620,n,e,v,f,g,p,n,s,u,t,t,n
2621,n,e,v,f,p,p,e,s,n,t,t,n
2622,n,e,y,f,w,p,n,s,n,t,t,n
2623,k,e,y,f,p,p,n,s,u,t,t,n
2624,n,e,v,f,g,p,e,s,p,t,t,n
2625,n,e,v,f,w,p,g,s,w,t,t,n
2626,n,e,v,f,w,p,n,s,p,t,t,n
2627,n,p,v,f,w,p,g,s,g,f,e,c
2628,n,e,v,f,p,p,g,s,n,t,t,n
2629,n,e,y,f,g,p,n,s,w,t,t,n
2630,k,e,a,f,w,p,n,s,p,f,t,n
2631,n,e,v,f,g,p,n,s,w,t,t,n
2632,n,e,y,f,p,p,g,s,n,t,t,n
2633,n,e,v,f,g,p,g,s,w,t,t,n
2634,n,e,v,f,w,p,g,s,w,t,t,n
2635,n,e,v,f,p,p,e,s,p,t,t,n
2636,n,e,y,f,p,p,g,s,n,t,t,n
2637,n,e,v,f,p,p,g,s,n,t,t,n
2638,n,e,v,f,p,p,g,s,n,t,t,n
2639,k,e,v,f,g,p,n,s,p,t,t,n
2640,k,e,y,f,g,p,n,s,u,t,t,n
2641,n,e,v,f,p,p,e,s,p,t,t,n
2642,k,e,v,f,w,p,e,s,w,t,t,n
2643,k,e,v,f,g,p,n,s,u,t,t,n
2644,n,e,y,f,p,p,n,s,w,t,t,n
2645,n,e,y,f,g,p,g,s,u,t,t,n
2646,k,e,y,f,g,p,g,s,p,t,t,n
2647,k,e,s,f,w,p,w,s,h,f,t,n
2648,n,e,v,f,w,p,n,s,p,t,t,n
2649,k,e,y,f,g,p,g,s,u,t,t,n
2650,n,e,y,f,p,p,e,s,n,t,t,n
2651,k,e,v,f,g,p,e,s,w,t,t,n
2652,n,e,y,f,g,p,n,s,u,t,t,n
2653,k,e,y,f,p,p,n,s,w,t,t,n
2654,k,e,v,f,p,p,g,s,p,t,t,n
2655,k,e,v,f,w,p,n,s,w,t,t,n
2656,k,e,y,f,w,p,e,s,u,t,t,n
2657,k,e,v,f,g,p,e,s,p,t,t,n
2658,k,e,v,f,p,p,e,s,w,t,t,n
2659,n,e,y,f,p,p,e,s,w,t,t,n
2660,n,e,v,f,g,p,e,s,p,t,t,n
2661,n,e,v,f,g,p,e,s,p,t,t,n
2662,n,e,y,f,g,p,n,s,p,t,t,n
2663,k,e,v,f,g,p,g,s,n,t,t,n
2664,k,e,v,f,p,p,g,s,p,t,t,n
2665,k,e,y,f,p,p,g,s,u,t,t,n
2666,n,e,v,f,w,p,n,s,n,t,t,n
2667,k,e,y,f,g,p,e,s,n,t,t,n
2668,n,e,y,f,g,p,e,s,w,t,t,n
2669,n,e,y,f,g,p,g,s,u,t,t,n
