,history_num,session_num,user_cat
1254,418,cd <1> a.out <1> a.out <1> a.out <1> a.out <1> a.out <1> xcc -g <2> a.out <1> a.out <1> a.out <1> a.out <1> xcc <2> a.out <1> a.out <1> xcc <2> a.out <1> a.out <1> a.out <1> a.out <1> a.out <1> a.out <1> a.out <1> a.out <1> quota emacs cd <1> rm <1> ls <1> more <1> more <1> cd <1> rm <1> diff <2> diff <2> more <1> ls more <1> ls rm <2> ls cd <1> rmdir <1> more <1> finger <1> finger <1>,USER2
1255,419,uncompress <1> uncompress <1> ls more <1> more <1> more <1>,USER2
1256,420,quota emacs cd <1> cd <1> gs <1> rm <3> ls rm <1> more <1> ls more <1> emacs ls cp <2> emacs cd <1> cd <1> rm <3> ls more <1> compress <1> ls compress <1> quota cd <1> cd <1> cd <1> cd <1> more <1> ls rm <1> quota cd <1> compress <1> qouta quota compress <1> quota cd <1> compress <1> quota compress <1> ls quota more <1> cd <1> cd cd <1> cd <1> cd <1> cd <1> cd compress <1> quota compress <1> quota compress <1> quota compress <1> quota compress <1> quota rm <1> quota,USER2
1257,421,netscape finger <1> finger <1> finger <1> emacs cd <2> cp <2>,USER2
1258,422,emacs finger <1> cd <1> cd <1> cd <1> latex <1> latex <1> latex <1> latex <1> latex <1> latex <1> latex <1> latex <1> xdvi <1> dvips <1> lp -d <2> lp -d <2> lp -d <2> cd lp -d <2> lp -d <2>,USER2
1259,423,quota emacs,USER2
1260,426,quota emacs emacs quota ls rm <1> compress <1> quota cd <1> compress <1> compress <1> quota,USER2
1261,428,pgp <1> more <1> uncompress <1> quota,USER2
1262,429,emacs quota setenv <2> emacs ls <1> fg fg LS logout,USER2
1263,430,setenv <2> quota emacs logout,USER2
1264,431,setenv <2> emacs quota fg QUOTA quota logout,USER2
1265,432,quota ls emacs netscape & quota emacs,USER2
1266,434,finger <1> finger <1> cd <1> cd <1> ls <1> ls -l <1>,USER2
1267,435,quota emacs matlab & fg,USER2
1268,437,emacs,USER2
1269,438,quota emacs,USER2
1270,441,quota emacs,USER2
1271,448,matlab quit which <1>,USER2
1272,452,rlogin -l <2> 1 setenv <2> rlogin -l <2> rlogin -l <2>,USER2
1273,457,quota rm <1> quota ls cd <1> more <1> ls ls <1> cd <1> ls ls ls ls ls | more ls | more quota cd <1> cd <1> cp <2> ls cd <1> ls | more cd <1> cp <2> ls cd <1> rm <1> rm <1> quota quota quota quota quota quota quota quota quota quota cd <1> cd <1> ls | more cd <2> cd <1> cp <2> cp <2> cd <1> rm <1> rm <1> quota logout,USER2
1274,458,emacs,USER2
1275,460,ls,USER2
1276,461,netscape &,USER2
1277,463,emacs,USER2
1278,464,quota emacs netscape & help <1>,USER2
1279,467,netscape &,USER2
1280,473,quota emacs,USER2
1281,474,lpp <1>,USER2
1282,475,ghostview <1>,USER2
1283,476,quota finger <1> emacs netscape & emacs cd <1> uncompress <1> more <1> xcc <2> more <1> a.out <1>,USER2
1284,478,rm <1>,USER2
1285,479,rm <1>,USER2
1286,481,rm <1>,USER2
1287,482,finger <1> finger <1> finger <1>,USER2
1288,485,quota emacs,USER2
1289,488,quota emacs quota cd <1> a.out <1> xcc <2> more <1> a.out <1>,USER2
1290,490,rm <1> rm <1> more <1> cd <1>,USER2
1291,491,cd <1> a.out <1> rm <1> netscape &,USER2
1292,492,rm <1> volcheck lsf lsf <1> cd <1> pwd ls rm <1> ls ff lsf <1> eject cd <1> cd eject volcheck cdf cd <1> rm <1> ls ff ff ls ff ls cd eject volcheck cd <1> cd eject volcheck cd <1> ls ff ff ls ff ls cd eject volcheck eject,USER2
1293,494,quota emacs,USER2
1294,497,netscape &,USER2
1295,499,volcheck lsf <1> ls lsf lsf <1> cd <1> ls cd <1> cd eject volcheck ls lsf <1> eject volcheck lsf <1> eject volcheck lsf <1> ff eject volcheck lsf <1> eject,USER2
1296,500,quota more <1> quota ls rm <1> cd <1> rm <3> quota cd <1> netscape & quota cd <1> cd <1> cd <1> cd <1> cd <1> cd <1> cd <1> cd <1> more <1> ls rm <4> quota ls rm <1> cd <1> cd <1> ls <1> cd <1> cd <1> cd <1> rm <1> cd <1> rm <1> quota rm <1> ps ps -a ps -la ps -u ps -A more <1> rm <1> rm <1> filemgr ls,USER2
1297,502,rm <2> more <1> rm <1> more <1> cd <1> rmdir <1> cd <1> rmdir <1> cd <1> cd <1> ls cd <1> cd <1> more <1> cd <1> cd <1> cd <1> rmdir <1> man <1> rmdir -r <1> rm -r <1> ls <1> cd <1> rm <1> ls ls <1> cd <1> ls <1> rm -r <1> ls ls <1> rmdir <1> ls rm <1> more <1> ls mv <2> rm -r <1> quota,USER2
1298,506,netscape & cd <1> more <1> more <1> more <1> more <1> df -k <1> cd <1> cd <1> cd <1> cd cd <1> more <1> date cat <1> cat <1> ls -l ls <1> ls <1> ls <1> ls -la <1> ls <1> ls -la <1> tail -f <1> xterm -C & setenv uname -a cat <1> cat <1> cat <1> tail -f <1> ll lz ls cd <1> gdb <1> which <1> fg <GENSYM:17>/dtfile setenv <2> <GENSYM:17>/dtfile rm <1> cd <1> tail -f <1>,USER2
1299,507,vi <1>,USER2
1300,509,setenv cd <1> cd <1> more <1> cd <1> cd <1> more <1> cd <1> more <1> ls more <1> more <1> cd <1> cd <1> cd <1> cd <1> ls <1> ls <1> ls <1> ls <1> cd <1> rm -r <1> ls cd <1> cp <2> ls rm <1> ls cp <2> ls ls -l man <1> ls mv <2> ls rm <1> ls rm <1> ls tombs unrm ls cd <1> more <1> rm <1> ls more <1> ls more <1> more <1> ls more <1> ls <1> rm <1> s more <1> ls more <1> ls ps -u ps -A kill <1> kill <1> kill <1> ps -A ps -Al kill <1> kill <1>,USER2
1301,511,rm <1> rm <1> rm <1> rm <1> more <1> more <1>,USER2
1302,512,ps -Al kill <1>,USER2
1303,513,ls more <1> rm <1> rm <1> ls more <1> rm <1> ls more <1> rm <1> ls cd <1> cd <1> rm -r <1> ls more <1> rm <1> ls more <1> man <1> grep <2> ls more <1> more <1> ls,USER2
1304,514,more setenv cd <1> mkdir <1> ls <1> cd <1> cp <2> volcheck cpfrf <1> ls eject latex <1> latex <1> latex <1> xdvi <1> dvips <1> lpp <1>,USER2
1305,516,laserquota man -k <1> cd <1> lwinfo lwinfo <1> lwinfo <1> lwinfo <1> lwinfo <1> lp -d <2> cd lp -d <2> rlogin -l <2> rlogin <1> rlogin -l <2> setenv <2> rlogin -l <2> man <1> help help man <1> ls rm <1> more <1> rm <1> ls rm <1> cd <1> more <1> rm <1> which <1> dbx dtfile rm <1> dbx <1> dbx <1> ls dtfile dtfile rm <1> filemgr bg cd <1> rm <1> rm -r <1> cd <1> cd <1> cd <1> cd <1> ls cd <1> cd <1> dtfile dtfile <1> cd <1> cd <1> xcc <2> a.out <1> xcc  <1> > <1> ls cp <2> man <1> xcc  <1> > <1> xcc <2> a.out <1> a.out <1> a.out <1> a.out <1> a.out <1> a.out <1> a.out <1> a.out <1> a.out <1> a.out <1> a.out <1> a.out <1> xcc <2> xcc <2> a.out <1> rm <1> a.out <1> rm <1> dbx <1> xcc -g <2> dbx <1> ls diff <2> a.out <1> a.out <1> rm <1> a.out <1> rm <1> xcc -g <2> ls dbx <1> rm <1> more <1> more <1> ls dem <2> xcc -g <2> xcc -g <2> xcc -g <2> dbx <1>,USER2
1306,517,ls cd <1> cp <2> ls rm <1> cp <2> xcc <2> a.out <1> a.out <1> a.out <1> rm <1> rm <1> ls,USER2
1307,520,volcheck cd <1> ff rmcore rm <1> eject volcheck ff ls uncompress <1> ls cptof <1> cptof <1> lsf <1> ff rm <1> ls eject,USER2
1308,522,finger <1> finger <1> finger <1> emacs,USER2
1309,523,quota emacs emacs,USER2
1310,528,ls rm <1> cd <1> a.out <1> a.out <1> a.out <1> a.out <1> a.out <1>,USER2
1311,529,quota emacs netscape & filemgr,USER2
1312,535,quota emacs,USER2
1313,538,quota emacs,USER2
1314,543,rlogin <1>,USER2
1315,544,quota emacs filemgr bg netscape &,USER2
1316,545,cd <1> volcheck lsf <1> cpfrf <1> ls eject logout,USER2
1317,548,quota emacs cd <1> volcheck lsf <1> cptof <1> eject quota cd <1> cd <1> volcheck ff cptof <1> eject cd <1> rm <1> cd <1> cd <1> lpp <1>,USER2
1318,549,cd <1> cd <1> latex <1> dvips <1> lp -d <2> more <1> logout,USER2
1319,550,quot quota ls rm <1> cd <1> rm <2> rm <1> rm <1> rm <1> quota cd <1> rm <1> more <1> more <1> logout,USER2
1320,551,ls ls | more quota rm <1> quota cd <1> rm <1> qutoa quota quota quota cd <1> cd <1> cd <1> cd <1> cd <1> cd <1> cp <1> cp <2> ls cd <1> rm <1> quota quota quota quota cd cd <1> quota rm <1> quota quota quota quota quota quota quota quota ls cd <1> ls | more quota cd <1> cd <1> quota more <1> ls cd <1> cd <1> rm <1> rm <1> quota quota quota quota quota quota quota quota quota cd <1> cd <1> cd <1> cd <1> cd <1> more <1> ls cd <1> cd <1> more <1> more <1> ls quota cd <1> more <1> ls rm <1> cd <1> cd <1> cd <1> cd <1> cd <1> cd <1> cd <1> rm <1> quota cd <1> cd <1> cd <1> cd <1> rm -r <1> quota cd logout,USER2
1321,552,volcheck lsf <1> ff cd <1> cptof <1> eject netscape & cd ps kill <1> netscape & ps ps kill <1> rlogin <1> ps ps ps -a `,USER2
1322,553,quota rlogin <1> ls netscape & ps rlogin <1> pwd pwd dtfile,USER2
1323,555,emacs setenv <2> emacs pwd ps ps netscape & logout,USER2
1324,557,rm <1> ls more <1> quota cd <1> cd <1> find <1> cd <1> cd <1> ls <1> cd <1> quota cd <1> netscape & quota ls cd <1> man <1> ls -R ls -R > <1> more <1> ls quota rm <1> quota cd <1> ls -la cd <1> ls -R cd cd <1> cd <1> quota cd <1> ls cd ls cd <1> cd <1> more <1> more <1> ls cd <1> cd <1> cd <1> cd <1> cd <1> cd <1> cd <1> ls -R cd <1> ls -R unrm quota,USER2
1325,558,quot quota emacs ls quota netscape & quota cd <1> ls rm <1> quota ls cd cd <1> cd <1> cd <1> rm <1> ls quota ls -R quota unrm,USER2
1326,560,cd <1> more cd <1> more <1>,USER2
1327,561,volcheck lsf <1> cd <1> diff <2> <GENSYM:18> <GENSYM:19> diff <2> lsf <1> cptof <1> ls rm <1> cpfrf <1>,USER2
1328,564,quota emacs filemgr bg cd <1> a.out <1> xcc <2> a.out <1> a.out <1> image12 a.out <1> ls <1> a.out <1> cd <1> uncompress <1> ls ls -l calc dtcalc a.out <2> cd <1> a.out <2> im <2> im <2>,USER2
1329,569,thor setenv <2> thor,USER2
1330,570,quota emacs quota ls rm <1> ls cd <1> rm <2> more <1> ls ls -l uncompress <1> ls -l rm <1> quota ls rm <1> quota cd <1> rm <1> quota compress <1> ls cp <2> ls rm <1> ls compress <1> mv <2> ls compress <1> quota uncompress <1>,USER2
1331,571,netscape &,USER2
1332,574,netscape &,USER2
1333,577,quota emacs,USER2
1334,579,filemgr,USER2
1335,580,quota emacs emacs,USER2
1336,581,netscape &,USER2
1337,582,quota emacs logout,USER2
1338,583,ls | more rm <1> rm <1> cd <1> cd <1> cd <1> ls cd <1> cd <1> rm -r <1> quota more <1> cd <1> cd cd <1> cd <1> cd <1> cd <1> cd <1> cd ` <1>,USER2
1339,584,quota,USER2
1340,585,ls uncompress <1> finger <1> finger <1> finger <1> finger <1> finger <1> finger <1> finger <1> finger <1> ls finger <1> finger <1> finger <1> finger <2> ls rm <1> quota volcheck lsf <1> finger <1> ls ff rm <1> quota ls netscape quota compress <1> quota cd <1> cd <1> cd <1> quota ls cd <1> ls cd <1> cd <1> finger <1> quota quota finger <1> emacs finger <1> emacs emacs finger <1> finger <1> finger <1> finger <1> finger <1> finger <1>,USER2
1341,586,quota emacs ls uncompress <1> ls -l ff source <1> source <1> ff cptof <1> lsf <1> cd <1> cd <1> cd <1> eject volcheck du cd <1> mkdir <1> cd cd <1> cd <1> ls -l ls cp <2> cp <2> cp <2> cptof <1> ls > <1> more <1> ls -l > <1> cptof <1> cptof <1> ls mv <2> cptof <1> eject,USER2
1342,587,uncompress <1>,USER2
1343,588,uncompress <1> emacs quota compress <1> ls cd <1> cd <1> cd <1> cd <1> compress <1> quota ls cd <1> cd <1> cd <1> cd <1> ls cd <1> cd <1> cd <1> cd <1> cd <1> du cd cd <1> du cd <1> cd <1> cd <1> ls ls uncompress <1> ls ls rm <1> quota emacs ls compress <1> quota cd <1> cd <1> cd <1> cd <1> cd <1> cd <1> quota ls ls cd <1> cd <1> ls -r <1> cd ls cd <1> uncompress <1> uncompress <1> cd cd <1> cd <1> cd <1> compress <1> quota compress <1> quota ls cd <1> compress <1> quota cd ls ls logout,USER2
1344,589,source <1> ls emacs eject,USER2
1345,590,volcheck cd <1> mv <2> ls volcheck lsf <1> cpfrf <2> latex <1> bibtex <1> latex <1> latex <1> dvips <1> cd <1> mkkdir <1> mkdir <1> cd <1> lsf <1> cpfrf <1> ls latex <1> bibtex <1> latex <1> latex <1> xdvi <1> xdvi <1> dvips <1> finger <1>,USER2
1346,591,finger <1> cd <1> cd cd <1> cp <2> latex <1> bibtex <1> latex <1> latex <1> xdvi <1> latex <1> latex <1> xdvi <1> latex <1> xdvi <1> latex <1> xdvi <1> latex <1> xdvi <1> finger <1>,USER2
1347,592,finger <1>,USER2
1348,593,cd <1> xdvi <1> setenv <2> xdvi <1> exit,USER2
1349,594,volcheck cd <1> mv <2> mv <2> mv <2> ls s lsf <1> cpfrf <1> cpfrf <1> ls cp <2> latex <1> bibtex <1> latex <1> latex <1> xdvi <1> latex <1> xdvi <1> latex <1> xdvi <1> latex <1> xdvi <1> latex <1> latex <1> latex <1> latex <1> latex <1> xdvi <1> latex <1> latex <1> xdvi <1> dvips <1> gs <1> gs <1> latex <1> xdvi <1> latex <1> latex <1> xdvi <1> dvips <1> gs <1> mail <1> < <1> ls mv <2> ls mv <2> cp <2> mv <2> ls,USER2
1350,595,ls quota emacs quota emacs netscape & ls lpp <1> cd <1> cd <1> lpp <1>,USER2
1351,596,cd <1> latex <1> latex <1> bibtex <1> latex <1> latex <1> xdvi <1> latex <1> xdvi <1>,USER2
1352,597,eject,USER2
1353,598,eject,USER2
1354,599,ls emacs volcheck cd <1> mkdir <1> cd <1> lsf <1> cpfrf <1> latex <1> bibtex <1> latex <1> latex <1> xdvi <1> dvips <1> mail -s <2> < <1> mail -s <2> < <1> lpp <1>,USER2
1355,600,netscape & cd <1> more <1> ls more <1> ls more <1> ls more <1> ls cd <1> cd <1> cd <1>,USER2
1356,601,quota emacs emacs cd <1> cd <1> latex <1> bibtex <1> .s <1> ls <1> ls <1> bibtex <1> bibtex <1> latex <1> bibtex <1> latex <1> xdvi <1> latex <1> latex <1> latex <1> rm <1> rm <1> latex <1> bibtex <1> latex <1> latex <1> latex <1> latex <1> emacs,USER2
1357,602,cd <1> cd cd <1> more <1> more <1> cd cd <1> cd <1> gs <1>,USER2
1358,603,less <1> setenv <2> emacs logout,USER2
1359,604,quota emacs,USER2
1360,605,quota emacs emacs cd <1> cd <1> mroe <1> more <1> more <1> ls latex <1> rm <1> latex <1> bibtex <1> latex <1> latex <1> xdvi <1> rm <1> latex <1> latex <1> rm <2> ls rm <1> latex <1> bibtex <1> latex <1> latex <1> bibtex <1> latex <1> latex <1> xdvi <1>,USER2
1361,606,ls netscape & pwd cd <1> du rm <4> rm <2> ls rm <1> rm <5> ls rm <1> ls rm <4> ls ls -l ls ls -l ls volcheck ff lsf <1> ls rm <1> ls cptof <1> ff cptof <1> cptof <1> quota ff eject volcheck ls cptof <1> rm <1> cptof <1> rm <1> rm <1> cptof <1> rm <1> cptof <1> rm <1> ff cptof <1> ff cd <1> rm <1> cd cd <1> ff cptof <1> cptof <1> cptof <1> rm <3> ls ff eject volcheck ls cptof <1> rm <1> cptof <1> rm <1> ls cptof <1> rm <1> quota more <1> ls cptof <1> cptof <1> rm <1> rm <1> ls cd <1> cd <1> rm <1> quota cd <1> cd <1> cd <1> netscape & quota ls cd <1> cd <1> cd <1> cd <1> eject volcheck lsf <1> ff eject cd <1> cd <1> cd <1> cd <1> cd <1> cd <1> cd <1>,USER2
1362,607,quota emacs,USER2
1363,608,emacs,USER2
1364,609,mail <1> < <1>,USER2
1365,610,netscape & rlogin <1>,USER2
1366,612,setenv <2> quota emacs,USER2
1367,613,quota emacs,USER2
1368,614,quota cd <1> more <1> cd <1> cd <1> more <1> more <1> finger <1> finger <1> finger <1>,USER2
1369,615,emacs netscape &,USER2
1370,616,cd <1> cd <1> cd <1> mv <2> mv <2> mv <2> mv <2> ls volcheck lsf <1> lsf ff source <1> lsf <1> ff source <1> source <1> ls <1> volcheck lsf <1> eject volcheck f ff lsf <1> cpfrf <1> cpfrf <1> ls latex <1> bibtex <1> latex <1> latex <1> xdvi <1> dvips <1> gs <1> lpp <1> ls cp <2> xdvi <1> latex <1> latex <1> latex <1> latex <1> latex <1> latex <1> latex <1> latex <1> latex <1> bibtex <1> latex <1> latex <1> xdvi <1> latex <1> xdvi <1> latex <1> xdvi <1> xdvi <1> xdvi <1> latex <1> xdvi <1> latex <1> bibtex <1> latex <1> xdvi <1> latex <1> xdvi <1> latex <1> xdvi <1> latex <1> xdvi <1> latex <1> xdvi <1> latex <1> xdvi <1> xdvi <1> xdvi <1> xdvi <1> cp <2> cp <2> latex <1> bibtex <1> latex <1> latex <1> xdvi <1> latex <1> latex <1> latex <1> more <2> latex <1> xdvi <1> latex <1> latex <1> xdvi <1> latex <1> bibtex <1> latex <1> latex <1> xdvi <1> latex <1> xdvi <1> latex <1> xdvi <1> latex <1> xdvi <1>,USER2
1371,617,finger <1> pwd emacs emacs cd <1> diff <2> diff <2>,USER2
1372,618,cd <1> cd <1> more <1>,USER2
1373,619,cd <1> cd <1> latex <1> bibtex <1> latex <1> latex <1> dvips <1> logout,USER2
1374,620,eject,USER2
1375,621,emacs setenv <2> emacs logout,USER2
1376,623,rlogin <1> ls `,USER2
1377,624,setenv <2> emac emacs cd <1> cd <1> latex <1> bibtex <1> bibtex <1> latex <1> xdvi <1> logout,USER2
1378,625,rlogin <1>,USER2
1379,626,cd <1> latex <1> latex <1> latex <1> bibtex <1> latex <1> latex <1> bibtex <1> latex <1> latex <1> latex <1> xdvi <1> latex <1> latex <1> logout,USER2
1380,627,cd <1> latex <1> dvips <1> latex <1> dvips <1> logout,USER2
1381,628,ls cd <1> cd <1> rm <4> ls rm <4> ls rm <2> xdvi <1> rm <4> ls rm <2> ls rm <1> lpp <1> ls more <1> ls quota,USER2
1382,629,quota quota logout,USER2
1383,630,cd <1> cd <1> latex <1> bibtex <1> latex <1> latex <1> xdvi <1> latex <1> bibtex <1> latex <1> latex <1> latex <1> latex <1> dvips <1> dvips <1> gs <1> gs <1> cd <1> emacs mail -s <2> < <1> emacs cd <1> cd <1> mail -s <2> < <1> mail -s <2> < <1> mail <1> < <1> mail <1> < <1> finger <1> finger <1> finger <1> cd <1> emacs rm <1> quota,USER2
1384,632,cd <1> cd <1> cd <1> latex <1> xdvi <1> dvips <1> latex <1> xdvi <1> cd <1> emacs cd <1> dvips <1> dvips <1> gs <1> gs <1> mail <1> < <1> mail <1> < <1>,USER2
1385,633,cd <1> latex <1> bibtex <1> latex <1> latex <1> bibtex <1> latex <1> latex <1> dvips <1> dvips <1> xdvi <1> latex <1> bibtex <1> latex <1> latex <1> xdvi <1> latex <1> bibtex <1> latex <1> latex <1> latex <1> xdvi <1> latex <1> latex <1> dvips <1> dvips <1> gs <1> ls mail <1> < <1> dvips <1> gs <1> mail <1> < <1> quota ls quota,USER2
1386,634,finger <1> emacs,USER2
1387,635,quota rm <1> ls quota volcheck lsf <1> cd <1> cd <1> ff cd <1> mkdir <1> cd cd <1> cptof <1> ff cptof <1> rm <1> cd <1> rm <1> finger <1> ls ff ls cd cd <1> cd <1> du rm <2> du eject volcheck ff ls lsf <1> cd <1> ls cd <1> cd cd <1> du ff cptof <1> ls ff ls lsf <1> ls rm <1> rm <1> quota ls eject volcheck ls cd <1> cd <1> cd <1> ff cd <1> cd <1> cd <1> filemgr quota cd <1> cd <1> cd <1> compress <1> quota netscape & emacs netscape & quota emacs ls rm <1> mv <2> uncompress <1> emacs eject,USER2
1388,637,quota emacs diff <2> cd <1> cp <2> cp <2> ls latex <1> bibtex <1> latex <1> latex <1> xdvi <1> latex <1> latex <1> xdvi <1> dvips <1> gs <1> dvips <1> mail <1> < <1> cd emacs rm <1> quota ls uncompress <1> uncompress <1> uncompress <1> quota ls uncompress <1> more <1> ls uncompress <1> ls du volcheck lsf <1> ff eject volcheck ff lsf <1> ff eject volcheck eject volcheck ff ff ls ff ls quota more <1> rm <1> ls ls <1> rm <1> ff eject volcheck ff ff ff eject volcheck uncompress <4> uncompress <1> ff ff quota uncompress <1> ff quota ff ff quota ls uncompress <1> ff ff ls ff ls ff ff ff ls ff ff ls ff ls ff eject volcheck ff eject volcheck quota eject quota ls,USER2
1389,638,cd <1> diff <2> cd <1> mv <2> ls cd cd <1> cptof <1> ff ls rm <1> cd <1> quota quota ls cd <1> cd <1> rm <2> unrm cd cd <1> uncompress <1> cd <1> uncompress <1> ls rm <1> ls rmdir <1> quota ff quota ls ff ff ls ff more <1> netscape & ff,USER2
1390,639,quota netscape & volcheck emacs eject,USER2
1391,640,cd <1> diff <2> diff <2> latex <1> bibtex <1> latex <1> latex <1> xdvi <1> unrm quota,USER2
1392,641,quota emacs cd <1> cd <1> volcheck latex <1> bibtex <1> latex <1> latex <1> ff eject volcheck xdvi <1> volcheck dvips <1> gs <1> mail <1> < <1> emacs,USER2
1393,642,ff eject cd <1> xcc <2> cd <1> cd <1> ls a.out <1> a.out <1> cd <1> eject emacs ls cd <1> cd <1> rm <1> latex <1> latex <1> rm <1> dvips <1> netscape &,USER2
1394,644,quota emacs volcheck cd <1> xcc <2> a.out <1> a.out <1> xcc <2> xcc <2> xcc <2> xcc <2> xcc <2> xcc <2> xcc <2> eject quota ls rm <2> ls compress <1> compress <1> quota ls cd <1> rm <1>,USER2
1395,645,setenv <2> emacs logout,USER2
1396,646,setenv <2> emacs mtestdir mkdir <1> cd <1> cp <2> cp <2> cp <2> cp <2> cp <2> emacs <1> xcc <2> a.out <1> emacs <1>,USER2
1397,647,cd <1> cd <1> emacfs emacs <1> setenv <2> emacs emacs <1>,USER2
1398,648,setenv <2> cd <1> cd <1> cd <1> ls server kermit,USER2
1399,649,setenv <2> cd <1> kermit cd <1> cd <1> emacs <1>,USER2
1400,650,setenv <2> cd <1> cd <1> kermit cd <1> cd <1> emacs <1> emacs <1> xcc <2> a.out <1> cd <1> cd <1> kermit cd <1> cd <1> emacs <1> ls kermit ls xcc <2> > <1> more <1> rm <1> script <1> dem <1> > <1> dem <2> more <1> script <1> more <1> emacs <1> ls emacs <1> ls kermit logout,USER2
1401,651,setenv <2> cd <1> more <1> emacs <1> xcc <2> a.out <1> rm <1> emacs <1> emacs <1> a.out <1> xcc -g <2> dbx <1> emacs <1> xcc <2> emacs <1> emacs <1> a.out <1> logout fg logout,USER2
1402,652,quota ls cd <1> kermit logout,USER2
1403,653,cd <1> kermit logout,USER2
1404,654,setenv <2> quota emacs cd <1> rm <4> ls rm <4> quota ls rm <3> ls rm <3> quota cd <1> rm <1> cd <1> cd <1> cd <1> cd <1> cd <1> quota du du > <1> more <1> cd <1> cd <1> cd <1> cd <1> cd <1> rm <1> cd <1> du > <1> more <1> quota lsss ls compress <1> quota uncompress <1> rm <1> rm <1> logout,USER2
1405,655,quota setenv <2> emacs logout,USER2
1406,656,quota setenv <2> emacs kermit ls rm <1> quota compress <1> compress <1> quota uncompress <1> uncompress <1> logout,USER2
1407,657,setenv <2> kermit ls more <1> more <1> emacs <1> emacs ls more <1> ls fg fg logout,USER2
1408,658,setenv <2> ls emacs kermit ls ls <1> fg kermit more <1> logout,USER2
1409,659,setenv <2> quota emacs logout,USER2
1410,660,setenv <2> quota emacs logout,USER2
1411,661,emacs setenv <2> emacs ls emacs fg rm <1> ls <1> quota ls logout,USER2
1412,662,setenv <2> emacs ls rm <1> cd <1> compress <1> quota cd <1> cd <1> compress <1> quota uncompress <1> logout,USER2
1413,663,setenv <2> quota emacs logout,USER2
1414,664,setenv <2> quota emacs quota logout,USER2
1415,665,setenv <2> emacs logout,USER2
1416,666,quota setenv <2> emacs ls fg emacs fg fg logout,USER2
1417,667,logout,USER2
1418,668,quota rm <1> quota compress <1> quota uncompress <1> emacs logout,USER2
1419,669,setenv <2> quota ls <1> emacs logout,USER2
1420,670,setenv <2> emacs,USER2
1421,671,setenv <2> emacs logout,USER2
1422,672,setenv <2> emacs logout,USER2
1423,673,setenv <2> emacs logout,USER2
1424,674,setenv <2> emacs cd <1> cd <1> ls -l kermit ls cat <1> logout,USER2
1425,675,setenv <2> emacs logout,USER2
1426,676,setenv <2> emacs logout,USER2
1427,677,setenv <2> emacs finger <1> logout,USER2
1428,678,quota ls emacs setenv <2> emac emacs setenv <2> setenv <2> emacs logout,USER2
1429,679,quota rm <1> quota ks ls cd <1> pwd cd <1> mv <2> ls cd <1> quota cp <2> quota setenv <2> emacs ff logout,USER2
1430,680,setenv <2> emacs rlogin <1> netscape & eject volcheck rm <1> cd <1> cd <1> latex <1> bibtex <1> latex <1> latex <1> xdvi <1>,USER2
1431,681,volcheck,USER2
1432,682,logout,USER2
1433,683,eject r <1> logout,USER2
1434,684,logout,USER2
1435,685,logout,USER2
1436,686,man <1> solaris help <1> man <1> man -k <1> cd <1> cd <1> cd <1> cd <1> cd <1> cd <1> cd <1> instal install lmstat cd <1> cd <1> cd <1> xlswin xlswins cd <1> cd <1> cd <1> cd <1> cd <1> cd <1> cd <1> cd <1> cd <1> cd <1> cd more <1> ls ls | more more <1> source <1> $OPENWINHOME cd <1> cd <1> cd cd <1> cd <1> cd <1> cd <1> cd <1> cd <1> cd <1> cd man -k <1> login,USER2
1437,687,logout,USER2
1438,688,cd <1> cd <1> uncompress <1> ls xcc <2> diff <2> a.out <1> volcheck eject volcheck ff ff eject volcheck eject rlogin <1>,USER2
1439,689,setenv <2> cd <1> cd <1> a.out <1> rlogin <1>,USER2
1440,690,cd <1> setenv <2> a.out <1> rm <1> logout,USER2
1441,691,logout,USER2
1442,692,dt dtfile openwin logout,USER2
1443,693,ls quota emacs finger rm <1> ls rm <1> cd <1> rm <1> cd openwin & filemgr bg xdbx xdb man <1> man <1>,USER2
1444,694,cd <1> cd <1> latex <1> ls rm <3> ls latex <1> bibtex <1> latex <1> latex <1> xdvi <1> latex <1> xdvi <1> latex <1> bibtex <1> latex <1> latex <1> xdvi <1> latex <1> dvips <1> ls gs <1> ls lpp <1> ff cd emacs,USER2
1445,695,filemgr rm <1> filemgr xcc <2> ls cd <1> xcc <2> a.out <1> a.out <1> rm <1> a.out <1> a.out <1> rm <1> xcc -g <2> a.out <1> xcc -g <2> a.out <1> a.out <1> rm <1> dbx <1>,USER2
