,binaryClass_cat,climbRate_num,Altitude_num,RollRate_num,curRoll_num,diffClb_num,diffDiffClb_num
1888,P,-4.4,0.0,-0.0002,0.0,-0.1,0.0
1889,P,-2.1,-30.0,0.0003,0.0,0.0,0.0
1890,N,4.6,-30.0,0.0008,0.003,0.1,0.0
1891,N,6.0,-10.0,0.0006,0.005,0.0,0.0
1892,P,-4.8,0.0,-0.001,0.003,-0.2,0.0
1893,P,-5.5,-20.0,-0.001,0.0,0.0,0.0
1894,N,4.3,-20.0,0.0007,-0.001,0.1,0.0
1895,N,5.4,-20.0,0.0008,0.0,0.0,0.01
1896,P,-2.9,0.0,-0.0004,0.002,-0.1,0.0
1897,P,-2.9,0.0,-0.0006,0.001,-0.1,0.0
1898,P,-3.0,-10.0,0.0001,0.001,-0.1,0.0
1899,P,-2.4,-30.0,0.0003,0.001,0.0,0.0
1900,N,3.4,-30.0,0.0007,0.003,0.2,0.0
1901,N,5.4,-10.0,0.0006,0.005,0.0,0.0
1902,P,-2.8,0.0,-0.0009,0.002,-0.1,0.0
1903,P,-3.0,-10.0,-0.0007,-0.001,0.0,0.0
1904,N,0.5,-10.0,-0.0001,-0.002,0.2,0.0
1905,N,0.0,0.0,0.0002,0.002,0.2,-0.01
1906,P,-2.5,0.0,0.0015,0.005,-0.1,0.0
1907,P,-3.1,-10.0,0.0037,-0.001,-0.1,0.0
1908,P,-4.3,-20.0,0.0021,0.006,0.0,0.0
1909,P,-2.7,-20.0,0.0034,-0.001,-0.1,0.0
1910,N,2.8,-20.0,-0.0001,-0.014,0.1,0.0
1911,N,3.9,-10.0,0.0045,-0.005,0.0,0.0
1912,P,-2.9,-10.0,-0.0011,0.005,-0.2,0.0
1913,P,-3.1,-10.0,-0.0031,0.0,0.0,0.0
1914,N,0.6,-20.0,-0.0023,-0.007,0.2,0.0
1915,P,2.4,-10.0,-0.0016,-0.01,0.1,0.01
1916,N,4.2,-10.0,0.001,-0.011,0.1,0.0
1917,P,-0.8,10.0,0.0016,0.002,-0.3,0.0
1918,P,-4.0,0.0,-0.0019,0.001,0.0,0.0
1919,P,-4.5,-20.0,0.0033,0.016,-0.2,-0.01
1920,P,-12.5,-10.0,0.0001,-0.007,-0.1,0.0
1921,P,-9.1,-40.0,0.0016,-0.006,0.3,0.0
1922,N,5.1,-50.0,0.0026,0.004,0.3,0.0
1923,P,1.7,-20.0,-0.0039,0.006,-0.1,0.0
1924,P,2.3,-10.0,-0.0052,-0.012,0.2,-0.01
1925,N,-1.0,0.0,0.006,-0.004,-0.1,0.0
1926,N,-4.3,-10.0,0.0027,0.011,0.0,-0.02
1927,P,-4.8,-20.0,-0.0033,0.011,0.0,0.0
1928,P,-6.5,-20.0,-0.0009,0.001,-0.1,0.0
1929,P,-8.5,-40.0,-0.001,-0.001,-0.1,0.0
1930,P,-3.4,-70.0,-0.0015,-0.007,0.1,0.0
1931,N,3.3,-70.0,-0.0015,-0.012,0.2,0.0
1932,P,2.9,-60.0,0.0009,-0.014,-0.1,-0.01
1933,N,7.3,-40.0,0.0027,-0.006,0.1,0.0
1934,N,7.7,-10.0,0.0008,0.0,0.0,0.0
1935,P,-4.1,0.0,-0.0002,-0.004,-0.3,0.0
1936,P,-5.9,-20.0,0.0012,-0.002,0.0,0.0
1937,N,5.7,-30.0,-0.0035,0.006,0.1,0.0
1938,N,5.1,20.0,0.0042,-0.007,0.0,0.0
1939,P,-4.1,30.0,0.0029,0.038,-0.2,0.0
1940,P,-5.1,0.0,-0.0025,0.038,0.0,0.0
1941,N,-0.9,-10.0,-0.005,0.024,0.2,0.0
1942,N,2.4,-10.0,-0.0025,0.007,0.1,0.0
1943,P,-7.3,-10.0,0.0,0.002,-0.3,0.0
1944,N,3.1,-30.0,0.004,0.008,0.4,0.0
1945,P,-5.4,10.0,-0.0047,0.011,-0.1,0.0
1946,P,-5.6,0.0,-0.0043,0.004,0.1,-0.01
1947,P,-4.3,-20.0,-0.0001,-0.001,-0.1,0.0
1948,P,-4.7,-60.0,0.0012,0.004,0.0,0.0
1949,N,6.5,-60.0,-0.0033,0.005,0.2,0.0
1950,N,8.0,-50.0,-0.0049,-0.003,0.0,0.01
1951,P,-5.6,0.0,-0.0016,0.006,-0.2,0.0
1952,P,-6.4,-20.0,-0.0026,0.002,0.0,-0.02
1953,N,3.9,-30.0,-0.002,-0.011,0.2,0.0
1954,N,6.4,-10.0,0.0014,-0.013,0.0,0.0
1955,N,5.4,10.0,0.0035,-0.007,-0.1,0.0
1956,P,-6.7,10.0,0.0008,0.007,-0.2,0.0
1957,P,-8.7,-20.0,-0.0008,0.007,0.0,0.0
1958,N,5.3,-40.0,-0.002,-0.01,0.2,0.0
1959,P,-5.3,-10.0,-0.0032,-0.011,-0.1,0.0
1960,N,4.8,-10.0,0.0023,-0.015,0.2,0.0
1961,N,5.1,0.0,0.0053,-0.005,-0.1,-0.01
1962,P,-2.0,10.0,0.004,0.012,-0.2,0.0
1963,P,-2.2,-10.0,-0.0063,0.007,0.0,0.0
1964,N,2.6,-10.0,-0.0053,-0.014,0.2,0.0
1965,N,1.3,0.0,0.0036,-0.02,0.1,0.0
1966,N,1.1,10.0,0.0062,-0.003,0.0,0.0
1967,P,-3.2,0.0,0.0012,0.017,-0.2,0.01
1968,P,-4.1,-10.0,-0.0044,0.012,0.0,0.0
1969,P,-3.0,-20.0,-0.0063,0.003,0.1,-0.01
1970,P,-3.7,-10.0,0.0022,-0.032,-0.2,0.0
1971,N,-2.9,-20.0,0.0048,-0.024,0.1,0.0
1972,N,1.7,-30.0,0.0032,-0.007,0.1,0.0
1973,P,-2.9,0.0,-0.0002,0.015,-0.2,0.0
1974,P,-6.2,-10.0,-0.0031,0.011,-0.1,0.0
1975,P,-5.0,-20.0,-0.0039,0.001,0.1,0.0
1976,N,5.7,-20.0,-0.0004,-0.01,0.2,0.0
1977,N,8.9,0.0,0.0031,-0.006,0.1,0.0
1978,P,-2.0,30.0,0.0027,0.013,-0.3,0.0
1979,P,-7.1,10.0,-0.0012,0.016,-0.1,0.0
1980,P,-7.8,-10.0,-0.0033,0.01,0.0,0.0
1981,P,-4.9,0.0,-0.0032,0.025,-0.2,0.0
1982,N,3.3,-20.0,-0.0002,0.004,0.1,0.0
1983,P,-3.5,-10.0,0.0005,0.012,-0.2,0.01
1984,N,4.0,-30.0,0.0001,0.002,0.1,0.0
1985,N,5.6,0.0,0.0023,0.007,0.0,0.0
1986,P,-1.8,10.0,0.0008,0.014,-0.3,0.0
1987,N,1.2,-20.0,0.0038,-0.006,0.2,-0.01
1988,P,-0.7,-30.0,-0.0053,0.006,0.1,0.0
1989,N,3.8,-20.0,-0.003,-0.012,0.1,0.0
1990,P,-1.4,-10.0,0.0038,-0.006,-0.2,0.0
1991,N,4.0,0.0,-0.0033,0.001,0.1,0.0
1992,P,2.0,10.0,-0.004,-0.01,-0.1,0.0
1993,N,0.8,0.0,0.0043,-0.011,0.1,0.0
1994,P,-4.6,0.0,0.0056,0.01,-0.2,0.0
1995,P,0.9,-20.0,-0.0061,0.007,0.1,0.0
1996,N,3.8,-10.0,0.0039,-0.01,0.0,0.0
1997,P,-4.2,0.0,0.0055,0.018,-0.2,0.0
1998,P,-5.1,-20.0,0.0,0.026,0.0,0.01
1999,N,4.6,-20.0,-0.0037,-0.014,0.1,0.0
2000,P,-1.5,10.0,0.0051,0.015,-0.1,0.0
2001,P,-3.0,-10.0,-0.007,0.023,-0.1,0.0
2002,N,2.7,-10.0,-0.005,0.005,0.3,0.01
2003,N,1.2,20.0,0.0053,0.014,-0.1,0.0
2004,P,-3.3,20.0,0.0046,0.026,-0.2,0.0
2005,N,3.2,0.0,-0.0063,0.022,0.3,0.0
2006,N,2.6,20.0,-0.0067,-0.002,-0.1,0.0
2007,P,-2.7,20.0,-0.0034,-0.016,-0.2,0.0
2008,P,-3.3,-10.0,0.0051,-0.004,0.0,0.0
2009,N,2.2,-10.0,0.0027,0.012,0.2,0.0
2010,P,-6.9,-10.0,0.0018,0.007,-0.1,0.0
2011,P,-8.1,-40.0,0.0005,0.011,0.0,0.0
2012,N,7.7,-30.0,-0.0048,0.008,0.2,0.0
2013,N,11.0,0.0,-0.0031,-0.003,0.1,0.0
2014,P,-4.1,30.0,0.0013,-0.006,-0.5,0.0
2015,P,-4.6,10.0,-0.0029,0.011,-0.1,0.0
2016,P,-2.3,-20.0,-0.003,-0.013,-0.1,0.0
2017,N,1.4,-20.0,0.0042,-0.013,0.1,0.0
2018,P,-2.4,-30.0,-0.0088,0.0,0.1,-0.01
2019,P,-4.8,-20.0,0.0059,0.015,-0.1,0.0
2020,N,-4.4,-40.0,0.0041,0.03,0.1,0.0
2021,P,-2.6,-50.0,-0.001,0.035,0.1,-0.01
2022,N,2.5,-50.0,-0.0023,0.029,0.2,0.0
2023,P,0.7,-40.0,-0.0048,0.021,-0.3,0.02
2024,P,-0.3,-40.0,-0.007,0.008,0.0,0.0
2025,N,7.7,-20.0,0.0046,-0.01,0.1,0.0
2026,N,4.0,20.0,0.0074,0.023,-0.1,0.0
2027,P,-4.8,20.0,0.002,0.042,-0.3,0.0
2028,N,9.7,20.0,-0.0051,0.026,0.2,0.0
2029,N,11.8,40.0,-0.0059,0.017,0.0,0.01
2030,N,9.8,60.0,-0.0061,0.004,-0.1,0.0
2031,P,5.0,70.0,-0.0057,-0.007,-0.3,0.0
2032,N,0.3,70.0,0.0037,-0.016,0.3,0.01
2033,N,-0.1,70.0,0.0068,-0.001,-0.1,0.0
2034,N,-4.5,70.0,0.0063,0.012,-0.2,0.0
2035,P,-7.7,60.0,0.0047,0.02,-0.1,0.01
2036,P,-10.3,40.0,-0.0008,0.025,-0.1,0.0
2037,P,-6.0,0.0,-0.0075,0.005,0.1,0.0
2038,N,-0.5,-10.0,-0.0066,-0.013,0.3,0.0
2039,N,4.2,-10.0,-0.0025,-0.023,0.2,0.0
2040,N,4.5,10.0,0.0023,-0.02,0.0,0.0
2041,P,-1.7,20.0,0.0034,-0.006,-0.2,0.0
2042,N,0.8,10.0,-0.0031,-0.011,0.2,-0.01
2043,P,-3.9,10.0,0.0004,0.0,-0.1,0.0
2044,N,4.2,-10.0,0.0,-0.002,0.2,0.0
2045,N,5.1,0.0,0.0014,0.0,0.0,0.01
2046,P,-3.4,10.0,0.0002,0.006,-0.2,0.0
2047,N,3.5,0.0,-0.0003,-0.002,0.1,0.0
2048,P,-6.9,-30.0,-0.0008,-0.004,0.0,0.0
2049,N,1.7,-50.0,0.0021,0.0,0.3,-0.01
2050,N,5.5,-40.0,0.0012,0.003,0.2,0.0
2051,N,8.5,-10.0,-0.0009,0.003,0.0,0.0
2052,P,-2.1,20.0,-0.0028,-0.012,-0.2,0.0
2053,P,-5.4,-10.0,0.0036,-0.011,0.0,0.0
2054,N,2.6,-20.0,0.0052,0.018,0.1,0.0
2055,N,4.4,-10.0,0.0025,0.029,0.0,0.0
2056,N,4.6,10.0,-0.0065,0.019,0.0,0.0
2057,N,2.6,30.0,-0.0023,-0.025,0.1,0.0
2058,P,-1.4,30.0,0.0026,-0.025,-0.2,-0.01
2059,P,-5.1,20.0,0.0033,-0.015,-0.1,0.0
2060,P,-4.7,10.0,0.0026,-0.006,0.0,0.0
2061,P,-3.5,-20.0,-0.0073,-0.016,0.0,0.0
2062,N,6.0,-10.0,-0.0017,-0.04,0.3,0.0
2063,N,8.7,0.0,0.0022,-0.039,0.1,0.01
2064,N,-0.3,30.0,0.0065,-0.004,-0.2,0.0
2065,P,-6.4,20.0,0.0036,0.012,-0.2,0.0
2066,P,-3.6,10.0,0.0005,0.005,-0.2,0.0
2067,P,-7.1,-20.0,0.0006,0.011,-0.1,0.0
2068,N,10.0,-10.0,0.001,0.006,0.3,0.0
2069,N,12.3,0.0,0.0022,0.009,0.0,0.01
2070,N,10.1,40.0,0.0018,0.015,-0.2,0.01
2071,P,-2.4,50.0,-0.0021,0.014,-0.4,0.0
2072,P,-9.3,40.0,-0.0031,0.009,-0.3,0.0
2073,N,2.1,-10.0,0.0035,0.015,0.1,-0.01
2074,P,-1.4,-10.0,0.0011,0.022,-0.2,0.0
2075,N,4.2,0.0,0.0016,-0.01,0.1,0.0
2076,P,-2.9,20.0,-0.0023,-0.002,-0.1,0.0
2077,N,1.1,10.0,-0.0013,-0.018,0.1,0.0
2078,P,-3.9,0.0,0.0026,0.004,-0.1,0.0
2079,N,-3.8,-10.0,0.0012,0.01,0.0,0.0
2080,P,-3.6,-20.0,-0.0014,0.01,0.0,0.0
2081,N,6.9,-10.0,0.0008,-0.013,0.1,0.0
2082,N,6.2,10.0,0.0045,-0.004,-0.1,0.0
2083,P,-2.8,20.0,0.0034,0.012,-0.3,0.0
2084,N,3.1,-10.0,-0.0016,-0.006,0.1,0.0
2085,P,-1.2,0.0,-0.0008,-0.01,-0.2,0.0
2086,N,-3.3,-10.0,0.0028,-0.007,0.0,0.0
2087,P,-5.3,-20.0,0.0011,-0.003,-0.1,0.0
2088,P,-4.5,-30.0,-0.0022,-0.004,0.2,-0.02
2089,N,2.0,-30.0,-0.001,-0.01,0.2,0.0
2090,N,6.8,-20.0,0.0036,-0.007,0.2,0.0
2091,N,-6.5,0.0,0.0028,0.029,-0.3,0.0
2092,P,-8.4,-30.0,-0.0035,0.028,0.1,0.0
2093,P,-2.8,-60.0,-0.0039,0.009,0.1,0.0
2094,N,7.7,-40.0,-0.0024,-0.007,0.2,0.0
2095,N,10.2,-30.0,-0.0016,-0.01,0.1,0.01
2096,N,11.5,-10.0,0.0008,-0.011,0.0,0.01
2097,N,10.0,10.0,0.0028,-0.008,-0.2,0.02
2098,P,-0.1,20.0,0.0028,0.002,-0.3,-0.01
2099,P,-6.0,10.0,-0.0009,0.006,-0.1,0.0
2100,P,-0.8,0.0,0.002,-0.003,-0.2,0.0
2101,N,2.2,0.0,0.0025,0.005,0.1,0.0
2102,N,3.4,10.0,0.0025,0.014,0.0,0.0
2103,P,-5.2,10.0,-0.0046,0.01,-0.2,0.0
2104,N,6.5,0.0,0.0041,-0.001,0.1,0.0
2105,P,-2.6,20.0,-0.0004,0.014,-0.3,-0.01
2106,N,2.1,0.0,0.0001,0.004,0.1,0.0
2107,P,-3.7,10.0,-0.0029,0.001,-0.1,0.0
2108,P,-3.0,-10.0,-0.0036,-0.01,0.0,-0.01
2109,N,5.2,0.0,-0.0021,-0.005,0.1,0.0
2110,N,5.0,20.0,-0.0033,-0.014,0.0,0.0
2111,P,-4.3,20.0,0.0012,-0.021,-0.2,0.0
2112,N,-0.4,0.0,0.0057,-0.002,0.1,0.0
2113,N,0.2,0.0,0.0043,0.017,0.0,0.0
2114,P,-2.7,-10.0,-0.0062,0.001,-0.1,-0.02
2115,P,-1.5,-30.0,0.004,-0.006,0.0,0.0
2116,N,3.3,-20.0,0.0038,0.012,0.1,0.0
2117,P,1.0,-10.0,-0.0066,0.001,0.0,0.0
2118,N,1.3,0.0,0.0041,-0.005,0.0,0.0
2119,P,-4.4,0.0,0.001,0.009,-0.1,0.0
2120,N,4.7,-10.0,0.0022,0.011,0.1,0.0
2121,N,4.1,20.0,-0.0003,0.011,0.0,0.0
2122,P,-2.4,20.0,-0.0007,0.01,-0.2,0.0
2123,P,-4.1,0.0,0.0014,0.006,0.0,0.0
2124,N,3.5,-10.0,-0.002,0.001,0.1,0.0
2125,N,3.4,10.0,-0.0015,-0.005,0.0,0.0
2126,P,-2.0,10.0,-0.002,-0.01,-0.3,0.0
2127,P,-5.2,-10.0,0.0046,0.003,-0.1,0.0
2128,N,-4.5,-20.0,0.0045,0.011,0.2,0.01
2129,N,6.2,-10.0,-0.0041,-0.009,0.1,0.0
2130,P,-5.4,0.0,-0.0031,0.003,-0.1,0.0
2131,N,3.5,-20.0,0.0039,0.01,0.1,0.0
2132,P,-3.3,-10.0,-0.0017,0.018,-0.1,0.0
2133,P,-5.5,-30.0,-0.0043,0.004,0.0,0.0
2134,P,-4.6,-40.0,-0.0044,-0.006,0.1,0.0
2135,N,2.0,-50.0,0.0037,-0.01,0.1,0.0
2136,P,-1.5,-40.0,0.0059,0.018,-0.1,0.0
2137,N,-1.4,-50.0,0.0041,0.028,0.1,-0.01
2138,N,7.7,-30.0,-0.0042,0.012,0.2,0.0
2139,N,10.1,-10.0,-0.0029,0.005,0.1,0.0
2140,N,10.5,0.0,-0.0014,0.002,0.0,0.01
2141,P,-4.2,30.0,0.0029,0.011,-0.2,0.0
2142,P,-10.2,0.0,0.0017,0.02,-0.1,0.0
2143,P,-11.2,-20.0,0.001,0.023,0.0,-0.01
2144,N,4.6,-50.0,-0.0026,0.015,0.2,0.0
2145,P,-3.0,-10.0,0.0024,0.004,-0.1,0.0
2146,P,-4.3,-20.0,0.0025,0.01,0.0,0.0
2147,P,-0.9,-40.0,-0.0014,0.008,0.1,-0.01
2148,N,3.8,-40.0,-0.0007,0.005,0.3,0.0
2149,N,4.8,-20.0,0.0002,0.005,0.0,0.0
2150,P,-1.9,-10.0,-0.0006,0.007,-0.2,0.0
2151,P,-4.2,-20.0,-0.0022,0.002,-0.1,0.0
2152,P,-2.1,-40.0,-0.0022,-0.008,-0.1,0.0
2153,N,3.1,-40.0,0.0002,-0.018,0.2,0.0
2154,N,3.5,-10.0,-0.0004,-0.002,0.1,0.0
2155,P,-4.4,-10.0,0.0003,0.002,0.0,0.0
2156,N,5.0,-10.0,-0.0002,0.002,0.0,0.0
2157,P,-7.1,-30.0,0.0004,0.0,-0.1,0.0
2158,P,-5.4,-40.0,0.0005,0.001,0.1,-0.01
2159,N,8.2,-30.0,0.0009,0.005,0.2,0.0
2160,N,12.6,-10.0,0.0007,0.007,0.1,0.0
2161,N,9.7,40.0,-0.0003,0.008,-0.2,0.0
2162,P,-7.7,40.0,-0.0017,0.001,-0.3,0.0
2163,P,-9.4,30.0,-0.0015,-0.003,0.1,-0.02
2164,N,6.7,10.0,0.003,0.011,0.2,0.0
2165,N,6.8,20.0,0.0021,0.016,-0.1,0.01
2166,P,-7.1,20.0,-0.0043,0.004,-0.2,0.0
2167,N,-7.3,-10.0,-0.0019,-0.012,0.1,0.0
2168,P,-7.4,-40.0,0.0037,-0.009,0.0,0.0
2169,P,-2.9,-60.0,0.0058,0.008,0.1,0.0
2170,N,1.8,-60.0,0.0045,0.02,0.2,0.0
2171,N,6.3,-40.0,-0.0002,0.027,0.1,0.0
2172,N,5.7,-20.0,-0.0057,0.015,-0.1,0.01
2173,N,3.7,-10.0,-0.0063,0.006,-0.2,0.01
2174,N,-2.0,-20.0,0.0042,-0.006,0.0,0.0
2175,P,0.6,20.0,-0.0102,-0.01,0.0,0.0
2176,P,-4.7,20.0,0.0031,-0.038,-0.2,0.0
2177,N,-2.8,-10.0,0.0044,-0.007,0.0,0.0
2178,N,-0.4,-20.0,-0.0056,-0.012,0.0,0.0
2179,N,-0.3,-20.0,0.0047,-0.025,0.0,0.0
2180,N,-0.8,-20.0,0.0074,-0.015,-0.1,0.0
2181,P,-3.9,-30.0,0.0031,-0.004,-0.2,0.0
2182,N,-3.3,-50.0,-0.0059,-0.01,0.0,0.0
2183,P,-3.5,-50.0,-0.0057,-0.02,-0.1,-0.01
2184,P,-4.3,-60.0,0.0001,-0.029,0.0,0.0
2185,N,-1.8,-70.0,0.007,-0.021,0.2,-0.01
2186,P,0.6,-70.0,-0.0018,0.001,-0.1,0.0
2187,P,1.1,-20.0,-0.0057,0.002,-0.1,0.0
2188,N,-0.8,-20.0,0.0063,0.001,0.0,-0.01
2189,P,-2.7,-20.0,0.0005,0.011,-0.1,0.0
2190,P,-3.9,-40.0,-0.0084,-0.005,0.0,0.0
2191,N,1.6,-40.0,0.0047,-0.017,0.2,0.0
2192,N,2.4,-10.0,0.007,0.013,-0.1,0.0
2193,P,-0.6,-10.0,0.0046,0.023,-0.2,0.0
2194,N,-1.7,-10.0,0.0018,0.028,0.0,-0.01
2195,P,-1.2,-20.0,-0.0078,0.021,0.0,0.0
2196,P,2.9,-20.0,-0.0063,-0.002,0.2,0.0
2197,N,6.5,-10.0,-0.003,-0.011,0.2,0.0
2198,N,9.0,10.0,0.0016,-0.012,0.1,0.01
2199,N,9.9,30.0,0.0068,-0.004,0.0,0.0
2200,N,2.0,60.0,-0.0083,0.005,-0.2,0.0
2201,P,-3.9,40.0,0.0034,-0.017,-0.1,0.0
2202,N,-5.8,30.0,0.0082,-0.006,-0.1,0.0
2203,P,-9.8,-10.0,0.003,0.022,-0.1,0.0
2204,P,-2.6,-50.0,-0.0078,0.005,0.2,0.0
2205,N,1.4,-50.0,-0.0065,-0.007,0.4,0.0
2206,N,5.5,-40.0,-0.0027,-0.014,0.2,0.0
2207,N,5.2,-30.0,0.0072,-0.006,-0.1,0.0
2208,P,1.0,-10.0,0.0055,0.017,-0.1,0.0
2209,N,-1.2,-30.0,-0.0068,0.024,0.1,0.0
2210,N,3.7,-20.0,0.0082,0.016,0.1,0.0
2211,P,0.5,-10.0,-0.0061,0.024,-0.1,0.0
2212,P,-3.2,-10.0,-0.003,0.018,-0.1,0.0
2213,P,-5.0,-20.0,-0.0016,0.009,0.0,0.0
2214,P,-4.6,-30.0,0.0002,0.008,0.0,0.0
2215,N,3.6,-20.0,-0.0026,-0.033,0.1,0.0
2216,N,1.6,-10.0,0.0097,-0.006,-0.1,0.0
2217,P,-2.7,-10.0,0.0048,0.008,-0.3,0.01
2218,P,-5.0,-20.0,-0.0047,0.007,0.0,0.0
2219,N,0.8,-40.0,0.0045,-0.006,0.1,0.0
2220,P,-2.4,-40.0,-0.0035,0.01,0.0,-0.01
2221,P,-2.1,-40.0,-0.0073,0.003,0.1,0.0
2222,N,3.1,-40.0,0.0071,-0.022,0.1,0.0
2223,P,1.0,-30.0,0.003,-0.009,-0.1,-0.01
2224,N,0.0,-30.0,-0.005,-0.011,0.0,0.0
2225,N,0.4,-30.0,0.0066,-0.018,0.0,0.0
2226,N,1.0,-30.0,0.0094,0.0,0.1,-0.01
2227,N,1.2,-30.0,0.0081,0.014,-0.1,0.01
2228,P,-1.8,-30.0,-0.0036,0.023,-0.1,0.0
2229,P,-2.8,-30.0,-0.004,0.018,-0.1,-0.01
2230,N,-1.8,-40.0,-0.0008,0.014,0.1,-0.02
2231,N,1.8,-40.0,-0.0077,0.003,0.1,0.0
2232,N,4.0,-30.0,-0.0056,-0.018,0.1,0.0
2233,P,-0.3,-20.0,0.0041,-0.022,-0.2,0.0
2234,N,-2.4,-20.0,0.0064,-0.004,-0.1,0.0
2235,P,-4.2,-30.0,0.0027,0.005,-0.1,0.0
2236,P,-4.4,-50.0,-0.0031,0.003,0.0,0.0
2237,N,5.3,-50.0,0.0092,-0.003,0.1,0.0
2238,P,0.4,-30.0,-0.0096,0.008,0.0,0.01
2239,N,4.2,-10.0,0.0064,-0.013,0.0,0.0
2240,P,2.1,-10.0,0.0088,0.003,-0.2,0.01
2241,P,-2.7,-10.0,0.0033,0.02,-0.3,0.01
2242,P,-7.2,-20.0,-0.0051,0.018,-0.2,0.0
2243,P,-7.9,-30.0,-0.01,0.005,0.1,-0.01
2244,N,4.1,-40.0,0.0064,-0.027,0.2,0.0
2245,P,1.8,-30.0,0.0116,0.012,-0.2,0.0
2246,N,-0.1,-30.0,0.0105,0.03,-0.1,0.0
2247,P,-2.4,-30.0,-0.0035,0.037,-0.1,0.0
2248,P,-5.8,-40.0,-0.0112,0.02,-0.2,0.0
2249,P,-6.3,-50.0,-0.0117,-0.009,0.0,0.0
2250,N,-1.7,-70.0,-0.0004,-0.025,0.4,-0.01
2251,N,6.7,-50.0,0.0086,-0.002,0.2,0.0
2252,N,7.2,-30.0,0.0055,0.015,0.0,0.0
2253,N,0.1,-20.0,0.0056,-0.006,0.1,-0.01
2254,N,-1.8,-20.0,0.0057,0.013,-0.1,0.0
2255,P,-4.2,-30.0,0.0014,0.02,-0.1,0.0
2256,P,-6.1,-40.0,-0.0054,0.013,0.0,0.0
2257,P,-4.8,-60.0,-0.0089,-0.008,0.1,0.0
2258,N,4.4,-60.0,0.0058,-0.019,0.2,0.0
2259,N,6.5,-30.0,0.0067,0.012,0.0,0.0
2260,P,2.7,-10.0,-0.0052,0.009,-0.1,0.0
2261,N,0.0,-20.0,-0.0046,0.005,0.1,0.0
2262,P,-3.2,-20.0,0.0067,-0.007,-0.1,0.0
2263,N,-3.3,-20.0,0.008,0.003,0.0,-0.02
2264,P,-4.4,-30.0,0.0039,0.014,-0.1,-0.01
2265,P,-4.7,-40.0,-0.004,0.014,0.0,0.0
2266,N,-2.3,-40.0,-0.0106,0.001,0.2,-0.02
2267,P,-0.2,-50.0,-0.011,-0.013,0.2,0.01
2268,N,5.4,-40.0,-0.0037,-0.025,0.4,-0.01
2269,N,9.8,-30.0,0.0056,-0.023,0.1,0.02
2270,P,-1.9,0.0,0.0042,0.005,-0.5,0.01
2271,N,-6.1,-10.0,0.0038,0.011,0.1,-0.02
2272,N,3.9,-30.0,-0.0012,-0.011,0.3,0.0
2273,P,-0.9,0.0,-0.0013,0.014,-0.4,-0.01
2274,P,-4.5,-10.0,-0.0037,-0.002,0.0,0.0
2275,N,-3.4,-20.0,-0.0017,-0.006,0.1,-0.01
2276,N,-0.4,-30.0,0.0065,-0.008,0.1,0.0
2277,N,-2.4,-30.0,0.0065,0.012,-0.1,0.0
2278,P,-5.8,-40.0,0.002,0.019,-0.3,0.01
2279,P,-6.8,-50.0,-0.0053,0.016,0.0,0.0
2280,N,-5.4,-60.0,-0.009,0.004,0.1,-0.01
2281,N,3.8,-60.0,0.0027,-0.012,0.3,0.0
2282,N,7.1,-60.0,0.008,-0.005,0.2,0.01
2283,N,8.2,-50.0,0.0104,0.008,0.0,0.01
2284,N,7.0,-30.0,0.0093,0.027,-0.1,0.01
2285,P,-3.0,-20.0,0.0008,0.04,-0.2,-0.01
2286,N,3.1,-30.0,-0.0043,0.033,0.2,0.0
2287,N,7.7,-10.0,-0.0039,0.006,0.1,0.0
2288,N,8.5,10.0,-0.0011,0.001,0.0,0.01
2289,P,-2.1,30.0,0.0014,0.013,-0.3,0.0
2290,P,-7.9,10.0,-0.0052,0.007,-0.2,0.0
2291,N,3.7,-10.0,-0.0065,0.006,0.0,0.0
2292,N,2.4,0.0,0.006,-0.028,0.1,0.0
2293,P,-3.6,0.0,0.0115,0.005,-0.3,0.0
2294,N,-5.6,-20.0,0.0022,0.029,0.0,-0.01
2295,P,-6.6,-30.0,-0.0083,0.025,-0.1,0.0
2296,P,-5.2,-40.0,-0.0133,0.005,0.2,-0.01
2297,P,-2.4,-40.0,-0.0065,-0.013,0.2,0.0
2298,N,3.1,-40.0,0.001,-0.018,0.4,-0.01
2299,P,-0.5,-30.0,0.0075,0.009,-0.2,-0.01
2300,P,-3.4,-40.0,0.0013,0.025,-0.1,0.0
2301,P,-3.7,-40.0,-0.0022,0.024,0.1,-0.01
2302,N,2.5,-40.0,-0.0086,0.005,0.2,0.0
2303,P,-0.8,-30.0,-0.0029,-0.037,-0.3,0.0
2304,P,-1.7,-40.0,0.0059,-0.032,0.0,-0.01
2305,N,1.1,-40.0,0.0089,-0.006,0.1,0.0
2306,N,1.1,-40.0,0.0072,0.013,0.0,0.0
2307,P,-1.2,-40.0,-0.0008,0.023,-0.1,0.0
2308,N,-0.6,-40.0,-0.0022,0.019,0.1,-0.01
2309,P,-2.2,-40.0,-0.0098,0.005,-0.1,0.0
2310,P,-1.2,-50.0,-0.0115,-0.02,0.2,-0.02
2311,N,3.2,-40.0,0.0018,-0.035,0.2,0.0
2312,N,0.8,-30.0,0.0075,-0.005,-0.1,0.0
2313,P,-1.6,-40.0,-0.009,0.004,-0.1,0.0
2314,P,-0.1,-40.0,-0.0066,-0.014,0.1,0.0
2315,N,3.1,-40.0,0.0015,-0.02,0.2,0.0
