,binaryClass_cat,year_num,month_num,day_num,RPT_num,VAL_num,ROS_num,KIL_num,SHA_num,BIR_num,DUB_num,CLA_num,MUL_num,CLO_num,BEL_num
2150,N,66.0,11.0,21.0,12.0,7.96,12.5,4.46,6.46,1.87,6.71,5.41,5.83,6.87,14.25
2151,P,66.0,11.0,22.0,11.58,3.92,13.46,5.88,6.08,0.67,8.17,1.13,4.21,3.13,5.83
2152,P,66.0,11.0,23.0,4.79,6.92,5.83,0.25,7.83,0.0,5.33,0.96,0.71,1.04,12.0
2153,P,66.0,11.0,24.0,8.75,6.54,7.33,2.67,6.96,1.46,7.96,3.33,5.13,6.08,12.04
2154,N,66.0,11.0,25.0,10.37,10.41,7.17,5.41,10.46,7.25,12.12,8.0,8.25,8.92,14.17
2155,N,66.0,11.0,26.0,8.83,9.59,8.71,6.25,11.17,8.67,14.79,9.42,11.46,10.75,16.42
2156,N,66.0,11.0,27.0,17.33,15.92,12.46,8.42,14.12,10.5,16.75,11.42,12.17,14.09,20.38
2157,N,66.0,11.0,28.0,17.25,13.29,11.96,10.54,11.12,9.25,15.37,8.04,13.08,13.33,19.92
2158,N,66.0,11.0,29.0,16.58,14.12,14.09,7.92,14.33,11.08,19.38,11.04,13.13,14.21,22.04
2159,N,66.0,11.0,30.0,21.29,19.58,13.75,14.54,18.71,13.13,21.75,13.25,15.5,14.88,22.29
2160,N,66.0,12.0,1.0,34.37,33.37,24.04,23.54,33.63,26.04,30.37,31.08,25.62,24.41,42.38
2161,N,66.0,12.0,2.0,28.21,27.37,22.54,20.62,22.08,16.13,28.16,17.29,22.5,23.16,25.88
2162,N,66.0,12.0,3.0,14.29,12.25,12.08,8.75,11.29,7.29,14.5,6.17,10.08,7.75,14.29
2163,N,66.0,12.0,4.0,8.0,5.58,6.96,1.38,8.63,4.92,11.75,4.5,6.21,6.34,15.46
2164,N,66.0,12.0,5.0,10.37,11.38,11.96,5.66,13.04,9.04,14.96,11.58,9.62,12.5,18.91
2165,N,66.0,12.0,6.0,11.29,9.54,5.91,5.37,10.83,5.75,12.21,5.66,7.87,7.29,15.71
2166,N,66.0,12.0,7.0,10.46,11.25,10.5,5.33,12.29,9.79,15.09,11.79,9.87,11.75,20.21
2167,N,66.0,12.0,8.0,22.54,21.42,14.12,13.42,21.84,16.38,25.12,17.08,19.62,18.25,28.16
2168,N,66.0,12.0,9.0,21.25,21.0,14.62,17.37,23.91,17.33,23.75,21.0,19.33,11.92,25.33
2169,N,66.0,12.0,10.0,20.75,17.5,13.62,13.59,18.46,12.12,14.58,11.83,13.25,9.13,16.71
2170,P,66.0,12.0,11.0,11.67,15.12,10.13,5.5,13.96,9.5,11.21,9.17,8.38,8.96,16.13
2171,P,66.0,12.0,12.0,26.75,22.21,16.42,17.62,24.79,17.75,20.04,19.7,18.63,10.79,26.08
2172,P,66.0,12.0,13.0,15.79,12.5,15.12,11.08,11.83,9.13,13.33,8.29,11.79,5.54,15.67
2173,P,66.0,12.0,14.0,7.08,11.46,6.63,1.04,10.08,5.46,9.87,5.63,4.83,4.67,13.33
2174,N,66.0,12.0,15.0,20.83,16.88,14.62,9.92,14.58,10.63,11.29,12.58,11.17,12.92,19.55
2175,N,66.0,12.0,16.0,10.79,10.75,6.79,4.0,10.67,7.33,14.25,7.96,8.29,10.08,17.88
2176,N,66.0,12.0,17.0,18.29,18.88,19.5,11.87,20.67,17.75,26.0,19.7,19.83,21.75,29.17
2177,N,66.0,12.0,18.0,14.83,11.67,12.71,9.83,13.04,10.08,18.5,9.29,12.75,13.0,15.92
2178,N,66.0,12.0,19.0,15.59,16.38,15.29,12.04,22.58,15.59,23.04,13.7,19.0,13.5,23.25
2179,N,66.0,12.0,20.0,14.29,11.38,13.29,8.87,9.46,7.96,12.58,7.12,8.96,8.71,12.92
2180,N,66.0,12.0,21.0,16.38,11.25,8.17,7.21,15.0,8.29,17.16,12.25,12.83,11.08,17.54
2181,N,66.0,12.0,22.0,18.66,14.79,10.67,11.83,17.96,12.42,17.37,15.92,14.46,12.75,17.71
2182,N,66.0,12.0,23.0,15.75,16.71,10.5,10.41,18.0,11.83,16.88,12.54,14.09,14.17,15.5
2183,N,66.0,12.0,24.0,15.92,13.54,11.67,10.17,15.75,9.67,10.67,8.87,10.92,7.38,11.63
2184,P,66.0,12.0,25.0,10.67,7.21,8.42,4.21,10.79,5.63,4.96,6.13,5.17,6.21,14.33
2185,N,66.0,12.0,26.0,19.92,16.0,17.25,13.54,15.59,11.58,10.41,13.08,12.83,16.13,21.09
2186,P,66.0,12.0,27.0,11.17,10.88,7.54,4.38,10.5,6.63,9.67,5.17,6.67,6.87,13.46
2187,N,66.0,12.0,28.0,15.25,12.71,11.79,4.58,12.0,8.54,9.62,7.5,8.38,11.63,12.75
2188,P,66.0,12.0,29.0,19.79,17.62,16.33,10.79,18.5,10.75,16.5,7.83,11.12,7.75,10.79
2189,N,66.0,12.0,30.0,5.25,4.25,8.21,1.25,6.42,3.37,5.25,3.67,4.29,3.79,11.67
2190,N,66.0,12.0,31.0,13.0,11.46,10.13,6.34,11.87,7.5,13.5,8.46,11.0,10.04,17.29
2191,N,67.0,1.0,1.0,6.46,4.46,6.5,3.21,6.67,3.79,11.38,3.83,7.71,9.08,10.67
2192,N,67.0,1.0,2.0,8.29,6.34,8.54,1.75,3.33,0.33,8.29,0.58,3.92,5.04,2.75
2193,N,67.0,1.0,3.0,5.09,4.29,8.71,0.46,3.21,0.5,5.66,0.25,2.5,5.09,2.54
2194,P,67.0,1.0,4.0,10.75,13.29,8.21,1.33,8.63,0.79,5.63,0.71,1.87,2.88,3.37
2195,P,67.0,1.0,5.0,10.92,4.33,12.67,5.41,6.25,2.62,6.87,1.67,4.88,6.5,4.54
2196,P,67.0,1.0,6.0,11.08,8.67,7.33,3.63,8.92,6.25,10.63,4.42,7.75,8.0,9.92
2197,N,67.0,1.0,7.0,12.12,13.54,12.87,6.13,9.87,6.13,8.63,7.71,7.75,8.25,15.79
2198,P,67.0,1.0,8.0,9.79,6.42,10.25,4.29,6.96,2.54,6.34,3.92,3.96,3.37,9.0
2199,P,67.0,1.0,9.0,8.33,3.33,7.21,2.17,4.17,1.42,7.33,0.37,2.75,2.75,4.04
2200,P,67.0,1.0,10.0,11.34,5.09,7.29,3.33,6.0,4.96,11.0,7.29,7.87,7.79,12.33
2201,P,67.0,1.0,11.0,17.33,9.38,9.62,8.46,6.34,5.63,9.59,6.83,7.71,11.79,10.21
2202,N,67.0,1.0,12.0,8.38,4.17,5.83,5.66,7.41,4.29,9.54,4.58,7.96,7.41,8.96
2203,N,67.0,1.0,13.0,4.58,3.79,5.17,2.21,5.41,2.88,9.96,1.25,5.41,6.0,10.21
2204,P,67.0,1.0,14.0,10.13,10.13,5.13,3.21,8.17,4.21,6.21,6.63,3.96,7.46,14.62
2205,N,67.0,1.0,15.0,18.84,16.58,11.63,10.75,14.62,9.0,3.92,11.5,8.63,11.67,22.63
2206,N,67.0,1.0,16.0,21.29,18.41,15.83,14.04,16.29,10.41,7.75,12.67,9.38,14.67,17.96
2207,N,67.0,1.0,17.0,18.29,13.04,17.25,11.12,12.21,10.37,14.79,11.92,12.0,15.5,13.62
2208,N,67.0,1.0,18.0,13.79,11.5,12.08,6.42,12.33,8.96,9.0,7.67,7.08,7.54,11.54
2209,N,67.0,1.0,19.0,16.33,12.5,18.29,10.34,11.79,8.17,13.67,7.96,8.46,11.63,12.71
2210,N,67.0,1.0,20.0,10.96,8.75,14.42,7.21,9.92,6.46,10.21,7.17,6.63,10.04,10.37
2211,N,67.0,1.0,21.0,12.46,12.0,9.08,6.67,13.92,7.62,13.54,6.63,8.92,10.0,18.08
2212,N,67.0,1.0,22.0,18.38,13.92,14.04,8.12,14.33,10.08,13.29,10.21,9.33,11.25,15.12
2213,N,67.0,1.0,23.0,22.88,19.79,15.25,10.25,17.83,10.21,10.08,11.92,9.54,13.0,15.67
2214,P,67.0,1.0,24.0,16.92,13.59,10.54,6.13,11.29,5.66,6.71,5.41,4.67,9.33,9.42
2215,N,67.0,1.0,25.0,15.54,13.75,14.58,9.29,13.46,8.92,11.79,10.0,9.67,12.25,17.25
2216,P,67.0,1.0,26.0,7.08,10.13,8.0,3.29,9.59,7.08,7.75,6.5,5.71,8.04,12.67
2217,N,67.0,1.0,27.0,24.3,23.75,19.38,16.25,20.25,13.83,12.38,17.62,13.29,19.58,28.75
2218,N,67.0,1.0,28.0,20.33,19.7,14.29,10.88,15.41,8.83,9.25,11.79,8.38,15.16,22.58
2219,N,67.0,1.0,29.0,26.54,23.79,20.71,17.92,21.59,15.04,13.13,18.38,15.54,20.54,25.92
2220,N,67.0,1.0,30.0,15.92,15.25,14.17,8.67,14.96,11.25,12.92,14.58,11.17,17.46,25.37
2221,N,67.0,1.0,31.0,11.38,11.92,12.79,6.17,14.71,10.41,16.17,9.75,12.04,16.17,18.58
2222,N,67.0,2.0,1.0,13.59,13.54,12.58,7.62,12.17,9.5,14.67,10.96,11.54,13.88,17.5
2223,N,67.0,2.0,2.0,16.38,17.08,17.21,10.37,18.84,14.12,16.88,16.21,14.29,18.91,24.04
2224,N,67.0,2.0,3.0,12.54,11.42,11.21,9.33,13.67,11.5,20.12,14.25,14.54,15.04,21.17
2225,N,67.0,2.0,4.0,6.38,4.42,5.96,3.33,8.54,5.0,10.0,5.37,6.71,8.46,11.58
2226,N,67.0,2.0,5.0,5.58,7.0,6.54,2.71,8.58,6.13,9.96,7.67,6.75,11.12,16.88
2227,N,67.0,2.0,6.0,8.08,10.08,7.12,4.33,8.92,5.58,10.41,5.46,6.46,9.21,14.5
2228,P,67.0,2.0,7.0,7.12,8.5,16.71,5.71,9.17,4.75,7.96,5.17,4.75,8.58,9.46
2229,P,67.0,2.0,8.0,8.29,5.09,10.13,3.29,4.46,0.13,6.25,0.67,3.21,5.83,2.04
2230,P,67.0,2.0,9.0,2.79,4.12,4.79,1.71,6.79,1.79,5.66,3.79,4.12,6.67,10.79
2231,P,67.0,2.0,10.0,7.92,10.88,4.21,2.83,8.96,4.5,4.5,6.63,4.33,6.87,17.08
2232,P,67.0,2.0,11.0,17.71,15.75,15.75,8.67,13.29,6.71,9.38,10.17,8.5,12.0,14.54
2233,P,67.0,2.0,12.0,15.96,12.33,16.58,7.08,13.88,8.04,11.0,8.83,7.21,8.83,10.71
2234,P,67.0,2.0,13.0,15.54,14.42,15.54,7.62,13.62,9.08,12.54,10.21,8.29,11.92,15.54
2235,N,67.0,2.0,14.0,18.46,17.58,16.96,8.08,20.58,11.87,14.62,11.79,9.38,13.21,17.54
2236,N,67.0,2.0,15.0,26.08,21.54,27.0,16.71,21.46,20.25,26.54,20.46,16.83,22.42,23.75
2237,N,67.0,2.0,16.0,10.13,11.17,10.08,4.12,10.83,5.46,7.17,9.25,6.21,11.92,16.25
2238,P,67.0,2.0,17.0,3.13,7.12,4.67,1.58,7.38,2.88,4.54,4.38,2.5,3.25,11.12
2239,N,67.0,2.0,18.0,18.79,17.46,16.92,8.67,15.67,10.13,10.5,10.04,9.79,13.92,16.17
2240,N,67.0,2.0,19.0,23.63,24.21,18.75,13.5,21.29,14.25,19.08,14.17,13.92,17.67,24.21
2241,N,67.0,2.0,20.0,13.92,12.12,13.0,9.29,15.21,9.59,14.83,13.5,11.83,14.62,24.04
2242,N,67.0,2.0,21.0,15.46,17.04,13.96,13.62,19.08,12.12,16.17,13.25,13.5,16.96,24.33
2243,P,67.0,2.0,22.0,18.58,11.83,16.04,6.5,13.92,9.25,11.34,6.71,9.33,10.79,9.5
2244,N,67.0,2.0,23.0,18.16,13.96,13.13,10.71,14.17,9.46,16.33,11.04,11.21,14.79,19.0
2245,N,67.0,2.0,24.0,24.41,19.17,20.96,14.79,18.63,13.54,15.09,14.67,13.83,18.84,21.71
2246,N,67.0,2.0,25.0,18.25,13.33,17.96,12.29,14.17,11.87,12.04,12.62,11.96,17.29,14.71
2247,N,67.0,2.0,26.0,11.25,12.96,8.71,7.33,13.88,8.46,13.75,9.87,9.87,11.38,14.75
2248,N,67.0,2.0,27.0,28.91,25.17,23.91,18.21,24.83,18.29,22.08,19.62,18.29,22.75,31.13
2249,N,67.0,2.0,28.0,19.25,22.54,14.71,16.17,24.37,16.75,23.04,17.16,18.16,18.46,27.29
2250,N,67.0,3.0,1.0,14.67,17.16,13.29,12.33,19.08,12.92,20.88,16.04,16.62,16.38,24.41
2251,N,67.0,3.0,2.0,13.42,12.87,11.0,10.29,16.5,15.21,21.92,15.37,16.96,16.79,23.29
2252,N,67.0,3.0,3.0,13.59,13.21,13.96,8.42,11.17,10.67,18.71,14.29,12.17,14.25,21.34
2253,N,67.0,3.0,4.0,15.92,13.21,14.96,11.38,10.79,11.79,14.71,14.88,11.79,16.17,21.04
2254,N,67.0,3.0,5.0,19.55,19.58,15.79,12.75,17.33,13.08,15.46,21.62,12.75,18.21,29.38
2255,N,67.0,3.0,6.0,20.41,18.58,19.38,13.29,16.83,14.79,19.17,15.96,16.0,18.05,26.46
2256,N,67.0,3.0,7.0,24.92,16.54,21.87,17.75,17.75,14.37,16.75,15.79,15.87,20.62,24.92
2257,N,67.0,3.0,8.0,9.0,8.58,11.12,4.67,8.63,6.17,9.25,7.33,8.42,9.87,8.33
2258,N,67.0,3.0,9.0,19.12,12.46,19.0,9.25,11.25,6.67,13.5,5.17,8.96,8.42,8.33
2259,N,67.0,3.0,10.0,19.58,23.25,17.46,13.0,23.09,15.25,22.83,16.25,15.37,17.92,28.21
2260,N,67.0,3.0,11.0,21.09,24.62,15.16,16.75,24.67,16.75,26.54,20.38,20.5,20.5,28.84
2261,N,67.0,3.0,12.0,5.88,9.08,5.88,2.42,9.0,5.0,11.92,6.96,7.04,9.08,16.33
2262,N,67.0,3.0,13.0,17.58,16.33,11.83,10.67,17.21,9.92,16.71,12.71,13.54,12.33,22.21
2263,N,67.0,3.0,14.0,22.34,20.0,20.08,14.12,21.09,16.0,22.29,21.54,17.5,21.0,30.75
2264,N,67.0,3.0,15.0,15.09,11.12,10.88,9.87,13.79,10.58,17.92,12.42,15.09,13.46,19.67
2265,N,67.0,3.0,16.0,11.42,10.13,10.08,6.21,10.71,8.17,14.71,13.17,9.62,12.83,20.5
2266,N,67.0,3.0,17.0,19.79,12.87,17.33,12.92,19.25,16.42,25.25,19.33,21.12,20.46,23.58
2267,N,67.0,3.0,18.0,21.21,8.75,10.54,11.63,13.42,11.58,17.08,12.67,13.29,11.71,15.71
2268,N,67.0,3.0,19.0,17.83,7.83,13.0,11.34,12.33,9.33,19.95,11.71,14.96,16.13,16.21
2269,N,67.0,3.0,20.0,8.5,8.25,9.42,6.46,13.37,9.87,17.21,10.46,14.25,12.5,19.0
2270,N,67.0,3.0,21.0,9.71,8.04,9.5,6.13,10.21,10.25,20.38,12.25,14.83,13.04,19.41
2271,N,67.0,3.0,22.0,13.83,10.92,9.46,7.83,13.59,11.83,17.04,12.46,14.37,12.0,16.62
2272,N,67.0,3.0,23.0,12.46,9.59,8.17,7.92,12.38,8.83,15.04,9.83,10.96,11.92,17.37
2273,N,67.0,3.0,24.0,17.83,16.29,16.46,10.96,14.09,10.96,16.29,14.29,12.33,15.09,22.25
2274,N,67.0,3.0,25.0,20.79,15.37,17.75,12.71,15.16,12.67,17.12,14.25,13.59,14.92,20.5
2275,N,67.0,3.0,26.0,18.29,15.46,12.62,11.38,18.38,11.75,20.38,12.92,14.54,13.83,24.17
2276,N,67.0,3.0,27.0,16.08,15.34,11.17,10.75,17.46,12.08,19.62,11.04,15.16,13.7,19.46
2277,N,67.0,3.0,28.0,15.16,10.13,11.17,12.29,14.0,11.0,18.16,9.5,13.75,11.38,17.71
2278,N,67.0,3.0,29.0,12.79,5.29,9.08,8.08,9.67,5.96,15.09,6.79,11.42,10.34,12.79
2279,P,67.0,3.0,30.0,12.38,5.04,7.75,7.21,7.79,4.67,11.5,3.71,8.12,7.21,10.79
2280,P,67.0,3.0,31.0,9.79,7.29,8.25,4.5,5.75,1.38,6.96,2.13,3.79,5.88,5.83
2281,N,67.0,4.0,1.0,22.25,17.92,16.54,11.42,16.96,12.71,11.87,11.87,12.75,14.5,21.04
2282,N,67.0,4.0,2.0,13.08,12.46,9.59,9.71,14.96,9.96,15.09,11.25,12.46,9.87,16.42
2283,N,67.0,4.0,3.0,12.62,11.21,9.04,9.62,14.37,9.87,13.54,10.34,11.21,10.92,15.46
2284,N,67.0,4.0,4.0,10.08,9.83,7.87,7.92,12.62,9.0,15.83,10.58,12.62,13.59,17.92
2285,N,67.0,4.0,5.0,20.5,12.54,13.62,13.67,15.83,11.46,19.67,13.08,15.92,18.25,16.79
2286,N,67.0,4.0,6.0,20.12,15.54,22.0,14.04,14.54,11.92,18.54,13.83,13.92,16.38,21.04
2287,N,67.0,4.0,7.0,14.37,14.42,25.54,11.42,11.42,8.21,15.92,10.63,9.71,13.88,21.92
2288,N,67.0,4.0,8.0,13.5,11.67,23.79,11.46,11.87,6.38,15.16,9.13,9.17,10.88,11.42
2289,P,67.0,4.0,9.0,13.79,13.88,26.34,11.58,13.75,10.58,18.05,11.63,11.5,14.42,18.0
2290,P,67.0,4.0,10.0,14.42,12.67,30.54,12.17,10.25,9.04,17.12,9.21,10.13,11.46,15.0
2291,N,67.0,4.0,11.0,11.67,13.96,19.67,9.67,10.58,7.25,11.83,7.92,7.5,10.54,12.33
2292,P,67.0,4.0,12.0,7.71,7.5,15.21,6.13,8.08,2.42,7.79,4.96,4.38,6.17,10.92
2293,P,67.0,4.0,13.0,6.29,5.54,15.79,6.42,8.42,2.62,8.71,3.37,3.83,4.21,5.46
2294,P,67.0,4.0,14.0,6.83,5.71,14.83,4.33,7.21,2.08,4.54,1.25,2.29,1.75,4.88
2295,P,67.0,4.0,15.0,10.37,5.91,5.21,4.54,8.46,2.75,9.38,4.33,6.13,6.38,8.87
2296,P,67.0,4.0,16.0,8.71,6.67,4.71,4.21,8.79,3.25,6.29,4.0,6.08,9.25,7.33
2297,N,67.0,4.0,17.0,11.12,7.58,6.38,6.04,8.87,4.42,12.79,4.63,8.46,10.41,8.75
2298,P,67.0,4.0,18.0,9.08,6.71,10.54,5.37,5.46,4.29,7.08,3.96,4.92,7.04,8.71
2299,N,67.0,4.0,19.0,12.58,10.88,14.17,9.67,14.83,11.17,17.71,12.83,14.58,14.71,20.5
2300,N,67.0,4.0,20.0,19.92,16.08,12.17,13.54,20.67,14.12,18.12,15.41,16.38,15.54,22.58
2301,N,67.0,4.0,21.0,18.05,12.25,14.29,10.13,13.92,8.75,12.33,7.71,11.5,12.0,12.96
2302,P,67.0,4.0,22.0,11.54,11.29,9.59,6.87,12.54,8.38,10.88,9.59,9.08,10.83,15.0
2303,P,67.0,4.0,23.0,9.83,6.04,6.17,4.38,6.13,3.17,7.5,4.46,4.29,4.83,10.75
2304,N,67.0,4.0,24.0,14.09,13.0,11.38,8.54,12.0,10.37,10.71,10.83,10.5,11.63,17.04
2305,P,67.0,4.0,25.0,8.71,6.17,6.71,4.75,6.54,3.88,6.83,2.17,5.88,4.92,10.21
2306,P,67.0,4.0,26.0,8.54,10.08,7.87,4.67,9.62,6.42,9.38,9.54,7.87,9.08,15.83
2307,P,67.0,4.0,27.0,8.25,6.83,13.59,6.54,6.96,4.29,7.38,5.96,5.13,6.13,5.88
2308,P,67.0,4.0,28.0,5.66,5.29,8.87,6.92,7.87,5.37,6.46,5.75,5.71,5.71,5.04
2309,P,67.0,4.0,29.0,7.58,6.38,9.25,7.96,8.67,3.79,5.58,2.88,6.75,6.17,6.5
2310,N,67.0,4.0,30.0,18.88,12.46,9.46,8.92,14.54,8.75,13.13,11.08,12.04,11.46,17.12
2311,N,67.0,5.0,1.0,20.46,15.71,13.92,11.42,16.75,12.0,13.83,13.08,12.46,12.08,19.5
2312,P,67.0,5.0,2.0,16.58,9.54,10.0,7.17,11.67,7.54,8.75,7.0,6.71,8.12,11.21
2313,N,67.0,5.0,3.0,16.88,14.42,15.75,10.0,16.21,12.38,16.46,12.38,11.34,13.62,18.38
2314,N,67.0,5.0,4.0,13.21,11.46,19.0,11.08,12.54,10.88,17.58,10.58,12.54,14.29,12.33
2315,N,67.0,5.0,5.0,13.21,15.25,16.04,12.0,15.29,11.46,15.29,12.71,14.17,16.5,18.63
2316,N,67.0,5.0,6.0,14.42,12.5,10.04,8.75,12.25,8.17,9.21,9.04,6.71,7.87,12.33
2317,P,67.0,5.0,7.0,17.96,15.87,14.12,9.21,12.04,8.29,9.29,7.92,9.67,8.08,10.54
2318,P,67.0,5.0,8.0,15.12,11.67,15.96,8.46,12.62,8.87,10.71,6.25,8.21,5.83,6.96
2319,P,67.0,5.0,9.0,5.09,4.75,7.17,4.42,4.75,3.63,6.46,2.88,4.38,4.38,6.38
2320,P,67.0,5.0,10.0,4.17,4.38,8.12,2.17,2.83,0.13,2.29,1.38,1.13,2.37,7.0
2321,P,67.0,5.0,11.0,10.0,13.59,22.83,8.12,10.96,6.58,9.5,10.08,6.71,6.58,12.83
2322,P,67.0,5.0,12.0,14.67,16.79,22.42,10.25,11.42,7.75,12.71,10.13,9.0,8.08,16.38
2323,P,67.0,5.0,13.0,10.79,14.04,18.05,6.42,11.46,9.08,12.67,9.38,8.25,6.63,17.04
2324,P,67.0,5.0,14.0,9.17,10.46,17.54,6.38,7.92,6.25,9.83,6.08,6.25,6.83,11.87
2325,N,67.0,5.0,15.0,11.87,11.42,23.25,9.67,9.0,8.25,15.09,11.63,8.79,8.83,18.05
2326,P,67.0,5.0,16.0,11.46,11.34,11.87,5.88,9.79,3.71,7.79,10.0,5.13,6.04,15.34
2327,N,67.0,5.0,17.0,11.63,10.25,11.5,5.37,11.71,6.17,8.5,9.38,6.92,8.79,16.5
2328,P,67.0,5.0,18.0,11.08,10.13,10.63,5.58,7.87,5.21,9.5,7.08,5.37,6.04,15.54
2329,N,67.0,5.0,19.0,22.75,18.91,15.92,11.25,18.54,12.08,15.09,11.96,12.46,11.38,18.08
2330,N,67.0,5.0,20.0,22.08,18.38,19.46,11.67,21.87,13.67,18.58,14.83,16.54,17.41,21.75
2331,N,67.0,5.0,21.0,24.62,19.21,19.92,13.62,17.58,11.75,14.62,13.08,11.92,15.96,19.7
2332,N,67.0,5.0,22.0,24.83,20.96,21.54,15.41,21.17,13.62,16.83,11.29,14.96,15.46,15.87
2333,P,67.0,5.0,23.0,17.58,16.29,14.12,8.83,17.16,9.04,11.34,9.71,9.25,10.63,13.37
2334,P,67.0,5.0,24.0,15.63,12.54,15.16,9.92,17.0,10.96,12.79,11.21,10.67,9.96,10.08
2335,P,67.0,5.0,25.0,6.08,8.08,8.08,5.41,12.46,7.0,8.83,11.0,7.04,7.92,13.0
2336,P,67.0,5.0,26.0,12.5,12.04,12.71,6.29,13.62,6.67,9.0,14.54,6.71,12.75,19.41
2337,P,67.0,5.0,27.0,5.63,5.96,4.29,2.08,7.38,3.58,3.63,8.63,3.21,6.67,12.75
2338,P,67.0,5.0,28.0,10.17,6.08,7.83,3.88,5.96,2.42,4.25,5.41,2.62,2.75,5.83
2339,P,67.0,5.0,29.0,5.96,8.21,8.79,4.75,6.38,2.88,6.29,8.12,3.67,5.58,8.92
2340,P,67.0,5.0,30.0,3.96,4.42,4.08,2.08,5.71,1.21,2.83,6.5,2.46,5.29,6.17
2341,P,67.0,5.0,31.0,7.12,8.58,5.91,2.62,6.34,1.87,4.79,5.41,1.92,3.08,10.17
2342,P,67.0,6.0,1.0,10.88,9.5,8.92,5.79,10.92,5.58,3.88,9.21,6.04,6.13,11.08
2343,P,67.0,6.0,2.0,5.5,6.42,8.04,4.67,5.66,4.0,5.09,11.34,5.17,8.29,14.42
2344,N,67.0,6.0,3.0,7.92,9.17,13.08,4.33,7.96,6.25,10.0,15.0,9.38,12.38,18.63
2345,N,67.0,6.0,4.0,3.13,5.63,7.25,4.42,8.87,6.17,8.75,9.79,7.87,8.92,10.41
2346,N,67.0,6.0,5.0,8.38,12.58,11.17,7.0,13.75,8.71,10.88,11.75,10.13,8.42,17.79
2347,N,67.0,6.0,6.0,14.96,11.42,15.92,9.42,17.37,11.34,16.38,13.29,12.87,13.25,17.54
2348,N,67.0,6.0,7.0,14.25,9.54,8.04,6.71,13.75,6.34,8.67,10.25,9.08,10.92,12.71
2349,P,67.0,6.0,8.0,7.17,6.0,7.04,4.21,7.29,3.54,6.13,6.54,4.92,6.29,6.96
2350,P,67.0,6.0,9.0,7.79,4.25,6.54,2.83,6.0,3.21,8.17,3.79,5.09,3.92,9.21
2351,P,67.0,6.0,10.0,4.08,2.67,3.88,2.0,5.58,0.0,3.92,1.67,1.54,3.83,4.04
2352,P,67.0,6.0,11.0,4.21,3.63,4.58,2.08,5.0,0.92,5.0,1.58,3.29,3.29,5.21
2353,P,67.0,6.0,12.0,5.29,5.09,5.88,2.96,6.5,3.08,4.96,6.25,4.29,5.37,5.37
2354,P,67.0,6.0,13.0,4.75,8.25,2.37,1.5,7.29,3.75,2.75,5.46,3.17,3.25,6.42
2355,P,67.0,6.0,14.0,6.13,3.75,4.96,2.29,4.29,2.04,4.67,2.92,1.71,1.46,7.87
2356,P,67.0,6.0,15.0,6.13,3.0,6.29,2.71,4.63,1.75,1.79,5.09,2.71,2.37,9.17
2357,P,67.0,6.0,16.0,6.25,4.54,9.29,3.29,4.12,1.5,2.46,4.42,2.96,4.42,5.88
2358,P,67.0,6.0,17.0,5.41,5.96,7.29,2.42,6.5,2.13,3.04,5.17,1.79,3.04,6.0
2359,P,67.0,6.0,18.0,11.5,9.21,5.0,4.42,8.79,3.79,2.79,6.79,4.25,5.71,8.67
2360,P,67.0,6.0,19.0,9.67,10.04,8.96,4.38,12.08,6.5,8.63,10.13,7.87,8.29,16.0
2361,N,67.0,6.0,20.0,18.34,12.25,13.21,11.5,18.46,13.59,15.16,16.25,13.21,13.5,18.46
2362,N,67.0,6.0,21.0,13.04,12.62,13.25,8.67,14.67,8.67,11.34,10.63,9.46,10.41,14.67
2363,P,67.0,6.0,22.0,12.62,9.38,11.46,6.38,9.33,4.0,8.33,6.25,5.83,7.38,11.21
2364,P,67.0,6.0,23.0,11.46,7.38,11.71,3.75,8.38,2.83,6.08,6.08,4.63,4.83,8.17
2365,P,67.0,6.0,24.0,14.37,17.75,10.5,7.92,16.83,9.04,7.92,12.5,9.0,8.58,10.0
2366,P,67.0,6.0,25.0,13.04,6.54,14.46,6.79,13.08,8.58,6.21,9.59,5.66,6.71,13.62
2367,P,67.0,6.0,26.0,14.83,6.92,14.96,5.83,11.63,3.46,3.54,9.04,4.33,3.88,8.87
2368,P,67.0,6.0,27.0,9.46,5.5,6.92,3.58,9.0,3.29,5.37,7.54,5.37,5.63,12.33
2369,N,67.0,6.0,28.0,14.71,11.34,16.13,8.58,13.83,11.17,14.42,15.34,12.79,14.12,21.79
2370,N,67.0,6.0,29.0,10.17,6.21,8.08,7.12,13.0,9.17,12.17,12.12,9.38,10.46,15.41
2371,P,67.0,6.0,30.0,4.42,4.54,5.25,1.92,5.37,2.33,6.5,6.21,3.42,4.0,11.79
2372,P,67.0,7.0,1.0,8.79,9.46,9.96,4.71,10.75,7.04,6.0,8.79,6.79,7.46,15.92
2373,N,67.0,7.0,2.0,11.75,11.29,9.62,6.75,14.46,8.58,11.58,11.21,10.5,9.87,18.63
2374,N,67.0,7.0,3.0,12.62,10.34,9.62,9.46,16.04,10.88,13.29,13.08,12.71,10.92,15.92
2375,P,67.0,7.0,4.0,6.79,4.96,8.12,2.71,7.92,3.92,4.96,4.38,4.96,4.25,9.13
2376,P,67.0,7.0,5.0,5.96,8.04,8.33,5.37,7.83,5.0,5.83,10.46,5.09,7.12,17.96
2377,N,67.0,7.0,6.0,10.71,12.87,11.67,6.96,10.5,8.08,8.46,11.34,7.79,8.92,15.59
