,binaryClass_cat,RollRate_num,PitchRate_num,currPitch_num,currRoll_num,diffRollRate_num
2192,P,0.0048,0.0045,0.024,-0.007,9e-05
2193,N,-0.0038,0.0047,0.026,-0.003,-0.00017
2194,N,-0.0022,0.0048,0.027,-0.013,0.00012
2195,P,0.0046,0.0026,0.022,-0.01,0.0002
2196,P,0.0058,0.0015,0.019,-0.003,3e-05
2197,N,-0.0062,0.004,0.012,0.005,-0.00013
2198,P,-0.0015,0.0051,0.014,-0.009,0.0002
2199,P,0.0048,0.0079,0.02,-0.006,0.00025
2200,N,-0.0042,0.0052,0.01,-0.01,-8e-05
2201,N,0.0036,0.005,0.024,-0.004,3e-05
2202,P,0.0015,0.0007,0.014,0.01,-4e-05
2203,N,-0.0054,0.001,0.009,0.007,-0.00041
2204,N,-0.006,0.003,0.005,-0.014,0.0001
2205,P,0.007,0.0033,0.023,-0.002,0.00016
2206,N,0.0065,0.0036,0.023,0.01,-9e-05
2207,P,0.0061,0.0005,0.019,0.019,-1e-05
2208,N,-0.0071,0.0016,0.012,0.021,-0.00044
2209,N,-0.0036,0.0032,0.007,-0.01,-0.00015
2210,P,0.009,0.004,0.004,-0.003,0.00029
2211,P,0.009,0.005,0.007,0.012,-0.00011
2212,N,0.0052,0.0061,0.013,0.027,-0.00023
2213,N,-0.0057,0.0024,0.022,0.04,-0.00034
2214,P,0.0047,0.0006,0.005,0.031,8e-05
2215,P,-0.0015,0.0022,0.004,0.034,-0.00037
2216,N,-0.0096,0.0028,0.004,0.023,-0.00038
2217,P,0.0077,0.007,0.021,-0.006,0.0001
2218,P,0.0054,0.0007,0.024,0.014,-2e-05
2219,N,-0.0079,-0.0003,0.012,0.007,-0.00024
2220,P,0.0065,0.0073,0.007,-0.007,0.00024
2221,P,0.004,0.003,0.021,0.012,9e-05
2222,N,-0.0042,0.0001,0.015,0.014,-0.00024
2223,N,-0.004,0.0046,0.013,-0.006,-0.00016
2224,P,0.0076,0.0039,0.009,-0.005,0.00023
2225,P,0.0057,0.0046,0.012,0.015,-0.00021
2226,N,-0.0048,0.0023,0.01,-0.002,-0.00016
2227,N,-0.0043,0.0022,0.008,-0.011,0.00011
2228,P,0.0053,0.003,0.005,-0.009,0.00018
2229,N,-0.0143,0.0034,0.012,-0.006,-0.00038
2230,N,-0.0135,0.003,0.009,-0.033,0.00031
2231,P,0.0101,0.0057,0.007,-0.038,0.00032
2232,N,-0.0052,0.0029,0.018,-0.004,-0.00028
2233,N,-0.0047,0.0027,0.017,-0.013,0.00016
2234,P,0.0077,0.0026,0.013,-0.007,0.00021
2235,P,0.0012,0.0033,0.013,0.011,-0.00029
2236,N,-0.0069,0.0021,0.014,0.005,-0.00041
2237,N,-0.004,0.0027,0.012,-0.011,0.00035
2238,P,0.0075,0.0022,0.007,0.01,-6e-05
2239,N,-0.0069,0.0038,0.008,0.006,-0.00035
2240,N,-0.0077,0.0036,0.009,-0.012,6e-05
2241,P,0.0096,0.0043,0.014,-0.003,0.00014
2242,P,0.0078,0.0046,0.018,0.019,-0.00014
2243,N,-0.0061,0.0008,0.017,0.023,-0.00037
2244,P,0.0038,0.0015,0.012,0.009,0.00017
2245,N,-0.0076,0.0024,0.007,0.002,-0.00015
2246,N,-0.0078,0.0038,0.008,-0.011,4e-05
2247,N,-0.0046,0.0049,0.014,-0.005,-0.00019
2248,P,0.0044,0.0019,0.011,-0.012,0.0003
2249,N,-0.0095,0.0033,0.009,0.005,-0.00056
2250,P,0.0053,0.0033,0.011,-0.027,0.00077
2251,P,0.0098,0.0036,0.014,0.012,-6e-05
2252,N,-0.0069,0.0028,0.015,0.008,-0.00029
2253,N,-0.0111,-0.0015,0.009,-0.012,-0.00012
2254,P,0.0047,-0.0002,-0.002,-0.028,0.00066
2255,P,0.0127,0.0061,0.002,-0.011,0.00028
2256,P,0.0104,0.0059,0.011,0.029,-0.00041
2257,N,-0.0039,0.0037,0.015,0.013,-0.00034
2258,N,-0.0089,0.0004,0.007,-0.011,-8e-05
2259,P,0.0068,0.0,0.014,0.011,-6e-05
2260,N,-0.0003,-0.0006,0.005,-0.009,8e-05
2261,N,-0.0031,-0.0004,0.015,-0.014,-1e-05
2262,P,0.0071,-0.0005,0.005,0.011,3e-05
2263,P,0.0058,0.0001,0.005,0.025,-0.00011
2264,N,-0.0077,0.0004,0.004,0.007,-6e-05
2265,N,-0.0059,0.0011,0.006,-0.013,0.00011
2266,P,0.0071,0.0004,0.011,-0.003,7e-05
2267,N,-0.0053,0.003,0.011,0.018,-8e-05
2268,P,0.0041,-0.0037,0.009,0.01,6e-05
2269,P,-0.005,0.001,0.007,0.006,-4e-05
2270,N,-0.0058,0.0011,0.009,-0.001,-5e-05
2271,N,-0.0055,0.001,0.01,-0.01,5e-05
2272,P,0.0062,0.0006,0.016,0.015,-2e-05
2273,N,-0.0034,0.0008,0.007,-0.011,9e-05
2274,P,0.0047,-0.0011,0.01,-0.005,7e-05
2275,P,0.004,-0.0001,0.009,0.01,-5e-05
2276,N,-0.0054,0.0003,0.009,0.005,-0.00012
2277,P,0.0067,-0.0003,0.008,-0.001,7e-05
2278,P,0.0061,-0.0001,0.007,0.012,-7e-05
2279,N,-0.0051,-0.0009,0.006,-0.01,3e-05
2280,P,0.0059,0.0008,0.001,-0.008,0.00015
2281,P,0.0081,0.0018,0.005,0.011,4e-05
2282,N,-0.005,-0.0007,0.015,0.025,-5e-05
2283,P,0.0034,0.0005,-0.001,0.011,8e-05
2284,N,-0.0051,0.0003,0.014,0.007,-4e-05
2285,P,0.0055,0.0023,0.011,0.021,0.0
2286,N,-0.0054,-0.0017,0.008,0.021,-0.00011
2287,N,-0.003,0.001,0.008,-0.01,8e-05
2288,P,0.0047,0.0008,0.011,-0.004,9e-05
2289,P,0.0041,-0.0014,0.012,0.01,-5e-05
2290,N,-0.0041,0.0,0.003,0.007,-8e-05
2291,P,0.0051,0.0009,0.007,0.012,3e-05
2292,P,0.0017,-0.0028,0.005,0.01,1e-05
2293,N,-0.0062,0.0015,0.007,-0.004,-4e-05
2294,P,0.0035,0.0011,0.015,-0.028,0.00015
2295,P,0.0049,-0.0016,0.014,-0.023,0.0001
2296,N,-0.0042,-0.0013,0.001,-0.013,-1e-05
2297,P,0.0032,0.0013,0.018,0.011,-6e-05
2298,N,-0.0033,-0.001,0.004,0.002,-2e-05
2299,N,0.0004,0.0023,0.007,-0.009,5e-05
2300,N,-0.0048,-0.0005,0.007,0.005,-7e-05
2301,N,-0.003,0.0003,0.008,-0.011,9e-05
2302,P,0.0038,0.0001,0.011,-0.007,8e-05
2303,N,-0.0046,-0.0005,0.007,0.004,-3e-05
2304,N,0.0026,0.0013,0.014,-0.008,5e-05
2305,P,0.0048,-0.0008,0.012,0.012,-2e-05
2306,N,-0.0069,-0.0003,0.006,0.0,-8e-05
2307,P,0.0054,0.0005,0.007,0.021,-0.0001
2308,N,-0.0043,0.0008,0.01,0.025,-0.00019
2309,P,0.0062,0.0003,0.006,0.015,-1e-05
2310,P,0.0026,0.0005,0.008,0.029,-0.00015
2311,N,-0.0055,0.0019,0.014,0.025,-0.00024
2312,N,-0.0077,0.0016,0.016,0.015,-0.0001
2313,N,-0.0082,0.0009,0.016,0.004,-1e-05
2314,P,0.005,-0.0011,0.007,-0.014,0.00018
2315,P,0.0072,-0.0004,0.005,0.0,0.0
2316,P,0.0033,0.0017,0.009,0.029,-0.00016
2317,N,-0.0013,0.0011,0.011,0.031,-0.00027
2318,N,-0.0056,0.0008,0.012,0.024,-0.00018
2319,P,0.0044,0.0013,0.007,0.014,0.0
2320,N,-0.0048,-0.0013,0.01,0.004,-2e-05
2321,P,0.006,0.0022,0.008,0.009,9e-05
2322,P,-0.0047,-0.0015,0.011,0.016,-6e-05
2323,N,-0.0062,-0.0012,0.008,0.003,-4e-05
2324,P,0.0062,0.0003,0.002,-0.002,0.00011
2325,P,0.0059,0.0005,0.003,0.015,-5e-05
2326,N,-0.0077,0.001,0.009,0.005,-0.0001
2327,P,-0.0065,-0.0004,0.008,-0.01,0.00011
2328,P,0.0041,0.001,0.007,-0.019,0.0002
2329,P,0.0083,-0.0005,0.017,0.028,-4e-05
2330,N,-0.0044,-0.0001,0.017,0.042,-0.00029
2331,N,-0.0054,-0.0005,0.011,0.006,-3e-05
2332,P,0.0043,-0.0004,0.011,0.015,1e-05
2333,N,-0.0063,-0.0011,0.004,0.006,-5e-05
2334,P,0.0075,0.0024,0.003,0.008,3e-05
2335,N,-0.0052,0.0002,0.011,0.022,-0.00022
2336,N,-0.0052,0.0007,0.013,-0.011,6e-05
2337,P,0.008,0.0013,0.004,0.007,6e-05
2338,P,0.0062,0.0035,0.002,0.025,0.0
2339,N,-0.0002,0.003,0.012,0.038,-0.00022
2340,P,0.0068,0.0004,0.004,0.024,-4e-05
2341,N,0.0003,0.0002,0.004,0.037,-0.00029
2342,N,-0.0079,0.0011,0.008,0.021,-0.00015
2343,P,0.0047,0.0024,0.024,-0.007,0.00024
2344,P,0.0053,0.0003,0.025,0.013,-6e-05
2345,P,-0.0052,0.0005,0.017,0.012,-0.00011
2346,N,-0.0086,0.001,0.016,-0.002,-0.00016
2347,N,-0.0102,-0.0012,0.018,-0.032,1e-05
2348,P,0.0131,0.003,0.013,-0.018,0.00019
2349,N,-0.0048,0.005,0.03,0.027,-0.00032
2350,N,-0.0084,-0.001,0.026,0.015,-0.00015
2351,P,0.001,-0.0008,0.02,0.009,-1e-05
2352,N,-0.0084,-0.001,0.024,-0.012,-0.0001
2353,N,-0.0053,-0.0008,0.019,-0.029,0.00021
2354,N,0.0048,0.0015,0.01,-0.022,0.0
2355,N,-0.006,0.0019,0.012,-0.015,-0.00011
2356,P,0.0065,0.0031,0.018,-0.023,0.00015
2357,P,0.0045,0.0026,0.017,0.015,1e-05
2358,N,-0.0043,0.0014,0.015,0.006,-2e-05
2359,P,0.0068,0.0004,0.008,0.014,0.0001
2360,N,-0.0122,-0.0026,0.015,-0.002,-0.00016
2361,P,0.0091,0.0009,0.007,-0.023,0.00036
2362,P,0.0113,0.0022,0.009,-0.004,-1e-05
2363,P,0.0069,-0.0004,0.014,0.015,0.00026
2364,P,0.0017,-0.0007,0.012,0.027,-0.00039
2365,N,-0.008,0.001,0.012,0.021,-0.00048
2366,N,-0.0103,0.0015,0.014,-0.01,5e-05
2367,P,0.0059,0.0009,0.006,-0.023,0.00034
2368,P,0.0099,0.0014,0.006,-0.005,0.00011
2369,P,0.0092,0.0017,0.008,0.019,-8e-05
2370,N,-0.0039,0.0022,0.015,0.035,-0.00024
2371,N,-0.0065,0.0005,0.014,0.025,-0.00011
2372,P,0.0041,0.0019,0.008,0.01,0.00014
2373,N,-0.0024,0.0019,0.022,-0.01,1e-05
2374,P,0.006,-0.0043,0.015,-0.007,0.0003
2375,P,0.0065,-0.0034,0.003,0.011,-0.00011
2376,N,-0.0085,0.0002,0.01,0.005,-0.00019
2377,N,-0.0081,0.0002,0.008,-0.011,0.00012
2378,P,0.0087,0.0022,0.005,-0.007,0.00018
2379,N,0.0045,0.0039,0.015,0.016,-0.00021
2380,P,-0.0054,-0.0009,0.008,0.008,-8e-05
2381,N,-0.003,-0.0026,0.005,-0.01,-1e-05
2382,P,0.0059,0.0019,0.004,-0.006,0.0002
2383,P,0.0017,0.0025,0.01,0.011,-0.00017
2384,N,-0.0053,0.0029,0.015,0.006,-0.00026
2385,P,0.0037,0.0002,0.009,-0.007,0.00013
2386,N,-0.0054,0.0007,0.013,-0.008,-0.00019
2387,P,0.0048,0.0002,0.007,-0.015,0.00025
2388,P,0.0039,-0.0005,0.003,0.01,8e-05
2389,N,-0.0114,0.0047,0.013,-0.001,-0.00037
2390,N,-0.0085,-0.0043,0.013,-0.03,0.00047
2391,P,0.0065,-0.0013,0.006,-0.034,0.00063
2392,P,0.012,0.0026,0.011,0.01,-7e-05
2393,P,0.0062,-0.0046,0.014,0.03,-0.00022
2394,N,0.0006,-0.0018,0.012,0.036,-0.00042
2395,N,-0.0027,0.0018,0.009,-0.011,0.0001
2396,P,0.0049,0.0015,0.011,-0.007,0.00016
2397,N,-0.0128,0.0008,0.012,-0.026,-0.00022
2398,P,0.0079,0.0054,0.001,-0.045,0.00051
2399,P,0.0145,0.0025,0.005,-0.014,0.00014
2400,P,0.0136,0.0031,0.008,0.015,-0.00023
2401,N,-0.0079,0.0001,0.013,0.027,-0.00021
2402,N,-0.0037,-0.0001,0.007,-0.012,0.00013
2403,P,0.0018,0.0024,0.003,0.01,-3e-05
2404,N,-0.0036,0.0022,0.008,0.008,-0.00014
2405,N,-0.0083,-0.0004,0.013,-0.015,-0.00013
2406,P,0.0062,-0.0019,0.005,-0.027,0.00045
2407,P,0.0115,-0.0003,0.003,-0.015,0.00032
2408,P,0.008,0.0022,0.006,0.02,-0.00031
2409,N,-0.0061,0.0025,0.012,0.023,-0.00039
2410,P,0.0042,-0.0016,0.01,0.011,4e-05
2411,N,-0.0076,-0.0003,0.004,0.006,-0.00028
2412,N,-0.004,0.004,0.007,-0.03,-3e-05
2413,P,0.0059,0.0037,0.017,-0.027,0.00026
2414,P,0.005,0.0019,0.001,-0.006,6e-05
2415,N,-0.0033,-0.0011,0.012,-0.001,-0.00024
2416,N,-0.0046,0.0013,0.012,-0.01,1e-05
2417,P,0.0028,0.0006,0.009,-0.007,-9e-05
2418,N,-0.0042,-0.0013,0.003,-0.01,-0.00016
2419,N,0.0041,0.0013,0.017,-0.016,9e-05
2420,P,0.0065,0.0007,0.015,-0.005,0.0001
2421,P,0.0061,0.0002,0.014,0.012,-5e-05
2422,N,-0.004,0.0005,0.013,0.018,-0.00028
2423,P,0.005,0.0032,0.004,-0.007,0.0002
2424,P,0.0041,0.0042,0.015,0.011,-8e-05
2425,N,-0.0035,0.0002,0.014,0.006,-4e-05
2426,P,0.0014,0.0001,0.007,0.011,-2e-05
2427,N,-0.0041,0.0014,0.008,0.006,-0.00012
2428,P,0.0043,0.0001,0.011,0.002,0.00014
2429,P,0.0037,0.0011,0.012,0.015,-6e-05
2430,N,-0.0073,0.0006,0.009,0.006,-0.00015
2431,N,-0.004,0.0,0.007,-0.012,0.00019
2432,P,0.0062,0.0014,0.006,-0.007,0.0002
2433,N,-0.0037,0.003,0.012,0.002,-0.00041
2434,N,-0.0099,0.0009,0.012,-0.014,-0.00021
2435,N,-0.0029,-0.0016,0.033,-0.013,8e-05
2436,P,0.0038,0.0013,0.026,-0.011,9e-05
2437,N,-0.0047,0.0028,0.021,-0.007,-0.00017
2438,P,-0.0028,0.0006,0.025,-0.031,0.0001
2439,P,0.0084,0.0027,0.025,-0.023,0.0002
2440,P,0.0057,0.0019,0.027,0.012,-0.00011
2441,N,-0.0038,-0.0014,0.023,0.016,-0.00029
2442,N,-0.0026,0.0039,0.018,-0.011,-3e-05
2443,P,0.0041,0.0014,0.02,-0.007,4e-05
2444,N,-0.0017,0.0031,0.023,-0.01,0.0
2445,P,0.0051,0.0001,0.018,-0.003,0.0001
2446,P,0.0012,-0.0033,0.017,0.009,-0.00014
2447,N,-0.0036,-0.0007,0.013,0.008,-0.00031
2448,P,0.005,0.0001,0.015,-0.008,0.00018
2449,N,-0.0074,0.0013,0.014,0.0,-9e-05
2450,P,0.0051,-0.0001,0.012,-0.017,0.00027
2451,P,0.0032,0.002,0.013,0.011,-0.0001
2452,N,-0.0043,0.0003,0.015,0.01,-0.00023
2453,P,0.0028,0.001,0.013,-0.008,0.00012
2454,N,-0.0056,0.0014,0.015,-0.011,-0.00027
2455,P,0.0071,0.0001,0.012,-0.004,7e-05
2456,N,-0.0046,0.0002,0.009,0.005,-8e-05
2457,P,0.0009,0.0019,0.008,0.01,-3e-05
2458,N,-0.0038,0.002,0.011,0.005,-0.00013
2459,N,-0.0003,0.003,0.01,-0.009,0.0
2460,N,-0.0031,-0.0017,0.014,-0.01,-7e-05
2461,P,0.0038,-0.0011,0.006,-0.011,0.00024
2462,P,0.0044,0.0035,0.011,0.012,-0.00011
2463,N,-0.0051,0.002,0.01,0.005,-0.0001
2464,N,-0.0017,0.0001,0.009,-0.009,0.00014
2465,P,0.0061,0.0013,0.007,0.0,0.00015
2466,P,0.0037,0.0032,0.011,0.011,-0.00025
2467,P,-0.006,0.0009,0.01,0.009,-0.00039
2468,P,0.0086,0.0021,0.008,-0.019,1e-05
2469,N,-0.0038,0.0015,0.006,-0.012,-1e-05
2470,N,0.0044,0.0021,0.006,-0.01,6e-05
2471,N,-0.0016,0.0004,0.012,-0.01,5e-05
2472,P,0.0038,-0.0009,0.006,-0.008,0.0002
2473,P,0.0037,0.0021,0.008,0.012,5e-05
2474,N,-0.0046,0.0031,0.013,0.012,-0.00039
2475,N,-0.0071,0.0004,0.012,-0.014,0.0001
2476,N,0.0044,0.0012,0.012,-0.011,0.00013
2477,P,0.0039,0.0005,0.007,0.012,-0.00011
2478,N,-0.006,0.0018,0.01,0.008,-0.0002
2479,P,0.0043,0.0011,0.009,-0.012,0.0002
2480,N,-0.0068,0.0021,0.015,-0.008,-0.0003
2481,P,0.004,0.0,0.005,-0.024,0.0003
2482,P,0.0067,0.0015,0.004,-0.011,6e-05
2483,N,0.0043,0.0051,0.01,0.016,-0.00047
2484,N,-0.0081,0.0005,0.011,0.01,-0.0004
2485,N,-0.0109,0.0006,0.01,-0.01,-2e-05
2486,P,0.0061,0.0014,0.007,-0.03,0.00019
2487,P,0.0036,0.0014,0.007,0.012,1e-05
2488,N,-0.0066,0.0029,0.015,0.007,-0.0002
2489,P,0.0061,0.0024,0.006,-0.019,0.0002
2490,P,0.0082,0.0023,0.008,-0.006,8e-05
2491,N,-0.0048,0.0012,0.013,0.009,-0.00027
2492,N,-0.0041,-0.0003,0.007,-0.013,8e-05
2493,P,0.0064,0.0022,0.011,-0.007,0.00016
2494,P,0.0041,-0.0005,0.009,0.011,0.00028
2495,N,-0.0037,0.001,0.009,0.016,-0.0003
2496,N,-0.0065,0.0017,0.01,0.001,-3e-05
2497,N,-0.0041,0.0015,0.01,-0.014,0.00013
2498,P,0.0065,0.0002,0.006,-0.01,0.00023
2499,P,0.0045,0.0034,0.008,0.012,-0.00021
2500,N,-0.0074,-0.0024,0.012,0.009,-0.00039
2501,N,-0.003,0.003,0.008,-0.012,-8e-05
2502,P,0.0045,0.0016,0.009,-0.006,6e-05
2503,P,0.0022,0.0027,0.008,0.01,1e-05
2504,N,-0.0044,0.0016,0.013,0.005,-0.00012
2505,N,-0.003,-0.0011,0.012,-0.01,-5e-05
2506,P,0.0061,0.0028,0.004,-0.007,0.00027
2507,N,0.0056,0.0016,0.005,0.013,-7e-05
2508,N,0.0045,0.0014,0.007,0.026,-5e-05
2509,N,0.0011,0.0027,0.009,0.037,-0.00058
2510,N,-0.0054,0.0008,0.008,0.033,-0.00034
2511,P,0.0058,-0.0007,0.006,0.012,0.00012
2512,P,0.0026,0.0035,0.01,0.03,-0.00014
2513,N,-0.0055,-0.0005,0.015,0.025,-0.00017
2514,N,-0.0085,0.0021,0.009,-0.003,-8e-05
2515,P,0.007,0.0011,0.008,-0.013,0.00033
2516,N,0.0035,-0.0019,0.011,0.025,-0.0002
2517,P,0.0048,-0.0012,0.007,0.031,0.00021
2518,P,0.0,0.0031,0.01,0.042,-0.00016
2519,N,-0.0089,0.001,0.015,0.022,-0.00014
2520,P,0.0035,-0.0005,0.004,-0.008,0.0002
2521,P,0.004,-0.0004,0.011,0.002,6e-05
2522,P,-0.0036,0.0018,0.013,0.007,-1e-05
2523,N,-0.0045,-0.0006,0.012,0.002,-0.0001
2524,P,0.0044,-0.0007,0.005,-0.002,0.00028
2525,P,0.0078,0.0016,0.006,0.013,3e-05
2526,P,0.0036,0.0027,0.012,0.035,-0.00014
2527,N,-0.0015,-0.001,0.008,0.037,-0.00021
2528,P,-0.0015,0.0013,0.006,0.028,3e-05
2529,N,-0.0055,0.002,0.009,0.016,-9e-05
2530,P,0.0026,0.0023,0.01,0.011,0.0
2531,N,-0.0039,-0.0006,0.012,0.002,-3e-05
2532,P,0.0045,0.0009,0.007,0.011,1e-05
2533,N,-0.0052,0.001,0.013,0.003,-4e-05
2534,P,0.0076,0.0024,0.003,0.013,9e-05
2535,P,0.0062,0.0018,0.005,0.028,-0.00013
2536,N,-0.0072,0.0012,0.01,0.023,-0.00016
2537,P,0.0058,0.0003,0.008,-0.011,0.00029
2538,P,0.0073,0.0018,0.01,0.015,-3e-05
2539,N,-0.0065,-0.0013,0.014,0.021,-0.00034
2540,P,0.0028,0.0007,0.01,0.028,-3e-05
2541,N,-0.0053,0.0012,0.011,0.023,-0.00017
2542,N,-0.0093,0.0012,0.008,-0.002,-0.00013
2543,P,0.0077,0.0026,0.008,0.0,6e-05
2544,P,0.0065,-0.0007,0.011,0.014,-7e-05
2545,N,-0.0034,0.0021,0.015,0.021,-0.00012
2546,N,-0.0059,0.0012,0.015,0.004,-4e-05
2547,P,0.0047,-0.0001,0.006,-0.007,0.00014
2548,N,-0.0044,0.001,0.01,-0.003,-7e-05
2549,N,0.0047,0.0031,0.022,-0.013,9e-05
2550,P,0.0074,-0.006,0.019,0.036,-5e-05
2551,P,0.0035,-0.0006,0.016,0.045,-0.00034
2552,N,-0.0082,0.0,0.013,0.037,-0.00029
2553,P,0.004,0.001,0.02,-0.009,0.00025
2554,P,0.0064,0.0021,0.024,0.011,0.0
2555,N,-0.0047,0.0,0.019,0.026,-0.00016
2556,N,-0.0018,0.0024,0.017,-0.01,-1e-05
2557,P,0.0041,-0.0007,0.022,-0.006,0.00013
2558,P,0.0005,-0.001,0.016,0.01,-8e-05
2559,N,-0.0045,-0.0046,0.014,0.005,-0.00024
2560,P,0.0041,0.0019,0.002,0.013,0.0
2561,N,-0.0048,0.002,0.016,0.004,-3e-05
2562,P,0.0049,-0.0011,0.014,-0.006,0.00018
2563,N,-0.0058,-0.0018,0.017,0.0,-4e-05
2564,P,0.0051,-0.0001,0.003,-0.007,0.00021
2565,P,0.0026,0.0037,0.014,0.011,-0.00013
2566,N,-0.0058,0.0008,0.022,0.003,-0.00014
2567,P,0.0038,0.0016,0.001,0.013,5e-05
2568,N,-0.0037,-0.0004,0.016,0.007,-2e-05
2569,P,0.005,0.0006,0.008,0.011,9e-05
2570,N,-0.005,0.0004,0.015,0.002,-1e-05
2571,P,0.0036,-0.0018,0.006,-0.008,0.00017
2572,P,0.0013,0.0009,0.007,0.009,-7e-05
2573,N,-0.0041,0.0013,0.01,0.005,-0.00015
2574,P,0.0077,0.0007,0.011,0.02,7e-05
2575,P,0.0074,0.0009,0.011,0.033,-6e-05
2576,N,-0.0092,-0.0012,0.017,0.031,-0.00025
2577,P,-0.0035,0.0021,0.02,0.012,-0.00014
2578,N,-0.0066,-0.0001,0.018,0.004,-0.00018
2579,P,0.0055,0.0012,-0.001,-0.006,0.00024
2580,N,-0.008,0.0006,0.015,-0.003,-0.00011
2581,P,0.0065,0.0,0.007,-0.006,0.00016
2582,P,0.0058,0.0023,0.01,0.032,-0.0001
2583,P,0.0011,0.002,0.008,0.01,-5e-05
2584,P,0.0044,0.0018,0.007,0.015,1e-05
2585,N,-0.0057,-0.0009,0.009,0.011,-0.0001
2586,N,-0.0021,0.0009,0.005,-0.013,9e-05
2587,P,0.0054,0.0012,0.006,-0.007,0.0002
2588,P,0.0036,0.0031,0.014,0.013,-0.00014
2589,N,-0.006,-0.0016,0.012,0.005,-0.00013
2590,P,0.0035,-0.0006,-0.005,-0.003,4e-05
2591,P,0.0072,-0.0026,0.005,-0.004,0.00027
2592,P,0.0068,0.0014,0.004,0.011,-0.00014
2593,N,-0.0041,0.002,0.013,0.015,-5e-05
2594,P,0.0043,-0.0016,0.012,-0.02,0.0001
2595,N,-0.0033,0.0003,0.008,0.001,-0.0001
2596,N,-0.0029,0.0011,0.009,-0.012,4e-05
2597,P,0.0035,-0.0009,0.004,-0.007,1e-05
2598,P,0.0011,0.0031,0.013,0.01,-6e-05
2599,N,-0.005,0.0012,0.016,0.006,-0.00029
2600,P,0.0061,-0.0005,0.003,-0.007,0.00017
2601,P,0.0063,0.0019,0.007,0.011,-4e-05
2602,N,-0.0036,0.001,0.018,0.016,-5e-05
2603,N,-0.0053,-0.0023,0.012,0.005,-7e-05
2604,N,-0.0076,-0.0013,0.011,0.001,-0.00017
2605,P,0.0006,0.0001,0.014,0.009,-3e-05
2606,P,0.004,-0.0002,0.007,0.011,8e-05
2607,P,-0.0004,0.0011,0.01,0.027,-0.0001
2608,N,-0.0035,0.0013,0.012,0.023,-0.00018
2609,P,0.0026,-0.002,0.013,0.01,7e-05
2610,P,0.0013,0.0009,0.006,0.009,5e-05
2611,P,0.0029,0.0008,0.005,0.01,4e-05
2612,P,0.0023,0.0,0.012,0.028,-6e-05
2613,N,-0.0055,-0.0005,0.013,0.021,-0.00014
2614,P,0.0022,-0.0008,0.013,0.011,1e-05
2615,N,-0.0035,-0.0005,0.005,0.005,-4e-05
2616,N,-0.0062,-0.0002,0.011,0.008,-0.00015
2617,N,-0.0066,-0.0004,0.008,-0.011,3e-05
2618,P,0.0029,0.0006,0.018,-0.007,6e-05
2619,N,-0.0001,0.0005,0.014,-0.009,3e-05
2620,P,0.0035,0.0002,0.013,-0.003,9e-05
2621,N,-0.003,0.0018,0.008,-0.01,-7e-05
2622,P,0.0048,0.0018,0.008,-0.007,0.00012
2623,P,0.0038,0.0016,0.015,0.013,-2e-05
2624,N,-0.0036,0.0,0.014,0.015,-0.00025
2625,P,0.0037,0.0023,0.014,0.011,3e-05
2626,N,-0.0033,0.0006,0.016,0.012,-8e-05
2627,P,0.0047,-0.0002,0.011,0.005,0.00021
2628,P,0.0061,0.0001,0.011,0.016,1e-05
2629,P,0.004,0.0004,0.011,0.028,-0.00011
2630,N,-0.0005,0.0007,0.011,0.032,-0.00021
2631,P,0.0022,-0.0006,0.009,0.009,0.0001
2632,N,-0.0061,0.0009,0.01,0.002,-0.00014
2633,N,-0.0066,0.0017,0.012,-0.01,0.0
2634,P,0.004,-0.0006,0.009,-0.007,6e-05
2635,N,-0.005,0.0001,0.005,-0.01,-0.0001
2636,P,0.005,0.0025,0.01,-0.008,8e-05
2637,N,-0.0038,0.0001,0.015,0.011,-0.00024
2638,N,-0.0046,0.0003,0.014,0.007,-0.0001
2639,N,0.0038,0.0012,0.013,-0.01,0.00023
2640,P,0.0063,-0.0002,0.021,-0.002,0.0001
2641,P,0.0064,0.0004,0.021,0.013,-4e-05
2642,N,0.0036,-0.0019,0.019,0.028,-0.00011
2643,P,0.0001,-0.0033,0.004,0.034,-0.0001
2644,N,-0.0024,0.0026,0.015,-0.01,0.0001
2645,N,0.0059,-0.0024,0.024,0.0,0.00012
2646,P,0.0083,-0.0027,0.018,0.015,7e-05
2647,P,0.0047,-0.0021,0.008,0.043,-0.00014
2648,N,-0.0061,0.0016,0.009,0.039,-0.00016
2649,P,0.005,-0.0002,0.006,0.019,2e-05
2650,P,0.0012,0.0013,0.01,0.033,-0.00011
2651,N,-0.0073,-0.0003,0.01,0.008,-5e-05
2652,P,0.0082,0.0008,0.005,0.011,5e-05
2653,P,0.0047,0.0013,0.008,0.029,-0.0002
2654,N,-0.0034,0.0017,0.013,0.031,-0.00026
2655,N,-0.0059,-0.0017,0.013,0.024,-0.00012
2656,P,0.0049,0.0005,0.01,0.012,4e-05
2657,N,-0.0066,0.0002,0.012,0.001,-4e-05
2658,P,0.0063,0.0001,0.009,-0.001,4e-05
2659,P,0.0036,0.0006,0.01,0.013,-0.00014
2660,N,-0.01,-0.0009,0.01,-0.004,-0.00019
2661,N,-0.0036,0.0003,0.01,-0.045,0.0003
2662,P,0.0049,0.0003,0.009,-0.043,0.00028
2663,N,-0.0051,0.0003,0.006,0.004,-7e-05
2664,N,-0.0022,0.0001,0.005,-0.015,9e-05
